w1	w2	gold	Note
money	possession	0.729
money	deposit	0.773
money	withdrawal	0.688
money	laundering	0.5650000000000001
money	operation	0.331
tiger	jaguar	0.8
tiger	feline	0.8
tiger	carnivore	0.708
tiger	mammal	0.6849999999999999
tiger	animal	0.7
tiger	organism	0.477
tiger	fauna	0.562
tiger	zoo	0.587
psychology	psychiatry	0.808
psychology	anxiety	0.7
psychology	fear	0.6849999999999999
psychology	depression	0.742
psychology	clinic	0.658
psychology	doctor	0.642
psychology	freud	0.8210000000000001
psychology	mind	0.769
psychology	health	0.7230000000000001
psychology	science	0.671
psychology	discipline	0.558
psychology	cognition	0.748
planet	star	0.845
planet	constellation	0.806
planet	moon	0.808
planet	sun	0.8019999999999999
planet	galaxy	0.8109999999999999
planet	space	0.792
planet	astronomer	0.794
precedent	example	0.585
precedent	information	0.385
precedent	cognition	0.281
precedent	law	0.665
precedent	collection	0.25
precedent	group	0.177
precedent	antecedent	0.604
cup	coffee	0.658
cup	tableware	0.6849999999999999
cup	article	0.24
cup	artifact	0.292
cup	object	0.369
cup	entity	0.215
cup	drink	0.725
cup	food	0.5
cup	substance	0.192
cup	liquid	0.5900000000000001
jaguar	cat	0.742
jaguar	car	0.727
energy	secretary	0.181
secretary	senate	0.506
energy	laboratory	0.509
computer	laboratory	0.678
weapon	secret	0.606
fbi	fingerprint	0.6940000000000001
fbi	investigation	0.8310000000000001
investigation	effort	0.45899999999999996
mars	water	0.294
mars	scientist	0.563
news	report	0.8160000000000001
canyon	landscape	0.753
image	surface	0.45599999999999996
discovery	space	0.634
water	seepage	0.6559999999999999
sign	recess	0.238
wednesday	news	0.22200000000000003
mile	kilometer	0.866
computer	news	0.44699999999999995
territory	surface	0.534
atmosphere	landscape	0.369
president	medal	0.3
war	troops	0.8130000000000001
record	number	0.631
skin	eye	0.622
japanese	american	0.65
theater	history	0.391
volunteer	motto	0.256
prejudice	recognition	0.3
decoration	valor	0.563
century	year	0.759
century	nation	0.316
delay	racism	0.119
delay	news	0.331
minister	party	0.663
peace	plan	0.475
minority	peace	0.369
attempt	peace	0.425
government	crisis	0.6559999999999999
deployment	departure	0.425
deployment	withdrawal	0.588
energy	crisis	0.5940000000000001
announcement	news	0.756
announcement	effort	0.275
stroke	hospital	0.7030000000000001
disability	death	0.5469999999999999
victim	emergency	0.647
treatment	recovery	0.791
journal	association	0.497
doctor	personnel	0.5
doctor	liability	0.519
liability	insurance	0.7030000000000001
school	center	0.344
reason	hypertension	0.231
reason	criterion	0.591
hundred	percent	0.738
harvard	yale	0.8130000000000001
hospital	infrastructure	0.46299999999999997
death	row	0.525
death	inmate	0.503
lawyer	evidence	0.669
life	death	0.788
life	term	0.45
word	similarity	0.475
board	recommendation	0.44699999999999995
governor	interview	0.325
opec	country	0.563
peace	atmosphere	0.369
peace	insurance	0.294
territory	kilometer	0.528
travel	activity	0.5
competition	price	0.644
consumer	confidence	0.413
consumer	energy	0.475
problem	airport	0.238
car	flight	0.49400000000000005
credit	card	0.806
credit	information	0.5309999999999999
hotel	reservation	0.8029999999999999
grocery	money	0.5940000000000001
registration	arrangement	0.6
arrangement	accommodation	0.541
month	hotel	0.181
type	kind	0.897
arrival	hotel	0.6
bed	closet	0.6719999999999999
closet	clothes	0.8
situation	conclusion	0.481
situation	isolation	0.388
impartiality	interest	0.516
direction	combination	0.225
street	place	0.644
street	avenue	0.8880000000000001
street	block	0.688
street	children	0.49400000000000005
listing	proximity	0.256
listing	category	0.638
cell	phone	0.7809999999999999
production	hike	0.175
benchmark	index	0.425
media	trading	0.388
media	gain	0.288
dividend	payment	0.763
dividend	calculation	0.648
calculation	computation	0.844
currency	market	0.75
opec	oil	0.859
oil	stock	0.634
announcement	production	0.33799999999999997
announcement	warning	0.6
profit	warning	0.388
profit	loss	0.763
dollar	yen	0.778
dollar	buck	0.922
dollar	profit	0.738
dollar	loss	0.609
computer	software	0.85
network	hardware	0.8310000000000001
phone	equipment	0.713
equipment	maker	0.591
luxury	car	0.647
five	month	0.33799999999999997
report	gain	0.363
investor	earning	0.713
liquid	water	0.7889999999999999
baseball	season	0.597
game	victory	0.7030000000000001
game	team	0.769
marathon	sprint	0.747
game	series	0.619
game	defeat	0.697
seven	series	0.356
seafood	sea	0.747
seafood	food	0.834
seafood	lobster	0.8699999999999999
lobster	food	0.7809999999999999
lobster	wine	0.5700000000000001
food	preparation	0.622
video	archive	0.634
start	year	0.40599999999999997
start	match	0.44699999999999995
game	round	0.597
boxing	round	0.761
championship	tournament	0.836
fighting	defeating	0.741
line	insurance	0.269
day	summer	0.394
summer	drought	0.716
summer	nature	0.563
day	dawn	0.753
nature	environment	0.8310000000000001
environment	ecology	0.881
nature	man	0.625
man	woman	0.8300000000000001
man	governor	0.525
murder	manslaughter	0.853
soap	opera	0.794
opera	performance	0.688
life	lesson	0.5940000000000001
focus	life	0.40599999999999997
production	crew	0.625
television	film	0.772
lover	quarrel	0.619
viewer	serial	0.29700000000000004
possibility	girl	0.194
population	development	0.375
morality	importance	0.331
morality	marriage	0.369
mexico	brazil	0.744
gender	equality	0.641
change	attitude	0.544
family	planning	0.625
opera	industry	0.263
sugar	approach	0.088
practice	institution	0.319
ministry	culture	0.46900000000000003
problem	challenge	0.675
size	prominence	0.5309999999999999
country	citizen	0.731
planet	people	0.575
development	issue	0.397
experience	music	0.34700000000000003
music	project	0.363
glass	metal	0.5559999999999999
aluminum	metal	0.783
chance	credibility	0.388
exhibit	memorabilia	0.5309999999999999
concert	virtuoso	0.6809999999999999
rock	jazz	0.759
museum	theater	0.7190000000000001
observation	architecture	0.438
space	world	0.653
preservation	world	0.619
admission	ticket	0.769
shower	thunderstorm	0.631
shower	flood	0.603
weather	forecast	0.834
disaster	area	0.625
governor	office	0.634
architecture	century	0.378
squishing	squirt	0.588
undated	undatable	0.583
circumvents	beat	0.533
circumvents	ebb	0.325
dispossess	deprive	0.683
provincialism	narrow-mindedness	0.8109999999999999
provincialism	partiality	0.45
instrumentality	department	0.3
instrumentality	utility	0.729
involvement	action	0.686
involvement	implication	0.417
ecclesiastic	clergyman	0.867
brigadier	general	0.817
carbonic	chemical	0.517
carbonic	paper	0.517
aspirate	pronounce	0.52
aspirate	remove	0.25
monotype	machine	0.525
incommensurate	incommensurable	0.76
campfires	fire	0.933
cognizance	knowing	0.944
urbanize	change	0.567
imperfection	state	0.028999999999999998
assessment	charge	0.44000000000000006
assessment	assay	0.583
incubate	breed	0.64
incubate	develop	0.72
principality	domain	0.762
vicarious	abnormal	0.012
vicarious	secondary	0.65
ungraceful	awkward	0.85
unsighted	color-blind	0.529
socialise	educate	0.612
socialise	swing	0.1
diagonals	line	0.757
diagonals	heterosexual	0.011
naturalise	adapt	0.775
insubordinate	rebellious	0.9
insubordinate	defiant	0.9560000000000001
subdividing	subdivide	0.95
subdividing	separate	0.867
antifeminism	sexism	0.86
circumcising	cut	0.8
circumcising	remove	0.817
excommunicate	oust	0.82
accomplished	over	0.5
attackers	wrongdoer	0.75
contravened	disagree	0.738
contravened	transgress	0.7
tenderize	change	0.588
blithering	chatter	0.771
resurfacing	coat	0.844
resurfacing	surface	0.65
friendships	brotherhood	0.75
soulfully	emotional	0.76
elector	voter	0.783
intentionality	intended	0.8400000000000001
vulgarism	profanity	0.962
vulgarism	inelegance	0.629
preliterate	illiterate	0.471
preliterate	noncivilized	0.44299999999999995
retrying	hear	0.038
wanderers	program	0.028999999999999998
wanderers	nomad	0.95
marginalize	interact	0.25
hyperlink	link	0.9119999999999999
inducted	admit	0.717
inducted	install	0.6
entrapping	capture	0.8
entrapping	deceive	0.657
alleviated	comfort	0.6
alleviated	help	0.6
radiators	beginning	0.0
radiators	system	0.1
postmodernism	genre	0.27999999999999997
excavations	site	0.529
excavations	removal	0.743
comfortable	cozy	0.883
unfeathered	unfledged	0.714
unfeathered	plucked	0.8
assigned	regiment	0.38
assigned	allow	0.35
listeners	eavesdropper	0.8140000000000001
unheralded	unexpected	0.757
inabilities	insufficiency	0.738
inabilities	incomprehension	0.433
monocultures	culture	0.45
tricolour	flag	0.58
omnipotence	state	0.086
mingles	change	0.17099999999999999
calcify	harden	0.8119999999999999
calcify	change	0.483
disinheritance	discontinuance	0.567
interwove	braid	0.875
cession	relinquishment	0.667
dwarfish	small	0.8380000000000001
assessments	charge	0.512
assessments	classification	0.686
prescriptions	medicine	0.9109999999999999
prescriptions	direction	0.257
antipsychotic	lithium	0.817
circumferential	peripheral	0.733
roosters	cockerel	0.8560000000000001
nonpublic	private	1.0
yodeling	sing	0.771
yodeling	singing	0.75
autoerotic	sexy	0.844
unisons	concurrence	0.756
unisons	agreement	0.714
disassembled	destroy	0.8
preteens	juvenile	0.8400000000000001
unaccessible	pathless	0.725
monogram	symbol	0.725
opalescence	brightness	0.7889999999999999
estrogenic	hormone	0.8
misleading	beat	0.125
consubstantial	considerable	0.54
coeducation	education	0.771
canonical	standard	0.6
galvanic	exciting	0.6
nominated	nominate	0.833
nominated	choose	0.867
exceedance	probability	0.5
confide	consign	0.514
confide	unwrap	0.067
established	initiate	0.5860000000000001
condescend	act	0.22000000000000003
tricycle	pedicab	0.6
discharged	spread	0.457
postmodernist	artist	0.657
ruralist	rustic	0.786
ruralist	advocate	0.067
conjurors	enchantress	0.75
detestable	offensive	0.875
detestable	hateful	0.962
comparing	compare	1.0
comparing	analogize	0.8
marketers	selling	0.843
hypercoaster	roller	0.325
pittance	payment	0.514
soulless	insensitive	0.717
hypermarket	supermarket	0.5
confluent	branch	0.42000000000000004
confluent	convergent	0.629
anterooms	building	0.614
reasoning	deduce	0.8
reasoning	re-argue	0.4
summonings	page	0.5429999999999999
summonings	demand	0.714
preordained	predetermine	0.85
antechamber	room	0.788
concavity	shape	0.667
concavity	recess	0.767
unzipping	unfasten	0.829
spoonful	containerful	0.42000000000000004
partible	divisible	0.771
hypersensitive	susceptible	0.633
impurity	adulteration	0.633
impurity	waste	0.483
inscribe	engrave	0.867
virginals	harpsichord	0.186
hypertexts	database	0.7
inheritances	acquisition	0.683
infectious	septic	0.7
infectious	contagious	0.925
pinpointed	locate	0.922
capitalised	profit	0.76
capitalised	supply	0.517
retrace	return	0.725
deadness	quality	0.038
deadness	inelasticity	0.429
conformism	legalism	0.367
tripods	tripod	1.0
lastingly	wear	0.3
lastingly	populate	0.043
unexpected	unannounced	0.8
interlink	intercommunicate	0.7
interlink	connect	0.922
brained	kill	0.175
brained	hit	0.33999999999999997
unicycles	wheel	0.688
unicycles	bicycle	0.657
preservers	cook	0.517
preservers	worker	0.27999999999999997
autografts	graft	0.533
retarding	decelerate	0.788
retarding	stay	0.42000000000000004
subfamily	group	0.8
encrust	coat	0.844
encrust	decorate	0.671
wingless	flightless	0.8800000000000001
intraspecific	interspecies	0.55
tunneled	penetrate	0.633
tunneled	dig	0.8710000000000001
suppressor	gene	0.375
suppressor	restrainer	0.922
expound	elaborate	0.867
expound	detail	0.8880000000000001
brisker	energetic	0.833
brisker	invigorating	0.8619999999999999
wealthy	rich	0.967
eventful	important	0.786
eventful	lively	0.757
edgeless	dull	0.743
clownish	humorous	0.767
inquisitor	thousand	0.028999999999999998
inquisitor	inquirer	0.78
extravert	extroversive	0.783
finality	conclusive	0.857
gibberish	dutch	0.4
championship	status	0.45999999999999996
championship	contest	0.622
indelicate	indecent	0.588
indelicate	tasteless	0.733
sheikhdoms	domain	0.629
flighted	fly	0.82
flighted	shoot	0.24
backwardness	idiocy	0.638
discontinuous	disjunct	0.78
cheapen	devalue	1.0
flatulence	physical	0.32
venomous	toxic	0.978
venomous	malicious	0.714
enshrouded	envelop	0.867
impotently	ineffective	0.867
deviationism	desertion	0.3
capitation	tax	0.6
denominate	label	0.571
illiberal	narrow-minded	0.8859999999999999
periodical	nightly	0.58
periodical	publication	0.914
distillate	liquid	0.8
returning	bounce	0.417
dictatorship	state	0.675
disfavoring	prejudice	0.875
postglacial	cold	0.617
ennobled	honor	0.729
anticyclones	high	0.45
cylindrical	rounded	0.8400000000000001
nonpolitical	apolitical	0.95
circumference	size	0.783
repositions	move	0.9109999999999999
repositions	reduce	0.088
librarianship	position	0.54
conductive	semiconducting	0.44000000000000006
bounced	skip	0.688
bounced	bounce	0.9
entreaty	request	0.85
convertible	car	0.729
convertible	security	0.038
constitutive	essential	0.6
kindergarteners	child	0.733
angrier	huffy	0.688
angrier	stormy	0.775
defiles	mar	0.8
defiles	spot	0.16699999999999998
hankering	desire	0.86
hankering	longing	0.9119999999999999
circumnavigate	circle	0.725
criticality	juncture	0.2
criticality	urgency	0.729
mistrustful	distrustful	0.743
presuppose	imply	0.743
presuppose	premise	0.675
mayoralty	position	0.671
companionships	friendship	0.95
primates	priest	0.05
omnipotent	powerful	0.9380000000000001
postboxes	maildrop	0.978
loveable	desirable	0.883
antedating	chronologize	0.74
benefited	help	0.8400000000000001
benefited	get	0.633
contrastive	different	0.933
contrastive	antonymous	0.54
interned	work	0.775
interned	confine	0.743
clamorous	noisy	0.944
baseness	unworthiness	0.4
serenaded	perform	0.712
snookered	play	0.5
snookered	flim-flam	0.8
immeasurable	incalculable	0.933
immeasurable	illimitable	0.843
encroachments	inroad	0.6
encroachments	entrance	0.275
deregulating	liberation	0.8
deregulating	exempt	0.662
acceptable	satisfactory	0.8400000000000001
acceptable	standard	0.783
sentenced	declare	0.571
shrieks	shout	0.889
shrieks	cry	0.867
nonviable	dead	0.729
papered	cover	0.671
territorials	soldier	0.5599999999999999
territorials	guard	0.629
publicise	tell	0.829
reenact	re-create	0.867
reenact	ordain	0.16699999999999998
interstellar	major	0.7
scattered	separate	0.8
transmigrating	immigrate	0.722
transmigrating	born	0.11200000000000002
associations	southern	0.05600000000000001
associations	sociable	0.6
admiralty	department	0.45
admiralty	position	0.7
autobiographer	biographer	0.7
planners	schemer	0.75
planners	notebook	0.686
supplement	constitute	0.36
supplement	leverage	0.26
combusts	blow	0.725
combusts	ablaze	0.829
brightness	intelligence	0.8380000000000001
brightness	radiance	0.95
producing	together	0.11100000000000002
reserve	assign	0.643
reserve	withhold	0.8619999999999999
unflagging	constant	0.633
unflagging	energetic	0.36
preschooler	child	0.775
baggers	machine	0.125
baggers	workman	0.614
willingness	wholeheartedness	0.771
unacceptable	unsatisfactory	0.889
unacceptable	unwelcome	0.7
directionless	purposeless	0.8400000000000001
replications	reproduction	0.8400000000000001
replications	procedure	0.44000000000000006
retrials	trial	0.65
venders	selling	0.8
fantasist	creator	0.54
interlinks	intercommunicate	0.725
interlinks	connect	0.8380000000000001
adversely	unfavorable	0.843
repulses	disgust	0.867
repulses	fight	0.3
humanness	quality	0.48
autofocus	optical	0.671
conversely	interview	0.038
conversely	proposition	0.014000000000000002
ceaseless	continuous	0.933
hybridise	breed	0.686
antitumor	brain	0.071
parallelism	similarity	0.817
sightedness	sight	0.688
battleships	dreadnought	0.55
subarctic	polar	0.729
subarctic	overshoe	0.014000000000000002
sufferance	self	0.229
uncomprehending	undiscerning	0.657
regretful	penitent	0.8779999999999999
monoplanes	airplane	0.762
steepen	change	0.383
transfuse	breathe	0.3
transfuse	pour	0.489
hyperextension	extension	0.625
amazings	surprise	0.46699999999999997
amazings	stump	0.225
perished	change	0.2
hilarity	gaiety	0.771
appearance	apparition	0.471
transmissible	infectious	0.8
transmissible	inheritable	0.65
wheaten	source	0.24
magnetize	charm	0.5
magnetize	change	0.3
militarize	change	0.317
circumspect	prudent	0.6
translocate	transfer	0.686
macroevolution	evolution	0.7
circumvented	attack	0.056999999999999995
circumvented	surpass	0.686
adventism	christianity	0.675
breather	submarine	0.125
breather	respite	0.8619999999999999
disabused	inform	0.44000000000000006
contravene	deny	0.633
contravene	transgress	0.8
transducers	device	0.629
icelandic	scandinavian	0.75
uncertainty	speculativeness	0.8
disengages	unclog	0.5
painkillers	hydrochloride	0.333
associational	legion	0.44000000000000006
associational	affiliation	0.9
luxuriance	abundance	0.8859999999999999
vacations	spend	0.6
chooses	compare	0.733
chooses	decide	0.978
enunciated	state	0.6
cosponsoring	sponsor	0.8119999999999999
impeded	obstruct	0.9109999999999999
impeded	dam	0.64
irremovable	tenured	0.65
strangers	person	0.1
utilitarianism	doctrine	0.071
puffery	flattery	0.74
noncitizens	traveler	0.614
monsignori	priest	0.875
refered	apply	0.1
refered	remember	0.21200000000000002
macrocosmic	large	0.738
functionality	practicality	0.8109999999999999
spoonfuls	containerful	0.48
instructorship	position	0.086
approved	authorize	0.889
approved	rubberstamp	0.54
recorders	box	0.0
recorders	official	0.028999999999999998
headship	position	0.54
credentials	document	0.62
credentials	certificate	0.75
enunciating	state	0.788
enunciating	round	0.014000000000000002
caramelize	convert	0.329
cosigns	validate	0.717
cosigns	endorse	0.85
deformity	appearance	0.5
responsible	causative	0.6
undisputable	undeniable	0.925
reassess	measure	0.714
colonise	settle	0.9109999999999999
subserve	help	0.7
religionist	person	0.533
sanctioned	empower	0.571
sanctioned	back	0.5
suggestible	susceptible	0.533
warmness	protectiveness	0.6
warmness	hotness	0.857
relates	focus	0.5
relates	remember	0.557
cardinality	number	0.5860000000000001
rotational	transformation	0.429
rotational	circumvolution	0.762
totalism	political	0.438
irrationality	insanity	0.8
absorbance	density	0.6
intracerebral	emotional	0.414
disjoined	separate	0.986
intramuscular	powerful	0.529
endangerment	hazard	0.967
decomposition	fragmentation	0.671
decomposition	algebra	0.24
autobiographies	memoir	0.867
characterless	ordinary	0.733
dissenters	conscientious	0.425
subspecies	group	0.657
irreproducible	unrepeatable	0.8619999999999999
cosigned	validate	0.6
cosigned	endorse	0.833
embellishment	expansion	0.667
encyclopaedic	comprehensive	0.767
indispensable	critical	0.7889999999999999
indispensable	necessary	0.75
fractures	destroy	0.638
fractures	pervert	0.178
entraps	gin	0.012
entraps	deceive	0.75
anamorphosis	evolution	0.78
anamorphosis	copy	0.33999999999999997
dispersive	distributive	0.729
smoothen	rub	0.7
interpreter	person	0.48600000000000004
interpreter	symbolist	0.2
meadows	grassland	0.857
obtainment	acquiring	0.9
nonprofessional	lay	0.575
attendances	frequency	0.643
attendances	appearance	0.638
protraction	continuance	0.65
transshipped	transfer	0.788
entrapped	capture	0.8
entrapped	deceive	0.743
exclaiming	call	0.675
exclaiming	declare	0.778
passable	satisfactory	0.8
passable	negotiable	0.35
undetectable	invisible	0.889
undetectable	imperceptible	0.82
endurable	tolerable	0.8400000000000001
supposed	speculate	0.767
supposed	suspect	0.644
transact	bank	0.575
survivalist	person	0.457
increasing	grow	0.829
increasing	up	0.64
fabricate	make	0.922
fabricate	think	0.42000000000000004
partnership	partner	0.867
partnership	relationship	0.783
microorganism	organism	0.712
impossibilities	unattainableness	0.8800000000000001
repress	suppress	0.8
dimensional	multidimensional	0.686
performance	universe	0.089
performance	musical	0.683
feudalism	organization	0.5
behaviorist	psychologist	0.867
interjection	break	0.714
interjection	exclamation	0.8
consequences	position	0.05600000000000001
consequences	result	0.9380000000000001
preschoolers	child	0.783
unmentionables	garment	0.6
subeditor	editor	0.671
standardize	regulate	0.8380000000000001
standardize	measure	0.45999999999999996
winners	walloper	0.16699999999999998
persuasions	electioneering	0.275
persuasions	belief	0.75
conformations	balance	0.233
conformations	curvature	0.475
seriousness	badness	0.58
seriousness	gravity	0.767
metabolism	organic	0.58
reprints	reproduce	0.844
reprints	publication	0.567
replication	procedure	0.45
replication	copying	0.9380000000000001
highjacking	robbery	0.933
highjacking	seize	0.9
repurchases	buy	0.762
sympathized	feel	0.867
unsuitable	unfit	1.0
unsuitable	irrelevant	0.5
victorious	successful	0.95
victorious	undefeated	0.86
leagued	unite	0.86
ravenous	gluttonous	0.76
ravenous	hungry	0.667
inversions	abnormality	0.45
inversions	phenomenon	0.5
flavourful	tasty	0.962
spaciousness	largeness	0.967
evidently	obvious	0.9380000000000001
evidently	noticeable	0.9
reinsured	insure	0.629
crudeness	wild	0.44299999999999995
crudeness	impoliteness	0.9
initialise	divide	0.086
initialise	determine	0.33999999999999997
requirement	duty	0.671
requirement	thing	0.056999999999999995
contortionists	acrobat	0.762
dysentery	diarrhea	0.867
occlusion	thrombosis	0.671
reenactor	actor	0.771
ulcerate	affect	0.24
ulcerate	change	0.35
exemplify	embody	0.9119999999999999
exemplify	elaborate	0.367
attractor	entertainer	0.717
macroeconomists	economist	0.7
exploitive	consumptive	0.5
lectureship	position	0.475
automate	change	0.5599999999999999
incorruptible	incorrupt	0.933
exacerbated	anger	0.7
exacerbated	inflame	0.8
continuously	unbroken	0.817
crusaders	warrior	0.8
crusaders	insurgent	0.6
formations	flight	0.35
formations	filing	0.6599999999999999
bestowals	giving	0.833
bestowals	gift	0.85
undeviating	reliable	0.783
undeviating	direct	0.75
impassively	voice	0.043
paradoxical	inexplicable	0.743
deceitful	dishonest	0.978
commissions	equip	0.05
commissions	order	0.54
leisured	idle	0.775
unsalable	unmarketable	0.978
hypersensitivity	sensitivity	0.817
inquisitiveness	nosiness	0.833
monograms	symbol	0.767
admitting	confess	1.0
deflowering	deface	0.8
innovativeness	originality	0.9560000000000001
impulsion	force	0.729
impulsion	drive	0.925
unisexual	sexual	0.64
anarchist	radical	0.86
circumcision	banquet	0.088
socialites	person	0.45
rearrangements	reordering	0.8560000000000001
unquenchable	insatiate	0.8710000000000001
interrelated	interrelate	0.962
interrelated	associate	0.771
synthetical	logical	0.58
entombment	funeral	0.817
kidnapped	shanghai	0.6799999999999999
uproarious	humorous	0.8560000000000001
uproarious	noisy	0.867
discipleship	position	0.529
vaporise	evaporate	0.943
vaporise	change	0.62
memorialize	remind	0.633
memorialize	address	0.44299999999999995
personify	embody	0.817
personify	typify	0.588
inbreeding	coupling	0.667
lenience	softness	0.667
lenience	mercifulness	0.8779999999999999
preposed	put	0.58
prophetical	predictive	0.8880000000000001
standoffish	unapproachable	0.9
procurator	agent	0.643
excitations	arousal	0.717
excitations	fever	0.275
thoughtless	inconsiderate	0.944
untruth	statement	0.122
malfeasance	wrongdoing	0.8
supporters	trader	0.025
supporters	strength	0.714
punctuate	quote	0.643
punctuate	point	0.76
translocation	organic	0.062
translocation	procedure	0.13799999999999998
deforming	change	0.633
deforming	morph	0.7
attributions	attributable	0.786
shouter	crier	0.925
excrete	make	0.27999999999999997
concerti	concerto	0.9
reformism	doctrine	0.45999999999999996
moisten	baste	0.733
moisten	sprinkle	0.45999999999999996
inflammation	pitch	0.025
intermingles	commingle	0.843
gathering	sponge	0.044
gathering	hive	0.65
concerning	involve	0.843
deviously	indirect	0.5599999999999999
deviously	untrustworthy	0.8
admittance	right	0.075
performing	improvise	0.42000000000000004
performing	church	0.022
pretenders	ringer	0.1
toppled	push	0.5
toppled	over	0.48
nonconscious	unconscious	0.9710000000000001
nonconscious	inanimate	0.714
meaningless	empty	0.771
immoveable	immobile	0.962
unblock	play	0.012
unblock	unstuff	0.62
rhythmicity	lilt	0.533
significances	meaning	0.767
sheepish	docile	0.575
sheepish	ashamed	0.575
immensely	large	0.75
eruptive	active	0.767
eruptive	aqueous	0.086
transvestitism	practice	0.086
royalist	monarchist	0.78
libelous	harmful	0.7
commodes	drawers	0.28300000000000003
commodes	fixture	0.5
conscripting	enlist	0.767
depopulate	shrink	0.733
directional	leading	0.5
disbelieving	doubt	0.925
disbelieving	incredulous	0.944
hypervelocity	speed	0.867
interdisciplinary	nonindulgent	0.425
nonverbally	numerical	0.4
pressurise	change	0.557
measurements	viscometry	0.44000000000000006
nonfunctional	run-down	0.76
severer	intense	0.825
brainless	unintelligent	0.967
marinate	steep	0.714
freighter	cargo	0.617
terrorize	coerce	0.48
terrorize	frighten	0.867
prayerful	pious	0.833
bestowal	giving	0.857
bestowal	gift	0.825
diagonal	line	0.367
diagonal	heterosexual	0.0
ingroup	bohemia	0.075
uncomfortable	comfortless	0.933
uncomfortable	disquieting	0.8109999999999999
hyperlinks	link	0.671
therapeutical	acoustic	0.11399999999999999
therapeutical	healthful	0.717
depreciate	deflate	0.829
intelligence	shrewdness	0.7
intelligence	agency	0.2
cynically	distrustful	0.714
autopilot	unconsciousness	0.5
enjoining	forbid	0.062
enjoining	command	0.42000000000000004
reelections	election	0.714
tidings	float	0.025
tidings	ebb	0.088
transmigrated	immigrate	0.675
infeasible	impossible	0.8220000000000001
rhymers	writer	0.483
germanic	scandinavian	0.5
anticancer	person	0.075
fording	traverse	0.75
fording	deep	0.514
unmolested	untroubled	0.767
covariant	variable	0.738
postposition	place	0.45
splashy	covered	0.11399999999999999
splashy	ostentatious	0.714
sprouting	germinate	0.844
sprouting	grow	0.95
entwined	stitch	0.5599999999999999
entwined	wreathe	0.567
hypertext	text	0.6
expressible	representable	0.7
unicyclist	pedaler	0.517
spatiality	property	0.52
acoustical	remedy	0.014000000000000002
strains	trouble	0.614
strains	rack	0.125
resistor	splitter	0.267
