w1	w2	over_ft23	wn_wup
balata	baldırpatlatan	0.7692307829856873	0.23529412
baldır	baldıranşerbeti	0.8461538553237915	0.22222222
baldır	başkaldırıcılık	0.7692307829856873	0.25
balerinlik	serinlik	0.7647058963775635	0.2
balözü	balıkgözü	0.7692307829856873	0.18181819
bandırma	bayındırlaştırma	0.8235294222831726	0.21052632
bandırma	canlandırma	0.7647058963775635	0.23529412
bandırma	damarlandırma	0.7647058963775635	0.22222222
bandırma	detaylandırma	0.7647058963775635	0.22222222
bandırma	fiyatlandırma	0.7647058963775635	0.22222222
bandırma	hastalandırma	0.7647058963775635	0.23529412
bandırma	hızlandırma	0.7647058963775635	0.22222222
bandırma	kandırma	0.7647058963775635	0.25
bandırma	kokulandırma	0.7647058963775635	0.23529412
bandırma	kullandırma	0.7647058963775635	0.23529412
bandırma	nurlandırma	0.7647058963775635	0.23529412
bandırma	onurlandırma	0.7647058963775635	0.23529412
bandırma	puanlandırma	0.7647058963775635	0.25
bandırma	sayfalandırma	0.7647058963775635	0.23529412
bandırma	sonuçlandırma	0.7647058963775635	0.23529412
bandırma	sınıflandırma	0.7647058963775635	0.25
bandırma	uslandırma	0.7647058963775635	0.23529412
bandırma	uyandırma	0.7647058963775635	0.23529412
bandırma	vasıflandırma	0.7647058963775635	0.23529412
bandırma	yurtlandırma	0.7647058963775635	0.23529412
bandırma	ışıklandırma	0.7647058963775635	0.21052632
bankerzedelik	dedelik	0.7857142686843872	0.21052632
barata	baratarya	0.9230769276618958	0.21052632
barbarlık	baytarlık	0.75	0.2
barmenlik	benlik	0.7692307829856873	0.21052632
bayram	bayramiç	0.8461538553237915	0.22222222
bayram	bayrampaşa	0.8461538553237915	0.22222222
bayramilik	bayramiç	0.7647058963775635	0.2
bazlaşma	fazlalaşma	0.7647058963775635	0.2
bağcılık	dağcılık	0.7647058963775635	0.25
bağıcı	bağıntıcılık	0.7692307829856873	0.22222222
başkahramanlık	samanlık	0.7647058963775635	0.22222222
başkale	başmakale	0.800000011920929	0.2
başkonsolosluk	sosluk	0.7692307829856873	0.2
başmak	bodurlaşmak	0.7692307829856873	0.23529412
başyazmanlık	yanlık	0.7692307829856873	0.21052632
beceriklilik	eriklik	0.8571428656578064	0.22222222
belirleme	belleme	0.800000011920929	0.21052632
beliye	bevliye	0.7692307829856873	0.22222222
benlik	benzinlik	0.9230769276618958	0.25
benlik	böğürtlenlik	0.7692307829856873	0.25
benzemez	benzen	0.75	0.23529412
benzen	benzeti	0.75	0.23529412
benzen	benzetim	0.75	0.23529412
benzen	benzetme	0.75	0.23529412
benzen	benzeşim	0.75	0.25
berberlik	biberlik	0.75	0.22222222
bibilik	bilgilik	0.7857142686843872	0.22222222
bibilik	bilisizlik	0.7857142686843872	0.25
bibliyografi	biyograf	0.8235294222831726	0.2
bibliyografya	biyograf	0.8235294222831726	0.2
bilgilik	ilgililik	0.800000011920929	0.25
bilisizlik	isilik	0.7692307829856873	0.21052632
bilmemezlik	ölmezlik	0.7647058963775635	0.23529412
bilmezlik	devredilmezlik	0.7894737124443054	0.22222222
bilmezlik	ölmezlik	0.7647058963775635	0.23529412
bismil	bismillah	0.8461538553237915	0.25
bloksuzluk	buzluk	0.7692307829856873	0.22222222
bonbonculuk	boncuk	0.9230769276618958	0.1904762
bonbonculuk	boncukluk	0.7777777910232544	0.22222222
boyunluk	bunluk	0.7692307829856873	0.23529412
boğalık	boşboğazlık	0.800000011920929	0.17391305
boğmak	boğmaklıkuş	0.8461538553237915	0.21052632
brahma	brahmanlık	0.8461538553237915	0.24
buharlaştırma	darlaştırma	0.8260869383811951	0.22222222
bunluk	burunluk	0.9230769276618958	0.23529412
buğulaşma	ulaşma	0.8461538553237915	0.22222222
bızdık	dızdık	0.75	0.21052632
cebeli	cebellezi	0.7692307829856873	0.1904762
cisimcik	isimcilik	0.75	0.22222222
damlalık	lalalık	0.75	0.25
danışma	dayanışmacı	0.800000011920929	0.22222222
danışman	dayanışma	0.75	0.23529412
danışman	dayanışmacılık	0.75	0.21052632
dekadan	dekadans	0.8666666746139526	0.2
delilik	desilitrelik	0.8571428656578064	0.21052632
demircilik	demlik	0.7692307829856873	0.16666667
demircilik	emircik	0.800000011920929	0.25
demirsizlik	demlik	0.7692307829856873	0.17391305
demirsizlik	dizlik	0.7692307829856873	0.21052632
deneyimsizlik	denizlik	0.8235294222831726	0.23529412
deneyimsizlik	dizlik	0.7692307829856873	0.23529412
dengeleme	geleme	0.8461538553237915	0.25
dengesizlik	denizlik	0.8235294222831726	0.25
dengesizlik	dizlik	0.7692307829856873	0.25
denizlik	densizlik	0.8235294222831726	0.21052632
densizlik	dizlik	0.7692307829856873	0.21052632
derinlikölçer	kölçer	0.8461538553237915	0.2
dertsizlik	dizlik	0.7692307829856873	0.2
desilitrelik	sililik	0.75	0.25
devletleştirebilme	iyileştirebilme	0.7666666507720947	0.23529412
devrimcilik	ilimcilik	0.8125	0.23529412
dezenflasyon	dezenformasyon	0.800000011920929	0.25
değimsizlik	dizlik	0.7692307829856873	0.25
değini	değişinimci	0.8461538553237915	0.1904762
difraksiyon	diksiyon	0.8235294222831726	0.23529412
difraksiyon	fraksiyon	0.8947368264198303	0.25
dikizlik	dinsizlik	0.75	0.23529412
dikizlik	dirliksizlik	0.75	0.25
dikişçilik	dişçik	0.8461538553237915	0.2
dikkatsizlik	dizlik	0.9230769276618958	0.25
diksiyon	direksiyon	0.8235294222831726	0.22222222
dinsizlik	dizlik	0.9230769276618958	0.21052632
direksiyon	seksiyon	0.7647058963775635	0.21052632
direnişçilik	dişçik	0.8461538553237915	0.25
dirliksizlik	dizlik	0.9230769276618958	0.22222222
dirsizlik	dizlik	0.9230769276618958	0.25
disiplinsizlik	dizlik	0.9230769276618958	0.25
diyabet	diyarıgurbet	0.800000011920929	0.22222222
dizlik	düzensizlik	0.7692307829856873	0.25
dizlik	düzeysizlik	0.7692307829856873	0.25
dizlik	düşlemsizlik	0.7692307829856873	0.25
dizlik	düşüncesizlik	0.7692307829856873	0.25
dişillik	dişlik	0.7692307829856873	0.22222222
dişisellik	dişlik	0.7692307829856873	0.22222222
dokuyuculuk	okuyuculuk	0.9047619104385376	0.21052632
dolantaşı	dolantı	0.800000011920929	0.25
doğrama	doğrulama	0.800000011920929	0.22222222
doğurganlık	soğurganlık	0.8260869383811951	0.25
düvencilik	güvencecilik	0.761904776096344	0.1904762
ekinci	sekinci	0.8461538553237915	0.22222222
ekinlik	erişkinlik	0.800000011920929	0.25
ekinlik	çekingenlik	0.800000011920929	0.23529412
eleklik	elektrikçilik	0.800000011920929	0.22222222
eleklik	elektronikçilik	0.800000011920929	0.22222222
elektroensefalografi	ensefal	0.800000011920929	0.21052632
elekçi	gelecekçi	0.7692307829856873	0.1904762
elekçi	gelenekçi	0.7692307829856873	0.2
elenti	eğlenti	0.7692307829856873	0.25
eleştirme	radyoaktifleştirme	0.7894737124443054	0.22222222
eleştirmecilik	özleştirmecilik	0.8620689511299133	0.21052632
emircik	kemircik	0.8666666746139526	0.16
enayileşme	iyileşme	0.7647058963775635	0.25
enderun	iskenderun	0.8666666746139526	0.21052632
engelleme	geleme	0.7692307829856873	0.25
engerekgiller	lenger	0.7692307829856873	0.25
entegrasyon	integrasyon	0.8260869383811951	0.25
espressivo	espresso	0.8125	0.1904762
esterleşme	yerleşme	0.7647058963775635	0.21052632
evolüsyon	solüsyon	0.7647058963775635	0.22222222
eşzamanlılık	samanlık	0.7647058963775635	0.17391305
fabrika	farika	0.7692307829856873	0.23529412
fellah	fenafillah	0.7692307829856873	0.21052632
figürasyon	fisyon	0.7692307829856873	0.2
fodulluk	folluk	0.7692307829856873	0.21052632
fotoroman	otoman	0.7692307829856873	0.22222222
fraksiyon	traksiyon	0.7894737124443054	0.22222222
fındıklık	zındıklık	0.7777777910232544	0.25
fırkacılık	fırçacılık	0.761904776096344	0.2
fışkırtıcı	kışkırtı	0.75	0.21052632
geleme	gemleme	0.7692307829856873	0.22222222
geleme	geneleme	0.9230769276618958	0.21052632
geleme	genelleme	0.8461538553237915	0.22222222
geleme	gerçekleme	0.7692307829856873	0.23529412
geleme	gezeleme	0.9230769276618958	0.21052632
geleme	gübreleme	0.7692307829856873	0.21052632
gemicilik	gemlik	0.7692307829856873	0.21052632
gemlik	geçirimlilik	0.7692307829856873	0.25
gerektirme	getirme	0.800000011920929	0.25
gergedangiller	gerger	1.0	0.18181819
gerger	gergevşet	0.800000011920929	0.2
görmemişlik	yemişlik	0.7647058963775635	0.22222222
görücü	göçürücü	0.7692307829856873	0.1904762
gözleyici	izleyici	0.7647058963775635	0.2
güvencecilik	öncecilik	0.7894737124443054	0.23529412
hahamlık	hamamlık	0.8125	0.23529412
hakkâk	hakkârililik	0.7692307829856873	0.23529412
halaza	halazade	0.8461538553237915	0.16
hamallık	hamamlık	0.75	0.23529412
hamamlık	hamaratlık	0.75	0.25
hancılık	oğlancılık	0.7647058963775635	0.22222222
hancılık	sübyancılık	0.7647058963775635	0.21052632
hipertansiyon	pansiyon	0.7647058963775635	0.2
hipotansiyon	pansiyon	0.7647058963775635	0.2
hitlercilik	kilercilik	0.75	0.22222222
hürriyet	zürriyet	0.7647058963775635	0.23529412
hıristiyanlık	yanlık	0.8461538553237915	0.23529412
hırpalama	malama	0.75	0.23529412
iftiracılık	kiracılık	0.7894737124443054	0.22222222
ihmalcilik	ihtilalcilik	0.761904776096344	0.22222222
ihtira	ihtiras	0.8461538553237915	0.23529412
ilancılık	oğlancılık	0.7894737124443054	0.22222222
ilarya	iskalarya	0.7692307829856873	0.1904762
ilikçi	iplikçilik	0.7692307829856873	0.1904762
imgeci	simgeci	0.8461538553237915	0.17391305
indirme	sindirme	0.8666666746139526	0.23529412
inhisar	serinhisar	0.8666666746139526	0.22222222
interkoneksiyon	intern	0.7692307829856873	0.18181819
intiha	intihal	0.8461538553237915	0.1904762
intiha	intihap	0.8461538553237915	0.25
ispari	ispençiyari	0.7692307829856873	0.25
israfil	israil	0.7692307829856873	0.21052632
istifa	istifra	0.7692307829856873	0.25
istika	istikra	0.7692307829856873	0.21052632
iyelik	mürebbiyelik	0.8461538553237915	0.25
iyelik	palmiyelik	0.8461538553237915	0.23529412
iyileşme	sanayileşme	0.7647058963775635	0.22222222
iştial	iştigal	0.7692307829856873	0.1904762
iştira	iştirakçi	0.8461538553237915	0.1904762
jandarmalık	yarmalık	0.7647058963775635	0.23529412
kababurun	karaburun	0.7777777910232544	0.16
kabara	kabarma	0.7692307829856873	0.22222222
kabarıklık	kaklık	0.7692307829856873	0.25
kabuklanma	sabuklanma	0.8095238208770752	0.22222222
kahramanlık	samanlık	0.7647058963775635	0.22222222
kahramanmaraşlı	kamara	0.7692307829856873	0.21052632
kakavanlık	kaklık	0.7692307829856873	0.25
kakavanlık	kavaklık	0.7647058963775635	0.21052632
kakavanlık	kavlık	0.7692307829856873	0.22222222
kaklık	kancıklık	0.7692307829856873	0.25
kalemkârlık	karlık	0.7692307829856873	0.22222222
kalemlik	kemlik	0.7692307829856873	0.2
kalifikasyon	kalyon	0.7692307829856873	0.22222222
kalpakçılık	kapakçık	0.7647058963775635	0.21052632
kalınbağırsak	karsak	0.7692307829856873	0.16666667
kampana	kampanya	0.800000011920929	0.21052632
kampanya	şampanya	0.7647058963775635	0.16666667
kanalizasyon	kapitalizasyon	0.800000011920929	0.23529412
kanalizasyon	rasyonalizasyon	0.7916666865348816	0.22222222
kancıl	katrancılık	0.7692307829856873	0.21052632
kancıl	kazancılık	0.7692307829856873	0.21052632
kandıra	kandırma	0.800000011920929	0.23529412
kandıra	kandırmaca	0.800000011920929	0.1904762
kantaron	kanton	0.7692307829856873	0.2
kanton	kantonit	0.8461538553237915	0.21052632
kapuçin	kapuçino	0.8666666746139526	0.25
karaballık	karlık	0.7692307829856873	0.22222222
karabina	karabinyer	0.7647058963775635	0.17391305
karacasu	karasu	0.9230769276618958	0.21052632
karamsarlık	karlık	1.0	0.23529412
karasaban	kasaba	0.7692307829856873	0.22222222
karlık	karmanyolacılık	0.7692307829856873	0.23529412
karlık	karşılık	0.7692307829856873	0.25
karlık	kibarlık	0.7692307829856873	0.25
karmanyola	karyola	0.800000011920929	0.17391305
karmanyolacılık	karmık	0.7692307829856873	0.23529412
kartlık	karşıtlık	0.800000011920929	0.23529412
kartonculuk	kartuk	0.7692307829856873	0.2
karıntası	karıntı	0.800000011920929	0.23529412
katamaran	katran	0.7692307829856873	0.25
katavaşya	kavata	0.7692307829856873	0.22222222
kategorizasyon	katyon	0.7692307829856873	0.23529412
katrak	katrancılık	0.7692307829856873	0.2
katrancılık	katrat	0.75	0.25
katrilyon	katyon	0.7692307829856873	0.22222222
kavaflık	kavlık	0.7692307829856873	0.21052632
kavrukluk	kavukluk	0.8125	0.18181819
kazaska	kazasker	0.7857142686843872	0.2
keklik	kekremsilik	0.7692307829856873	0.2
keklik	keleklik	0.9230769276618958	0.22222222
keklik	kesiklik	0.7692307829856873	0.2
keklik	köpeklik	0.7692307829856873	0.2
keklik	köçeklik	0.7692307829856873	0.21052632
keklik	ürkeklik	0.8461538553237915	0.22222222
kemlik	kemrelik	0.7692307829856873	0.23529412
klorölçer	kölçer	0.7692307829856873	0.21052632
kokozluk	kozluk	1.0	0.23529412
kolombiyum	kombiyum	0.9411764740943909	0.25
kolonya	kolonyalizm	0.8666666746139526	0.18181819
komandite	komite	0.7692307829856873	0.1904762
konjonktür	kontür	0.7692307829856873	0.25
konser	konserveci	0.8461538553237915	0.1904762
konservatuar	konservatör	0.782608687877655	0.18181819
konservatuar	kontuar	0.800000011920929	0.1904762
konservatuvar	konservatör	0.782608687877655	0.18181819
konservatuvar	observatuvar	0.75	0.21052632
konsol	konsolit	0.8461538553237915	0.18181819
konsolitçi	konson	0.75	0.2
konsolos	konson	0.75	0.1904762
konsoloshane	konson	0.75	0.25
konsomatris	konson	0.75	0.2
kopolimerleşme	yerleşme	0.7647058963775635	0.2
korkusuzluk	korluk	0.7692307829856873	0.22222222
korkusuzluk	kozluk	0.7692307829856873	0.23529412
korkusuzluk	susuzluk	0.8125	0.23529412
korluk	koruculuk	0.7692307829856873	0.2
korluk	koruyuculuk	0.7692307829856873	0.22222222
korner	koroner	0.7692307829856873	0.1904762
koterizasyon	vinterizasyon	0.7599999904632568	0.21052632
kovboyculuk	koycuk	0.8461538553237915	0.23529412
kurmacı	kurtarmacılık	0.800000011920929	0.21052632
kusurluluk	susurluk	0.8125	0.25
kuvvetölçer	kölçer	0.7692307829856873	0.2
kökleme	körükleme	0.800000011920929	0.25
kölçer	sıcaklıkölçer	0.8461538553237915	0.2
kölçer	sıcakölçer	0.8461538553237915	0.2
kölçer	yoğunlukölçer	0.8461538553237915	0.2
kölçer	yükseklikölçer	0.8461538553237915	0.2
közleme	özleme	0.8461538553237915	0.23529412
kükürtçiçeği	kürtçe	0.7692307829856873	0.23529412
kıkırdak	kıkırdayış	0.75	0.22222222
kıkırlık	kırlık	1.0	0.23529412
kırlık	kırçıllık	0.7692307829856873	0.25
kırlık	kışkırtmacılık	0.7692307829856873	0.25
kırlık	kışkırtıcılık	0.7692307829856873	0.25
kırmız	kırmızıfener	0.8461538553237915	0.2
kırmız	kırmızıçizgi	0.8461538553237915	0.2
lalalık	lavantalık	0.8333333134651184	0.2
lekeci	müstemlekeci	0.8461538553237915	0.18181819
leninizm	lezbiyenizm	0.75	0.22222222
listeleme	teleme	0.8461538553237915	0.22222222
lokalizasyon	losyon	0.7692307829856873	0.1904762
lombar	lombardiya	0.8461538553237915	0.22222222
magandalık	mandal	0.7692307829856873	0.25
mahcupluk	mahluk	0.7692307829856873	0.23529412
mahluk	mahmurluk	0.7692307829856873	0.25
mahmude	mahmudiye	0.800000011920929	0.15384616
mahpusluk	musluk	0.7692307829856873	0.25
makara	makarena	0.7692307829856873	0.18181819
makilik	makyavelcilik	0.800000011920929	0.25
malama	maltapalamudu	0.75	0.18181819
malatyalı	mayalı	0.7692307829856873	0.25
maltalık	mavihastalık	0.75	0.22222222
manama	mantolama	0.75	0.22222222
mandar	mandater	0.7692307829856873	0.17391305
mandar	mihmandarlık	0.7692307829856873	0.16666667
maneviyat	manyat	0.7692307829856873	0.23529412
manila	manivela	0.7692307829856873	0.2
mansiyon	pansiyon	0.7647058963775635	0.2
mantarlık	mantık	0.7692307829856873	0.23529412
marsık	umarsızlık	0.7692307829856873	0.23529412
masara	masarika	0.7692307829856873	0.23529412
maslahatgüzarlık	maslak	0.7692307829856873	0.21052632
mebusluk	musluk	0.7692307829856873	0.21052632
meleme	peleme	0.75	0.25
memluk	memnunluk	0.7692307829856873	0.22222222
memluk	memurluk	0.7692307829856873	0.22222222
menajerlik	mermerlik	0.75	0.2
metelik	metrdotellik	0.8666666746139526	0.24
metotsuzluk	muzluk	0.7692307829856873	0.23529412
meşale	meşgale	0.7692307829856873	0.1904762
mutsuzluk	muzluk	0.9230769276618958	0.21052632
muzluk	namussuzluk	0.7692307829856873	0.23529412
mükafat	müsakkafat	0.800000011920929	0.22222222
müskat	müskirat	0.7692307829856873	0.13793103
müstahsil	tahsil	0.8461538553237915	0.2
müstemlekecilik	üstecilik	0.8421052694320679	0.25
müsteşrik	teşrik	0.8461538553237915	0.1904762
noktacılık	otacılık	0.7647058963775635	0.2
onaltılık	çaltılık	0.7647058963775635	0.22222222
opaklaşma	topaklaşma	0.8947368264198303	0.23529412
opaklaşma	yaklaşma	0.7647058963775635	0.23529412
oğlancılık	plancılık	0.7894737124443054	0.22222222
oğlancılık	çancılık	0.7647058963775635	0.21052632
oğulluk	çoğulluk	0.8666666746139526	0.22222222
palalık	palamarcılık	0.8571428656578064	0.17391305
palalık	palavracılık	0.8571428656578064	0.1904762
palalık	papalık	0.7857142686843872	0.18181819
pankras	pankreas	0.800000011920929	0.18181819
pansiyon	tansiyon	0.7647058963775635	0.25
parafeleme	peleme	0.7692307829856873	0.18181819
parlâmenter	parter	0.7692307829856873	0.22222222
parter	partner	0.7692307829856873	0.23529412
parter	partöner	0.7692307829856873	0.22222222
pastil	pastişçilik	0.7692307829856873	0.23529412
patika	pratika	0.7692307829856873	0.22222222
patlıcan	satlıcan	0.7647058963775635	0.2
paçacı	paçavracılık	0.7692307829856873	0.2
peleme	pelteleşme	0.7692307829856873	0.18181819
peleme	perdeleme	0.9230769276618958	0.18181819
peleme	peçeleme	0.9230769276618958	0.1904762
pentan	pentatlon	0.7692307829856873	0.21052632
perdeleme	pereme	0.7692307829856873	0.18181819
periyost	periyot	0.800000011920929	0.22222222
perukçuluk	perulu	0.7692307829856873	0.1904762
piyango	piyano	0.7692307829856873	0.21052632
piyangocu	piyanocu	0.8235294222831726	0.16666667
plantasyon	prezantasyon	0.761904776096344	0.21052632
polimerleşme	yerleşme	0.7647058963775635	0.21052632
polyester	poster	0.7692307829856873	0.23529412
prenseslik	seslik	0.8461538553237915	0.2
propaganda	propan	0.7692307829856873	0.2
propagandacı	propan	0.7692307829856873	0.25
propagandacılık	propan	0.7692307829856873	0.1904762
protojin	proton	0.7692307829856873	0.22222222
pulcuk	çapulculuk	0.7692307829856873	0.22222222
radika	radikalizm	0.8461538553237915	0.21052632
resesyon	restitüsyon	0.75	0.25
resesyon	resüsitasyon	0.75	0.25
salamuracılık	salcılık	0.8235294222831726	0.17391305
samanlık	saymanlık	0.8235294222831726	0.22222222
sandal	sandalyecilik	0.8461538553237915	0.21052632
sandal	skandal	0.7692307829856873	0.23529412
sandal	transandantal	0.7692307829856873	0.25
santra	santralcilik	0.8461538553237915	0.23529412
sarkma	sarkolemma	0.7692307829856873	0.22222222
sayıcı	sıralayıcı	0.7692307829856873	0.21052632
sağırlık	tüyağırlık	0.7647058963775635	0.23529412
sekinci	seçkinci	0.800000011920929	0.22222222
selülit	selüloit	0.800000011920929	0.22222222
sempozyum	sezyum	0.7692307829856873	0.25
server	servet	0.75	0.22222222
seslik	seyislik	0.7692307829856873	0.21052632
simülasyon	stimülasyon	0.8571428656578064	0.23529412
soyluluk	sululuk	0.75	0.25
soyluluk	ululuk	0.800000011920929	0.25
sperma	spermatophyta	0.9230769276618958	0.22222222
sulantı	ulantı	0.8461538553237915	0.22222222
susuzluk	suçsuzluk	0.8125	0.25
susuzluk	uykusuzluk	0.8125	0.22222222
sömürülme	sürülme	0.800000011920929	0.25
sübyancılık	çancılık	0.7647058963775635	0.2
süzülme	üzülme	0.8461538553237915	0.25
süzüntü	üzüntü	0.8461538553237915	0.23529412
sıklaştırma	sıvılaştırma	0.782608687877655	0.21052632
tahammül	tahammür	0.7647058963775635	0.25
tahiti	tahtabiti	0.7692307829856873	0.2
tahterevalli	tevali	0.7692307829856873	0.23529412
takacı	takatukacılık	0.8461538553237915	0.2
takunya	trakunya	0.800000011920929	0.18181819
tapıncak	yapıncak	0.7647058963775635	0.21052632
tazeleme	teleme	0.7692307829856873	0.22222222
tebeşir	tebşir	0.7692307829856873	0.23529412
teenni	tefenni	0.7692307829856873	0.25
tefarik	tefrik	0.7692307829856873	0.22222222
tekerlekçilik	terlik	0.8461538553237915	0.21052632
tekerleme	terleme	0.9333333373069763	0.25
tekerleme	şekerleme	0.7894737124443054	0.25
telekulak	tellak	0.7692307829856873	0.21052632
teleme	temelleşme	0.7692307829856873	0.25
teleme	temizleme	0.7692307829856873	0.22222222
teleme	tersleme	0.7692307829856873	0.21052632
teleme	öteleme	0.8461538553237915	0.25
tellak	tellallık	0.7692307829856873	0.1904762
terane	tersane	0.7692307829856873	0.25
terane	terzihane	0.7692307829856873	0.21052632
terleme	tersleme	0.800000011920929	0.22222222
terlik	tesirlilik	0.7692307829856873	0.25
terlik	totaliterlik	0.9230769276618958	0.23529412
tezyinat	tezyit	0.7692307829856873	0.2
tiranlık	viranlık	0.7647058963775635	0.23529412
tortullaşma	ulaşma	0.7692307829856873	0.23529412
trakunya	trakya	0.7692307829856873	0.1904762
triboloji	triloji	0.800000011920929	0.1904762
tutumsuzluk	tuzluk	0.9230769276618958	0.25
türetiş	üretiş	0.8461538553237915	0.23529412
varışlılık	yarışlık	0.7647058963775635	0.2
verona	veronika	0.7692307829856873	0.18181819
yanaşlık	yaşlılık	0.75	0.23529412
yanlık	yatkınlık	0.7692307829856873	0.25
yanlık	yazmanlık	0.9230769276618958	0.22222222
yanlık	çıyanlık	0.8461538553237915	0.1904762
yanlılık	yağdanlık	0.75	0.25
yoldüzler	yüzler	0.7692307829856873	0.21052632
yıldırı	yıldırımkıran	0.8666666746139526	0.2
yıldırı	yıldırımsavar	0.8666666746139526	0.2
çakıllık	çakırcılık	0.7647058963775635	0.22222222
çaltılık	çalıştırıcılık	0.7647058963775635	0.2
çalılık	çalıştırıcılık	0.9285714030265808	0.21052632
çalılık	çokkocalılık	0.7857142686843872	0.21052632
çalışkanlık	çaçalık	0.7857142686843872	0.2
çalıştırıcısızlık	çaçalık	0.7857142686843872	0.2
çamaşırcılık	çamlık	0.7692307829856873	0.1904762
çamlık	çokanlamlılık	0.7692307829856873	0.25
çarlık	çarpıklık	0.7692307829856873	0.25
çarlık	çarşafçılık	0.7692307829856873	0.21052632
çarlık	çuhadarlık	0.7692307829856873	0.21052632
çaçabalığı	çaçaça	0.75	0.24
çaçalık	çaçaça	0.75	0.16
çaşıtlık	çıtlık	0.7692307829856873	0.18181819
çekirdekçilik	çekçek	0.800000011920929	0.1904762
çıfıtlık	çıtlık	0.9230769276618958	0.16666667
çıngıl	çıngırakçılık	0.7692307829856873	0.18181819
çığlık	çığralık	0.7692307829856873	0.23529412
öncelik	öğrencelik	0.800000011920929	0.23529412
ılıkçıl	ışıkçılık	0.7857142686843872	0.21052632
şahmeran	şahmerdan	0.8235294222831726	0.2
şaşlık	şekildaşlık	0.7692307829856873	0.25
şorolo	şorolop	0.8461538553237915	0.17391305
