w1	w2	editsim	isrelated
bilgilik	millilik	0.75	0.0
bilgilik	sililik	0.75	0.0
bilgilik	tilkilik	0.75	0.0
bilişimci	gelişimci	0.7777777777777778	0.0
bilmemezlik	işitmemezlik	0.75	0.0
bilmezlik	tilmizlik	0.7777777777777778	0.0
bilmezlik	ölmezlik	0.7777777777777778	0.0
boliçe	poliçe	0.8333333333333334	0.0
bollanma	hollanda	0.75	0.0
bolonya	kolonya	0.8571428571428572	0.0
bombay	dombay	0.8333333333333334	0.0
borina	morina	0.8333333333333334	0.0
borucu	bozucu	0.8333333333333334	0.0
bostan	boston	0.8333333333333334	0.0
bovling	brovning	0.75	0.0
boyunluk	bozgunluk	0.7777777777777778	0.0
boyunluk	bozukluk	0.75	0.0
boyunluk	boğukluk	0.75	0.0
boyunluk	bunluk	0.75	0.0
boyunluk	doygunluk	0.7777777777777778	0.0
boyunluk	koyuluk	0.75	0.0
boyunluk	çoğunluk	0.75	0.0
bozukluk	solukluk	0.75	0.0
boğalık	doğallık	0.75	0.0
boğukluk	oğulluk	0.75	0.0
boğuşma	yoğuşma	0.8571428571428572	0.0
boşaltma	bunaltma	0.75	0.0
briket	kriket	0.8333333333333334	0.0
buharlaştırma	darlaştırma	0.7692307692307692	0.0
buharlaştırma	kararlaştırma	0.7692307692307692	0.0
buhran	buhurdan	0.75	0.0
buhran	bukran	0.8333333333333334	0.0
buhurluk	burukluk	0.75	0.0
bulgarca	bulgurcu	0.75	0.0
bulgurlu	burdurlu	0.75	0.0
bungunluk	burunluk	0.7777777777777778	0.0
bunluk	burunluk	0.75	0.0
bunluk	buzluk	0.8333333333333334	0.0
burağan	kurlağan	0.75	0.0
burkuntu	burunotu	0.75	0.0
burukluk	çubukluk	0.75	0.0
burunluk	durgunluk	0.7777777777777778	0.0
burunluk	duruluk	0.75	0.0
burunluk	kuruluk	0.75	0.0
burunluk	vurgunluk	0.7777777777777778	0.0
burunotu	kuruntu	0.75	0.0
burunotu	vuruntu	0.75	0.0
böceklik	köpeklik	0.75	0.0
bıcırgan	bıçılgan	0.75	0.0
bızdık	dızdık	0.8333333333333334	0.0
camlaştırma	darlaştırma	0.8181818181818181	0.0
camlaştırma	ilahlaştırma	0.75	0.0
camlaştırma	kamulaştırma	0.8333333333333334	0.0
camlaştırma	yasalaştırma	0.75	0.0
camlık	cağlık	0.8333333333333334	0.0
candanlık	yağdanlık	0.7777777777777778	0.0
candanlık	çaydanlık	0.7777777777777778	0.0
candanlık	şamdanlık	0.7777777777777778	0.0
canlılık	çalılık	0.75	0.0
caydırıcı	kaldırıcı	0.7777777777777778	0.0
cazcılık	mazılık	0.75	0.0
celeplik	eleklik	0.75	0.0
cellatlık	evlatlık	0.7777777777777778	0.0
cellâtlık	evlâtlık	0.7777777777777778	0.0
cereme	pereme	0.8333333333333334	0.0
cesurluk	susurluk	0.75	0.0
cevahir	zevahir	0.8571428571428572	0.0
cevizlik	semizlik	0.75	0.0
cevizlik	temizlik	0.75	0.0
cevizlik	çeviklik	0.75	0.0
ceyhan	ceylan	0.8333333333333334	0.0
cibinlik	nikbinlik	0.7777777777777778	0.0
cibinlik	şirinlik	0.75	0.0
cilacılık	kiracılık	0.7777777777777778	0.0
coşuntu	koşuntu	0.8571428571428572	0.0
cülusiye	cümudiye	0.75	0.0
cılızlık	yıldızlık	0.7777777777777778	0.0
cırnak	cırnık	0.8333333333333334	0.0
cırnık	çırnık	0.8333333333333334	0.0
dakiklik	dikizlik	0.75	0.0
dakiklik	makilik	0.75	0.0
dalancılık	oğlancılık	0.8	0.0
dalavere	dilaver	0.75	0.0
damacı	damlacık	0.75	0.0
damlalık	lalalık	0.75	0.0
damping	kamping	0.8571428571428572	0.0
damıtıcı	dağıtımcı	0.7777777777777778	0.0
danışman	tanışma	0.75	0.0
danışık	tanışık	0.8571428571428572	0.0
darbecik	derecik	0.75	0.0
dargınlık	kargılık	0.7777777777777778	0.0
dayılık	çayırlık	0.75	0.0
dağalası	dağlağı	0.75	0.0
dedektif	direktif	0.75	0.0
dedektif	efektif	0.75	0.0
dedelik	dengelik	0.75	0.0
defetme	denetmen	0.75	0.0
define	sefine	0.8333333333333334	0.0
defnetme	denetmen	0.75	0.0
dekadan	dekadans	0.875	0.0
dekstrin	doktrin	0.75	0.0
delegelik	dengelik	0.7777777777777778	0.0
delirme	değirmen	0.75	0.0
delirme	yeldirme	0.75	0.0
demetçik	sepetçik	0.75	0.0
demircik	emirlik	0.75	0.0
demlik	kemlik	0.8333333333333334	0.0
demlik	temlik	0.8333333333333334	0.0
deneyimcilik	devrimcilik	0.75	0.0
dengelik	çengilik	0.75	0.0
denizli	densizlik	0.7777777777777778	0.0
denizlik	denklik	0.75	0.0
denizlik	densizlik	0.8888888888888888	0.0
denizlik	dinsizlik	0.7777777777777778	0.0
denizlik	semizlik	0.75	0.0
denizlik	temizlik	0.75	0.0
denizlik	yenilik	0.75	0.0
derviş	çerviş	0.8333333333333334	0.0
designer	desister	0.75	0.0
destan	destar	0.8333333333333334	0.0
destar	destur	0.8333333333333334	0.0
detektif	direktif	0.75	0.0
detektif	efektif	0.75	0.0
devecilik	sevicilik	0.7777777777777778	0.0
develik	severlik	0.75	0.0
develik	zevcelik	0.75	0.0
devrek	levrek	0.8333333333333334	0.0
devrimcilik	getirimcilik	0.75	0.0
dezenfeksiyon	dezenflasyon	0.7692307692307692	0.0
dezenflasyon	dezenformasyon	0.7857142857142857	0.0
değinme	değirmen	0.75	0.0
değirmen	değişme	0.75	0.0
değirmen	seğirme	0.75	0.0
değişimci	gelişimci	0.7777777777777778	0.0
değiştirme	yetiştirme	0.8	0.0
difraksiyon	fraksiyon	0.8181818181818181	0.0
dikicilik	dikizlik	0.7777777777777778	0.0
dikizlik	dinsizlik	0.7777777777777778	0.0
dikizlik	dişillik	0.75	0.0
diksiyon	direksiyon	0.8	0.0
dilcilik	dişçilik	0.75	0.0
dilenci	dinlence	0.75	0.0
dilencilik	kilercilik	0.8	0.0
dilotu	dişotu	0.8333333333333334	0.0
dincilik	dişçilik	0.75	0.0
dincilik	incirlik	0.75	0.0
dinginci	dizgici	0.75	0.0
dinleme	dişleme	0.8571428571428572	0.0
dinlenme	dişleme	0.75	0.0
diyabaz	diyastaz	0.75	0.0
diyafram	diyagram	0.875	0.0
diyaklaz	diyakoz	0.75	0.0
diyaklaz	diyalaj	0.75	0.0
diyaklaz	diyastaz	0.75	0.0
diyastaz	diyastol	0.75	0.0
dişillik	dişlik	0.75	0.0
dişillik	dişçilik	0.75	0.0
dişçilik	işçelik	0.75	0.0
dodurga	dondurma	0.75	0.0
dokurcuk	çoğurcuk	0.75	0.0
dokuyuculuk	dokuzunculuk	0.8333333333333334	0.0
dokuyuculuk	koruyuculuk	0.8181818181818181	0.0
dokuyuculuk	okuyuculuk	0.9090909090909091	0.0
dolantaşı	dolantı	0.7777777777777778	0.0
dondurma	doğurma	0.75	0.0
doygunluk	oyunluk	0.7777777777777778	0.0
doğancılık	oğlancılık	0.8	0.0
doğrama	doğrulama	0.7777777777777778	0.0
doğrama	doğrulma	0.75	0.0
doğululuk	oğulluk	0.7777777777777778	0.0
doğurganlık	soğurganlık	0.9090909090909091	0.0
doğurma	soğurma	0.8571428571428572	0.0
doğurtma	oturtma	0.75	0.0
doğurtma	soğurma	0.75	0.0
dragoman	drahoma	0.75	0.0
dragoman	fragman	0.75	0.0
dripling	kipling	0.75	0.0
duraklama	duvaklanma	0.8	0.0
duvaklanma	uzaklanma	0.8	0.0
duvaklanma	yuvarlanma	0.8	0.0
dârlık	kârlık	0.8333333333333334	0.0
dölleme	dörtleme	0.75	0.0
dönmeli	dövmelik	0.75	0.0
dünürlük	düğürcük	0.75	0.0
düvencilik	güvencecilik	0.75	0.0
düşünücü	üşütücü	0.75	0.0
dışarılık	haşarılık	0.7777777777777778	0.0
ebediyet	sebebiyet	0.7777777777777778	0.0
ebeleme	erteleme	0.75	0.0
ebeleme	esenleme	0.75	0.0
ebeleme	ezberleme	0.7777777777777778	0.0
ebeleme	geneleme	0.75	0.0
ebeleme	gezeleme	0.75	0.0
ebeleme	lekeleme	0.75	0.0
ebeleme	peçeleme	0.75	0.0
ebeleme	zedeleme	0.75	0.0
edinti	esinti	0.8333333333333334	0.0
efelek	efelik	0.8333333333333334	0.0
ekicilik	sevicilik	0.7777777777777778	0.0
ekinci	sekinci	0.8571428571428572	0.0
ekinlik	enginlik	0.75	0.0
ekinlik	erginlik	0.75	0.0
ekinlik	ezginlik	0.75	0.0
ekinlik	hekimlik	0.75	0.0
ekinlik	sakinlik	0.75	0.0
ekinlik	sâkinlik	0.75	0.0
ekinlik	tepkinlik	0.7777777777777778	0.0
ekinlik	vekillik	0.75	0.0
ekinlik	yetkinlik	0.7777777777777778	0.0
ekinlik	çetinlik	0.75	0.0
ekinokok	ekinoks	0.75	0.0
eklenti	eğlenti	0.8571428571428572	0.0
eklenti	yüklenti	0.75	0.0
eksiklenme	oksitlenme	0.8	0.0
eleklik	ereklik	0.8571428571428572	0.0
eleklik	eylemlik	0.75	0.0
eleklik	eşeklik	0.8571428571428572	0.0
elenti	eğlenti	0.8571428571428572	0.0
eleşkirt	eleştiri	0.75	0.0
eleştirmecilik	özleştirmecilik	0.8666666666666667	0.0
eleştirmen	üleştirme	0.8	0.0
elmalık	olmazlık	0.75	0.0
emdirme	empirme	0.8571428571428572	0.0
emdirme	gezdirme	0.75	0.0
emdirme	sezdirme	0.75	0.0
emircik	kemircik	0.875	0.0
emirlik	kemircik	0.75	0.0
emirlik	yemişlik	0.75	0.0
emirlik	zeminlik	0.75	0.0
enjeksiyon	ereksiyon	0.8	0.0
entegrasyon	integrasyon	0.9090909090909091	0.0
epiderm	epikerem	0.75	0.0
erdenlik	örenlik	0.75	0.0
ereklik	çerezlik	0.75	0.0
ereksiyon	rezeksiyon	0.8	0.0
ergenlik	örenlik	0.75	0.0
ergilik	servilik	0.75	0.0
eriklik	eziklik	0.8571428571428572	0.0
eriklik	heriflik	0.75	0.0
eriklik	çeviklik	0.75	0.0
eriklik	şerirlik	0.75	0.0
erinlik	feriklik	0.75	0.0
erirlik	serinlik	0.75	0.0
ermişlik	yemişlik	0.75	0.0
esenleşme	esterleşme	0.8	0.0
esirlik	resimlik	0.75	0.0
eskilik	testilik	0.75	0.0
eskime	esrime	0.8333333333333334	0.0
espressivo	espresso	0.8	0.0
etiketlik	etkenlik	0.7777777777777778	0.0
evcilik	sevicilik	0.7777777777777778	0.0
evolüsyon	solüsyon	0.7777777777777778	0.0
eylemlik	kalemlik	0.75	0.0
eşeklik	fişeklik	0.75	0.0
eşeklik	gereklik	0.75	0.0
fabrika	farika	0.8571428571428572	0.0
falcılık	çaltılık	0.75	0.0
falcılık	çalılık	0.75	0.0
fantasma	kantarma	0.75	0.0
fatalist	kabalist	0.75	0.0
fatalizm	kataliz	0.75	0.0
fazlalık	palalık	0.75	0.0
federasyon	jenerasyon	0.8	0.0
fenalık	kenarlık	0.75	0.0
feriklik	ferizli	0.75	0.0
feriklik	gereklik	0.75	0.0
feriklik	serinlik	0.75	0.0
fethiye	methiye	0.8571428571428572	0.0
fidanlık	nadanlık	0.75	0.0
fidanlık	tiranlık	0.75	0.0
filateli	filibeli	0.75	0.0
filateli	polateli	0.75	0.0
filgiller	ilgililer	0.7777777777777778	0.0
fisyon	misyon	0.8333333333333334	0.0
fitnelik	iğnelik	0.75	0.0
fitnelik	vişnelik	0.75	0.0
fodulluk	folluk	0.75	0.0
fodulluk	oğulluk	0.75	0.0
fonograf	monografi	0.7777777777777778	0.0
fonolit	konsolit	0.75	0.0
fonolog	monolog	0.8571428571428572	0.0
formel	formen	0.8333333333333334	0.0
formol	formül	0.8333333333333334	0.0
fraksiyon	traksiyon	0.8888888888888888	0.0
frenklik	örenlik	0.75	0.0
friksiyon	traksiyon	0.7777777777777778	0.0
fıkracılık	fırçacılık	0.8	0.0
fındıklık	zındıklık	0.8888888888888888	0.0
fırkacılık	fırçacılık	0.9	0.0
fırkata	fırlatma	0.75	0.0
fırlama	fıslama	0.8571428571428572	0.0
fırlama	kırtlama	0.75	0.0
fırlama	şırlama	0.8571428571428572	0.0
fırçacılık	fıçıcılık	0.8	0.0
fırçacılık	sıracılık	0.8	0.0
fırçalık	kırmalık	0.75	0.0
fıttırma	fışkırma	0.75	0.0
fıttırma	kıstırma	0.75	0.0
fıttırma	sıktırma	0.75	0.0
gabardin	gabari	0.75	0.0
gaiplik	hatiplik	0.75	0.0
gaiplik	katiplik	0.75	0.0
gaiplik	rahiplik	0.75	0.0
gaiplik	rakiplik	0.75	0.0
gaiplik	tabiplik	0.75	0.0
galebe	talebe	0.8333333333333334	0.0
galvaniz	galvano	0.75	0.0
gavurluk	kavukluk	0.75	0.0
geciktirme	gerektirme	0.8	0.0
geleme	gemleme	0.8571428571428572	0.0
geleme	geneleme	0.75	0.0
geleme	gezeleme	0.75	0.0
gelişimci	getirimci	0.7777777777777778	0.0
gelişimci	girişimci	0.7777777777777778	0.0
geliştirme	yetiştirme	0.8	0.0
gemicilik	sevicilik	0.7777777777777778	0.0
gemilik	geçimlik	0.75	0.0
gemilik	geçmelik	0.75	0.0
gemilik	resmilik	0.75	0.0
gemilik	semizlik	0.75	0.0
gemlik	gezlik	0.8333333333333334	0.0
gemlik	geçmelik	0.75	0.0
gemlik	kemlik	0.8333333333333334	0.0
gemlik	temlik	0.8333333333333334	0.0
genosit	lenfosit	0.75	0.0
genotip	stenotip	0.75	0.0
gerdellik	gerçeklik	0.7777777777777778	0.0
gereklilik	gevrekçilik	0.8181818181818181	0.0
gereklilik	görevlilik	0.8	0.0
getirme	çektirme	0.75	0.0
