w1	w2	over_ft23	wn_wup
ablacılık	ayıngacılık	0.6315789222717285	0.23529412
ablacılık	ayırıcılık	0.5263158082962036	0.21052632
ablacılık	açkıcılık	0.5263158082962036	0.22222222
ablacılık	açmacılık	0.6315789222717285	0.21052632
ablacılık	ağcılık	0.6666666865348816	0.21052632
ablacılık	aşkıncılık	0.5263158082962036	0.23529412
ablacılık	aşıcılık	0.5882353186607361	0.22222222
ablacılık	aşırmacılık	0.6315789222717285	0.22222222
ablacılık	babacılık	0.6666666865348816	0.25
ablacılık	badanacılık	0.5789473652839661	0.22222222
ablacılık	baklavacılık	0.6315789222717285	0.22222222
ablacılık	balcılık	0.529411792755127	0.22222222
ablacılık	baltacılık	0.5789473652839661	0.22222222
ablacılık	bankacılık	0.5789473652839661	0.21052632
ablacılık	barcılık	0.529411792755127	0.22222222
ablacılık	basmacılık	0.5789473652839661	0.22222222
ablacılık	bağcılık	0.529411792755127	0.2
ablacılık	bağdaştırmacılık	0.5789473652839661	0.23529412
ablacılık	bağlamacılık	0.6315789222717285	0.21052632
ablacılık	biracılık	0.5789473652839661	0.22222222
ablacılık	bohçacılık	0.5789473652839661	0.22222222
ablacılık	bombacılık	0.5789473652839661	0.22222222
ablacılık	borsacılık	0.5789473652839661	0.22222222
ablacılık	boyacılık	0.5789473652839661	0.22222222
ablacılık	bozacılık	0.5789473652839661	0.22222222
ablacılık	cakacılık	0.5789473652839661	0.23529412
ablacılık	camcılık	0.529411792755127	0.25
ablacılık	canlandırıcılık	0.5263158082962036	0.23529412
ablacılık	cazcılık	0.529411792755127	0.22222222
ablacılık	cilacılık	0.6842105388641357	0.21052632
ablacılık	coğrafyacılık	0.5789473652839661	0.22222222
ablacılık	dadacılık	0.6111111044883728	0.25
ablacılık	dalancılık	0.5263158082962036	0.22222222
ablacılık	damgacılık	0.5789473652839661	0.22222222
ablacılık	darbukacılık	0.5789473652839661	0.21052632
ablacılık	dayanışmacılık	0.5789473652839661	0.23529412
ablacılık	dağcılık	0.529411792755127	0.2
ablacılık	dolandırıcılık	0.5263158082962036	0.21052632
ablacılık	dolmacılık	0.5789473652839661	0.22222222
ablacılık	dondurmacılık	0.5789473652839661	0.22222222
ablacılık	doğacılık	0.5789473652839661	0.23529412
ablacılık	doğramacılık	0.5789473652839661	0.21052632
ablacılık	dubaracılık	0.5789473652839661	0.21052632
ablacılık	dublajcılık	0.6315789222717285	0.22222222
ablacılık	dünyacılık	0.5789473652839661	0.23529412
ablacılık	fabrikacılık	0.6315789222717285	0.21052632
ablacılık	falcılık	0.529411792755127	0.18181819
ablacılık	faydacılık	0.5789473652839661	0.22222222
ablacılık	filikacılık	0.5789473652839661	0.22222222
ablacılık	francalacılık	0.6842105388641357	0.22222222
ablacılık	gaydacılık	0.5789473652839661	0.21052632
ablacılık	gölgeolaycılık	0.5263158082962036	0.23529412
ablacılık	halıcılık	0.5	0.22222222
ablacılık	hancılık	0.529411792755127	0.22222222
ablacılık	hapazlamacılık	0.6315789222717285	0.2
ablacılık	hastabakıcılık	0.5263158082962036	0.22222222
ablacılık	helvacılık	0.5789473652839661	0.22222222
ablacılık	hurdacılık	0.5789473652839661	0.22222222
ablacılık	ilancılık	0.5263158082962036	0.22222222
ablacılık	islavcılık	0.5263158082962036	0.22222222
ablacılık	ispritizmacılık	0.5789473652839661	0.22222222
ablacılık	işportacılık	0.5789473652839661	0.22222222
ablacılık	kabalacılık	0.7368420958518982	0.25
ablacılık	kakmacılık	0.5789473652839661	0.22222222
ablacılık	kalaycılık	0.5263158082962036	0.22222222
ablacılık	kamacılık	0.5789473652839661	0.22222222
ablacılık	kampanyacılık	0.5789473652839661	0.22222222
ablacılık	kaplamacılık	0.6315789222717285	0.22222222
ablacılık	kaportacılık	0.5789473652839661	0.22222222
ablacılık	karmanyolacılık	0.6842105388641357	0.23529412
ablacılık	kavgacılık	0.5789473652839661	0.25
ablacılık	kayracılık	0.5789473652839661	0.23529412
ablacılık	kaytarmacılık	0.5789473652839661	0.23529412
ablacılık	kazmacılık	0.5789473652839661	0.22222222
ablacılık	kimyacılık	0.5789473652839661	0.22222222
ablacılık	kolacılık	0.6842105388641357	0.22222222
ablacılık	kolancılık	0.5263158082962036	0.23529412
ablacılık	kolaycılık	0.5263158082962036	0.23529412
ablacılık	komitacılık	0.5789473652839661	0.23529412
ablacılık	kopyacılık	0.5789473652839661	0.23529412
ablacılık	korumacılık	0.5789473652839661	0.25
ablacılık	kozacılık	0.5789473652839661	0.22222222
ablacılık	kuklacılık	0.6842105388641357	0.22222222
ablacılık	kumanyacılık	0.5789473652839661	0.22222222
ablacılık	kunduracılık	0.5789473652839661	0.22222222
ablacılık	kurmacılık	0.5789473652839661	0.25
ablacılık	kurtarmacılık	0.5789473652839661	0.23529412
ablacılık	kıskacılık	0.5789473652839661	0.22222222
ablacılık	kışkırtmacılık	0.5789473652839661	0.23529412
ablacılık	lakacılık	0.6315789222717285	0.22222222
ablacılık	lalalık	0.5	0.23529412
ablacılık	lamacılık	0.6315789222717285	0.23529412
ablacılık	lapacılık	0.6315789222717285	0.23529412
ablacılık	latifundiacılık	0.6315789222717285	0.21052632
ablacılık	lavantacılık	0.6315789222717285	0.22222222
ablacılık	lavtacılık	0.6315789222717285	0.22222222
ablacılık	lağımcılık	0.5263158082962036	0.22222222
ablacılık	levhacılık	0.5789473652839661	0.22222222
ablacılık	limonatacılık	0.5789473652839661	0.22222222
ablacılık	lokantacılık	0.5789473652839661	0.21052632
ablacılık	lokmacılık	0.5789473652839661	0.22222222
ablacılık	loncacılık	0.5789473652839661	0.25
ablacılık	lotaryacılık	0.5789473652839661	0.22222222
ablacılık	mahyacılık	0.5789473652839661	0.22222222
ablacılık	makarnacılık	0.5789473652839661	0.22222222
ablacılık	malcılık	0.529411792755127	0.22222222
ablacılık	mandıracılık	0.5789473652839661	0.22222222
ablacılık	manifaturacılık	0.5789473652839661	0.22222222
ablacılık	manitacılık	0.5789473652839661	0.2
ablacılık	manyetizmacılık	0.5789473652839661	0.22222222
ablacılık	marabacılık	0.6315789222717285	0.22222222
ablacılık	marinacılık	0.5789473652839661	0.22222222
ablacılık	matbaacılık	0.5789473652839661	0.22222222
ablacılık	mavnacılık	0.5789473652839661	0.21052632
ablacılık	maşacılık	0.5789473652839661	0.22222222
ablacılık	mecmuacılık	0.5789473652839661	0.22222222
ablacılık	mobilyacılık	0.5789473652839661	0.22222222
ablacılık	modacılık	0.5789473652839661	0.22222222
ablacılık	muskacılık	0.5789473652839661	0.22222222
ablacılık	mübalağacılık	0.6315789222717285	0.23529412
ablacılık	mıhlayıcılık	0.5263158082962036	0.22222222
ablacılık	nişastacılık	0.5789473652839661	0.22222222
ablacılık	numaracılık	0.5789473652839661	0.23529412
ablacılık	odacılık	0.6470588445663452	0.23529412
ablacılık	olasıcılık	0.5263158082962036	0.23529412
ablacılık	olaycılık	0.5263158082962036	0.23529412
ablacılık	oltacılık	0.5789473652839661	0.23529412
ablacılık	ortaklaşacılık	0.6315789222717285	0.23529412
ablacılık	otacılık	0.6470588445663452	0.2
ablacılık	oyacılık	0.6470588445663452	0.22222222
ablacılık	oymacılık	0.5789473652839661	0.23529412
ablacılık	palamarcılık	0.5263158082962036	0.22222222
ablacılık	palavracılık	0.6315789222717285	0.25
ablacılık	panislamcılık	0.5263158082962036	0.25
ablacılık	pantuflacılık	0.6842105388641357	0.22222222
ablacılık	parçacılık	0.5789473652839661	0.22222222
ablacılık	pastacılık	0.5789473652839661	0.22222222
ablacılık	pastırmacılık	0.5789473652839661	0.22222222
ablacılık	pazarlamacılık	0.6315789222717285	0.22222222
ablacılık	paçacılık	0.5789473652839661	0.22222222
ablacılık	paçavracılık	0.5789473652839661	0.22222222
ablacılık	pizzacılık	0.5789473652839661	0.22222222
ablacılık	plakacılık	0.6315789222717285	0.22222222
ablacılık	plancılık	0.5263158082962036	0.22222222
ablacılık	planlamacılık	0.6315789222717285	0.22222222
ablacılık	plaçkacılık	0.6315789222717285	0.23529412
ablacılık	politikacılık	0.5789473652839661	0.22222222
ablacılık	postacılık	0.5789473652839661	0.22222222
ablacılık	poğaçacılık	0.5789473652839661	0.22222222
ablacılık	pragmacılık	0.5789473652839661	0.22222222
ablacılık	propagandacılık	0.5789473652839661	0.22222222
ablacılık	reklamcılık	0.5263158082962036	0.22222222
ablacılık	safsatacılık	0.5789473652839661	0.1904762
ablacılık	salcılık	0.529411792755127	0.21052632
ablacılık	savmacılık	0.5789473652839661	0.22222222
ablacılık	sayacılık	0.5789473652839661	0.22222222
ablacılık	sazcılık	0.529411792755127	0.22222222
ablacılık	sendikacılık	0.5789473652839661	0.25
ablacılık	seracılık	0.5789473652839661	0.22222222
ablacılık	sigortacılık	0.5789473652839661	0.22222222
ablacılık	sinemacılık	0.5789473652839661	0.23529412
ablacılık	sobacılık	0.5789473652839661	0.22222222
ablacılık	sondalamacılık	0.6315789222717285	0.22222222
ablacılık	soruşturmacılık	0.5789473652839661	0.22222222
ablacılık	stoacılık	0.5789473652839661	0.22222222
ablacılık	sıracılık	0.5789473652839661	0.21052632
ablacılık	sıvacılık	0.5789473652839661	0.22222222
ablacılık	tabelacılık	0.7368420958518982	0.22222222
ablacılık	takacılık	0.5789473652839661	0.22222222
ablacılık	takatukacılık	0.5789473652839661	0.22222222
ablacılık	taklacılık	0.6842105388641357	0.21052632
ablacılık	takunyacılık	0.5789473652839661	0.22222222
ablacılık	talancılık	0.5263158082962036	0.18181819
ablacılık	tanıtmacılık	0.5789473652839661	0.22222222
ablacılık	tavernacılık	0.5789473652839661	0.22222222
ablacılık	taşlamacılık	0.6315789222717285	0.21052632
ablacılık	taşımacılık	0.5789473652839661	0.22222222
ablacılık	tombalacılık	0.6842105388641357	0.22222222
ablacılık	tornacılık	0.5789473652839661	0.21052632
ablacılık	turfandacılık	0.5789473652839661	0.21052632
ablacılık	tuğlacılık	0.6842105388641357	0.22222222
ablacılık	uluslararasıcılık	0.5263158082962036	0.23529412
ablacılık	uydurmacılık	0.5789473652839661	0.23529412
ablacılık	uzlaşmacılık	0.6315789222717285	0.23529412
ablacılık	uzlaştırıcılık	0.5263158082962036	0.25
ablacılık	vardacılık	0.5789473652839661	0.22222222
ablacılık	vesikacılık	0.5789473652839661	0.22222222
ablacılık	viyolacılık	0.6842105388641357	0.21052632
ablacılık	yalancılık	0.5263158082962036	0.23529412
ablacılık	yamacılık	0.5789473652839661	0.22222222
ablacılık	yaymacılık	0.5789473652839661	0.22222222
ablacılık	yayılmacılık	0.5789473652839661	0.25
ablacılık	yazmacılık	0.5789473652839661	0.22222222
ablacılık	yağmacılık	0.5789473652839661	0.23529412
ablacılık	yufkacılık	0.5789473652839661	0.22222222
ablacılık	yumurtacılık	0.5789473652839661	0.22222222
ablacılık	yıkmacılık	0.5789473652839661	0.22222222
ablacılık	zağcılık	0.529411792755127	0.22222222
ablacılık	zurnacılık	0.5789473652839661	0.21052632
ablacılık	âkılcılık	0.5	0.22222222
ablacılık	çancılık	0.529411792755127	0.21052632
ablacılık	çantacılık	0.5789473652839661	0.22222222
ablacılık	çapacılık	0.5789473652839661	0.22222222
ablacılık	çapulacılık	0.6842105388641357	0.22222222
ablacılık	çatanacılık	0.5789473652839661	0.22222222
ablacılık	çatmacılık	0.5789473652839661	0.22222222
ablacılık	çatışmacılık	0.5789473652839661	0.23529412
ablacılık	çaycılık	0.529411792755127	0.22222222
ablacılık	çikolatacılık	0.6315789222717285	0.22222222
ablacılık	çorbacılık	0.5789473652839661	0.22222222
ablacılık	çuhacılık	0.5789473652839661	0.22222222
ablacılık	çımacılık	0.5789473652839661	0.22222222
ablacılık	çırpmacılık	0.5789473652839661	0.22222222
ablacılık	ıstampacılık	0.5789473652839661	0.22222222
ablacılık	şakacılık	0.5789473652839661	0.23529412
ablacılık	şapkacılık	0.5789473652839661	0.22222222
ablacılık	şıracılık	0.5789473652839661	0.22222222
ablacılık	şırıngacılık	0.5789473652839661	0.22222222
ablatif	ablatya	0.6000000238418579	0.16666667
ablatif	laksatif	0.5333333611488342	0.21052632
aborda	aborjin	0.5384615659713745	0.21052632
abrakadabra	kadavra	0.5333333611488342	0.22222222
abstraksiyonizm	aksiyoner	0.6315789222717285	0.21052632
abstraksiyonizm	difraksiyon	0.5652173757553101	0.23529412
abstraksiyonizm	onanizm	0.5333333611488342	0.23529412
abstraksiyonizm	reaksiyon	0.5789473652839661	0.23529412
abukluk	arnavutluklu	0.5	0.22222222
abukluk	ikibuçukluk	0.6428571343421936	0.23529412
abukluk	kavukluk	0.5714285969734192	0.23529412
abullabutluk	barutluk	0.529411792755127	0.25
abullabutluk	oğulluk	0.5333333611488342	0.22222222
acarina	okarina	0.6000000238418579	0.16
acarina	pirina	0.5384615659713745	0.2
acayiplik	iplicik	0.5333333611488342	0.23529412
accipiter	jüpiter	0.6000000238418579	0.17391305
acelecilik	akrilik	0.5333333611488342	0.25
acelecilik	kabarecilik	0.523809552192688	0.22222222
acemaşiran	aşiyan	0.5384615659713745	0.21052632
acemilik	akrilik	0.5333333611488342	0.23529412
acemlalesi	aleksi	0.5384615659713745	0.25
acizlik	bilgisizlik	0.6000000238418579	0.25
acizlik	bilisizlik	0.6000000238418579	0.25
acizlik	cevizlik	0.6000000238418579	0.22222222
acizlik	denizlik	0.6000000238418579	0.23529412
acizlik	dizlik	0.692307710647583	0.23529412
acziyet	ademimerkeziyetçi	0.5333333611488342	0.23529412
aczmendi	brendi	0.5384615659713745	0.16666667
aczmendi	mendil	0.5384615659713745	0.21052632
acıağaç	hacıağalık	0.6000000238418579	0.22222222
acıbakla	aklama	0.5384615659713745	0.22222222
acıbakla	baklavacılık	0.5882353186607361	0.21052632
acıbakla	laklaka	0.5	0.2
acıbalık	aktarmacılık	0.529411792755127	0.23076923
acıbalık	alacalık	0.5625	0.24
acıbalık	alımcılık	0.529411792755127	0.23076923
acıbalık	alınlık	0.5714285969734192	0.16666667
acıbalık	alırlık	0.5714285969734192	0.23076923
acıbalık	ambalajcılık	0.5882353186607361	0.23076923
acıbalık	anayasacılık	0.529411792755127	0.23076923
acıbalık	anmalık	0.5333333611488342	0.24
acıbalık	arkalık	0.5333333611488342	0.16
acıbalık	atalık	0.6153846383094788	0.24
acıbalık	avantacılık	0.529411792755127	0.21052632
acıbalık	aynalık	0.5333333611488342	0.23076923
acıbalık	ayvalık	0.5333333611488342	0.17391305
acıbalık	ayıngacılık	0.529411792755127	0.24
acıbalık	açmacılık	0.529411792755127	0.22222222
acıbalık	açmalık	0.5333333611488342	0.16666667
acıbalık	ağalık	0.6153846383094788	0.24
acıbalık	ağdalık	0.5333333611488342	0.14814815
acıbalık	aşçıbaşılık	0.529411792755127	0.23076923
acıbalık	aşırmacılık	0.529411792755127	0.23076923
acıbalık	badanacılık	0.529411792755127	0.23076923
acıbalık	baklavacılık	0.529411792755127	0.23076923
acıbalık	bağdaştırmacılık	0.529411792755127	0.24
acıbalık	başeczacılık	0.529411792755127	0.16
acıbalık	bombacılık	0.529411792755127	0.23076923
acıbalık	francalacılık	0.529411792755127	0.23076923
acıbalık	kabalacılık	0.6470588445663452	0.25
acıbalık	lalalık	0.5833333134651184	0.24
acıbalık	marabacılık	0.529411792755127	0.23076923
acıbalık	palalık	0.5	0.13793103
acıbalık	palavracılık	0.529411792755127	0.25
acıbalık	sobacılık	0.529411792755127	0.23076923
acıbalık	sondalamacılık	0.529411792755127	0.23076923
acıbalık	yayalık	0.5	0.16666667
acıbalık	çalılık	0.5	0.16666667
acıbalık	çorbacılık	0.529411792755127	0.23076923
acıkara	ankara	0.6153846383094788	0.1904762
acılık	avrupalılık	0.6153846383094788	0.2
acılık	ayrılmazlık	0.5384615659713745	0.21052632
acılık	ayvacık	0.5384615659713745	0.21052632
acılık	baskılık	0.5384615659713745	0.25
acılık	başeczacılık	0.8461538553237915	0.21052632
acılık	bukağılık	0.5384615659713745	0.2
acılık	dışarılık	0.5384615659713745	0.21052632
acılık	dışkılık	0.5384615659713745	0.21052632
acılık	falcılık	0.692307710647583	0.25
acılık	fırçacılık	0.8461538553237915	0.17391305
acılık	fışkılık	0.5384615659713745	0.21052632
acılık	gaspçılık	0.5384615659713745	0.25
acılık	karaçalılık	0.5384615659713745	0.21052632
acılık	kargılık	0.5384615659713745	0.22222222
acılık	kıyılık	0.5384615659713745	0.22222222
acılık	mazılık	0.5384615659713745	0.22222222
acılık	mizahçılık	0.5384615659713745	0.18181819
acılık	oğlancılık	0.692307710647583	0.22222222
acılık	pahalılık	0.5384615659713745	0.25
acılık	salamuracılık	0.8461538553237915	0.18181819
acılık	sübyancılık	0.692307710647583	0.21052632
acılık	sırtçılık	0.5384615659713745	0.1904762
acılık	talancılık	0.692307710647583	0.25
acılık	tırnakçılık	0.5384615659713745	0.25
acılık	yılkılık	0.5384615659713745	0.15384616
acılık	çaltılık	0.5384615659713745	0.21052632
acılık	çalılık	0.5384615659713745	0.22222222
acılık	çatkılık	0.5384615659713745	0.1904762
acımık	aktarmacılık	0.5384615659713745	0.17391305
acımık	amcacık	0.5384615659713745	0.18181819
acımık	anayasacılık	0.5384615659713745	0.17391305
acımık	avantacılık	0.5384615659713745	0.25
acımık	ayıngacılık	0.5384615659713745	0.18181819
acımık	açmacılık	0.5384615659713745	0.16666667
acımık	aşırmacılık	0.5384615659713745	0.17391305
acımık	çımacılık	0.5384615659713745	0.17391305
acınma	aşınma	0.6153846383094788	0.21052632
acınma	kalkınma	0.5384615659713745	0.23529412
acınma	karınma	0.5384615659713745	0.21052632
acınma	sığınmacı	0.6153846383094788	0.2
acınma	ısınma	0.5384615659713745	0.23529412
acırga	kasırga	0.5384615659713745	0.25
acıyıcı	alacaklandırıcı	0.5	0.22222222
acıyıcı	kapsayıcı	0.5	0.16666667
acıyıcı	sıralayıcı	0.5	0.2
adabımuaşeret	haşere	0.5384615659713745	0.17391305
adacık	aktarmacılık	0.5384615659713745	0.23529412
adacık	anayasacılık	0.5384615659713745	0.23529412
adacık	ayıngacılık	0.5384615659713745	0.25
adacık	açmacılık	0.5384615659713745	0.22222222
adacık	aşırmacılık	0.5384615659713745	0.23529412
adacık	badanacılık	0.692307710647583	0.23529412
adacık	bağdaştırmacılık	0.5384615659713745	0.25
adacık	damgacılık	0.5384615659713745	0.23529412
adacık	darbukacılık	0.5384615659713745	0.22222222
adacık	dayanışmacılık	0.5384615659713745	0.25
adacık	faydacılık	0.6153846383094788	0.23529412
adacık	gaydacılık	0.6153846383094788	0.22222222
adacık	hurdacılık	0.6153846383094788	0.23529412
adacık	propagandacılık	0.6153846383094788	0.23529412
adacık	radarcılık	0.5384615659713745	0.23529412
adacık	sondalamacılık	0.5384615659713745	0.23529412
adacık	turfandacılık	0.6153846383094788	0.22222222
adacık	vardacılık	0.6153846383094788	0.23529412
adalar	akkarıncalar	0.6153846383094788	0.1904762
adalar	arılar	0.5	0.18181819
adalar	eşyalar	0.5384615659713745	0.23529412
adalar	fundalar	0.692307710647583	0.18181819
adalar	kalafatçılar	0.5384615659713745	0.15384616
adalar	kaplumbağalar	0.5384615659713745	0.1904762
adalar	karıncalar	0.5384615659713745	0.18181819
adalar	kordalılar	0.6153846383094788	0.21052632
adalar	kurbağalar	0.5384615659713745	0.1904762
adalar	yarasalar	0.5384615659713745	0.1904762
adalar	yumuşakçalar	0.5384615659713745	0.21052632
adalet	arbalet	0.6153846383094788	0.22222222
adaletlilik	ahretlik	0.5882353186607361	0.23529412
adaletlilik	akrilik	0.5333333611488342	0.22222222
adaletlilik	etiketlik	0.529411792755127	0.22222222
adaletlilik	lalelik	0.5333333611488342	0.2
adaletsizlik	cevizlik	0.529411792755127	0.22222222
adaletsizlik	dizlik	0.692307710647583	0.23529412
adaletsizlik	lalelik	0.5333333611488342	0.21052632
adamcık	camcılık	0.5333333611488342	0.25
adamcık	hamamcılık	0.5333333611488342	0.22222222
adamcık	iltizamcılık	0.5333333611488342	0.22222222
adamcık	istihkamcılık	0.5333333611488342	0.22222222
adamcık	kavramcılık	0.5333333611488342	0.23529412
adamcık	panislamcılık	0.5333333611488342	0.25
adamcık	programcılık	0.5333333611488342	0.22222222
adamcık	reklamcılık	0.5333333611488342	0.22222222
adamsendeci	denden	0.5	0.22222222
adamsendecilik	akrilik	0.5333333611488342	0.25
adapazarı	çaparı	0.6153846383094788	0.22222222
adavet	davetli	0.5384615659713745	0.2
adavet	davetçi	0.5384615659713745	0.18181819
adaylık	avadanlık	0.6000000238418579	0.25
adaylık	dayanırlık	0.5333333611488342	0.25
adcılık	avrupalılık	0.5333333611488342	0.2
adcılık	başeczacılık	0.6000000238418579	0.21052632
adcılık	fırçacılık	0.6000000238418579	0.17391305
adcılık	kiracılık	0.6000000238418579	0.1904762
adcılık	noktacılık	0.6000000238418579	0.22222222
