w1	w2	editsim	wn_lch
amelia	hamelia	0.8571428571428572	0.20541490126145234
amelia	camellia	0.75	0.20541490126145234
amenia	armenia	0.8571428571428572	0.22112818235779563
ammonium	harmonium	0.7777777777777778	0.20541490126145234
amphora	anaphora	0.75	0.22112818235779563
analects	anklets	0.75	0.22112818235779563
anastalsis	anastylosis	0.8181818181818181	0.20541490126145234
anatolian	anatotitan	0.8	0.15024900644805075
andrenid	android	0.75	0.2377943502929065
android	cancroid	0.75	0.11510664393161199
anecdote	antidote	0.75	0.2377943502929065
aneroid	cancroid	0.75	0.10432457268131029
angelica	anglia	0.75	0.2377943502929065
anglian	ganglion	0.75	0.20541490126145234
angling	wangling	0.875	0.22112818235779563
angling	wrangling	0.7777777777777778	0.22112818235779563
angling	ringling	0.75	0.16303771126278205
angling	paneling	0.75	0.20541490126145234
angling	haggling	0.75	0.22112818235779563
anionic	avionics	0.75	0.1905514124267734
anklet	auklet	0.8333333333333334	0.2377943502929065
anointment	ointment	0.8	0.20541490126145234
anopheline	nepheline	0.8	0.22112818235779563
antelope	asterope	0.75	0.22112818235779563
antelope	antipope	0.75	0.2377943502929065
antelope	envelope	0.75	0.2377943502929065
anterior	anteroom	0.75	0.22112818235779563
anthemis	themis	0.75	0.22112818235779563
anthemis	artemis	0.75	0.2377943502929065
anther	antihero	0.75	0.1905514124267734
antidote	antigone	0.75	0.22112818235779563
antifeminist	antisemitism	0.75	0.22112818235779563
antigone	antigonus	0.7777777777777778	0.22112818235779563
antigone	antipope	0.75	0.22112818235779563
antihero	antivert	0.75	0.20541490126145234
antimony	antony	0.75	0.22112818235779563
antimuon	antiphon	0.75	0.2377943502929065
antiphrasis	antipyresis	0.8181818181818181	0.22112818235779563
antony	antonym	0.8571428571428572	0.1905514124267734
antony	antonymy	0.75	0.20541490126145234
antrum	tantrum	0.8571428571428572	0.2377943502929065
apadana	aspadana	0.875	0.2377943502929065
aphesis	lachesis	0.75	0.2377943502929065
aquatint	aquavit	0.75	0.20541490126145234
aquatint	squatina	0.75	0.2377943502929065
arales	arbalest	0.75	0.22112818235779563
archery	hatchery	0.75	0.2377943502929065
arctotis	artois	0.75	0.2377943502929065
arcturus	necturus	0.75	0.2377943502929065
arcturus	triturus	0.75	0.2377943502929065
arginine	argonne	0.75	0.22112818235779563
aricara	marinara	0.75	0.20541490126145234
arikara	marinara	0.75	0.20541490126145234
arikara	harikari	0.75	0.22112818235779563
arlington	orpington	0.7777777777777778	0.1905514124267734
arlington	ellington	0.7777777777777778	0.2377943502929065
arlington	darlingtonia	0.75	0.22112818235779563
armature	palmature	0.7777777777777778	0.20541490126145234
armenia	armeria	0.8571428571428572	0.22112818235779563
armenia	parmelia	0.75	0.22112818235779563
armenia	gardenia	0.75	0.2377943502929065
arrack	carrack	0.8571428571428572	0.1905514124267734
arrack	barrack	0.8571428571428572	0.2377943502929065
artifice	orifice	0.75	0.20541490126145234
artistry	baptistry	0.7777777777777778	0.2377943502929065
artwork	wartwort	0.75	0.2377943502929065
ascaphus	scyphus	0.75	0.2377943502929065
asclepiad	asclepius	0.7777777777777778	0.1905514124267734
aspirate	pirate	0.75	0.22112818235779563
assent	massenet	0.75	0.2377943502929065
astana	castanea	0.75	0.1905514124267734
asterion	asterisk	0.75	0.2377943502929065
asthenia	athena	0.75	0.20541490126145234
asthenia	esthonia	0.75	0.20541490126145234
astilbe	pastille	0.75	0.20541490126145234
astrocyte	gastrocybe	0.8	0.2377943502929065
astrodome	astroloma	0.7777777777777778	0.20541490126145234
astrology	astroloma	0.7777777777777778	0.2377943502929065
astroloma	astronomy	0.7777777777777778	0.22112818235779563
atavism	patavium	0.75	0.20541490126145234
atomisation	factorisation	0.7692307692307692	0.20541490126145234
atomization	factorization	0.7692307692307692	0.20541490126145234
atonement	tenement	0.7777777777777778	0.22112818235779563
atonia	bartonia	0.75	0.22112818235779563
attainder	attender	0.7777777777777778	0.2377943502929065
auction	suction	0.8571428571428572	0.2377943502929065
audible	mandible	0.75	0.1905514124267734
auteur	hauteur	0.8571428571428572	0.1905514124267734
aventail	entail	0.75	0.22112818235779563
aventail	pentail	0.75	0.2377943502929065
averment	vermont	0.75	0.2377943502929065
avicenna	vienna	0.75	0.2377943502929065
awarding	harding	0.75	0.20541490126145234
awarding	hoarding	0.75	0.2377943502929065
awning	dawning	0.8571428571428572	0.1905514124267734
babbling	brambling	0.7777777777777778	0.17645049711225924
babbling	marbling	0.75	0.2377943502929065
bacchant	backhand	0.75	0.1905514124267734
baccharis	saccharin	0.7777777777777778	0.20541490126145234
backbeat	buckbean	0.75	0.2377943502929065
backboard	blackbeard	0.8	0.22112818235779563
backer	bicker	0.8333333333333334	0.22112818235779563
backlighting	cockfighting	0.75	0.1905514124267734
backspin	buckskin	0.75	0.20541490126145234
backyard	bayard	0.75	0.22112818235779563
baffle	raffle	0.8333333333333334	0.22112818235779563
bafflement	battlement	0.8	0.20541490126145234
bagging	begging	0.8571428571428572	0.2377943502929065
bagging	beagling	0.75	0.22112818235779563
baguette	banquette	0.7777777777777778	0.20541490126145234
baguette	barrette	0.75	0.20541490126145234
bailment	basement	0.75	0.22112818235779563
bailment	raiment	0.75	0.22112818235779563
baiting	banting	0.8571428571428572	0.22112818235779563
baiting	braiding	0.75	0.20541490126145234
bakery	fakery	0.8333333333333334	0.22112818235779563
bakery	basketry	0.75	0.2377943502929065
baking	blacking	0.75	0.22112818235779563
baksheesh	hasheesh	0.7777777777777778	0.20541490126145234
bakshish	hashish	0.75	0.20541490126145234
balder	calder	0.8333333333333334	0.22112818235779563
baldness	balldress	0.7777777777777778	0.2377943502929065
balinese	balminess	0.7777777777777778	0.16303771126278205
balinese	beninese	0.75	0.2377943502929065
balistes	balusters	0.7777777777777778	0.2377943502929065
balistes	baluster	0.75	0.2377943502929065
balistes	banister	0.75	0.2377943502929065
balkiness	balminess	0.8888888888888888	0.2377943502929065
ballerina	galleria	0.7777777777777778	0.2377943502929065
ballet	sallet	0.8333333333333334	0.22112818235779563
ballista	ballota	0.75	0.20541490126145234
ballot	fallot	0.8333333333333334	0.2377943502929065
ballup	gallup	0.8333333333333334	0.22112818235779563
balminess	bawdiness	0.7777777777777778	0.20541490126145234
balminess	bulginess	0.7777777777777778	0.20541490126145234
balminess	bulkiness	0.7777777777777778	0.20541490126145234
balminess	gaminess	0.7777777777777778	0.20541490126145234
baluster	fluster	0.75	0.2377943502929065
baluster	luster	0.75	0.2377943502929065
banderilla	mandevilla	0.8	0.1905514124267734
banding	banning	0.8571428571428572	0.22112818235779563
banding	banking	0.8571428571428572	0.2377943502929065
banding	blending	0.75	0.22112818235779563
banding	bundling	0.75	0.2377943502929065
bandtail	handrail	0.75	0.2377943502929065
bandung	branding	0.75	0.22112818235779563
banger	banner	0.8333333333333334	0.2377943502929065
bangle	bingle	0.8333333333333334	0.20541490126145234
bangle	wangle	0.8333333333333334	0.20541490126145234
bangor	tangor	0.8333333333333334	0.17645049711225924
banking	nanking	0.8571428571428572	0.20541490126145234
banking	banting	0.8571428571428572	0.2377943502929065
banking	blacking	0.75	0.22112818235779563
banking	blinking	0.75	0.2377943502929065
banning	nanning	0.8571428571428572	0.1905514124267734
banquet	banquette	0.7777777777777778	0.2377943502929065
banting	ranting	0.8571428571428572	0.22112818235779563
banting	chanting	0.75	0.22112818235779563
banting	taunting	0.75	0.22112818235779563
barbarisation	carbonisation	0.7692307692307692	0.2377943502929065
barbarization	carbonization	0.7692307692307692	0.2377943502929065
baring	barong	0.8333333333333334	0.1380288800733184
baring	bering	0.8333333333333334	0.22112818235779563
baring	caring	0.8333333333333334	0.2377943502929065
barish	boarfish	0.75	0.1380288800733184
barker	barter	0.8333333333333334	0.22112818235779563
barnyard	bayard	0.75	0.2377943502929065
baronage	parsonage	0.7777777777777778	0.20541490126145234
baronage	barong	0.75	0.16303771126278205
baronage	carnage	0.75	0.1905514124267734
baroness	rareness	0.75	0.22112818235779563
baroness	farness	0.75	0.2377943502929065
baroness	wariness	0.75	0.2377943502929065
baroque	barque	0.8571428571428572	0.20541490126145234
baroque	paroquet	0.75	0.20541490126145234
barque	marque	0.8333333333333334	0.20541490126145234
barring	earring	0.8571428571428572	0.22112818235779563
barter	baster	0.8333333333333334	0.22112818235779563
barter	batter	0.8333333333333334	0.2377943502929065
barter	darter	0.8333333333333334	0.2377943502929065
barter	garter	0.8333333333333334	0.2377943502929065
basidium	hasidism	0.75	0.20541490126145234
basset	tasset	0.8333333333333334	0.2377943502929065
basset	cabasset	0.75	0.22112818235779563
bastardy	bustard	0.75	0.20541490126145234
baster	easter	0.8333333333333334	0.2377943502929065
bastille	pastille	0.875	0.22112818235779563
basting	feasting	0.75	0.2377943502929065
basuco	basuto	0.8333333333333334	0.20541490126145234
bathing	batwing	0.8571428571428572	0.1905514124267734
bavaria	calvaria	0.75	0.2377943502929065
bawling	beagling	0.75	0.22112818235779563
bdellium	belgium	0.75	0.22112818235779563
beading	beheading	0.7777777777777778	0.2377943502929065
beading	beagling	0.75	0.22112818235779563
beading	bleeding	0.75	0.2377943502929065
beading	blending	0.75	0.2377943502929065
beagling	belling	0.75	0.22112818235779563
beagling	yearling	0.75	0.22112818235779563
beagling	healing	0.75	0.2377943502929065
beaker	beaner	0.8333333333333334	0.22112818235779563
beanie	bennie	0.8333333333333334	0.2377943502929065
beatrice	brattice	0.75	0.22112818235779563
begging	legging	0.8571428571428572	0.20541490126145234
belgique	bezique	0.75	0.20541490126145234
belling	bellini	0.8571428571428572	0.22112818235779563
belling	bullring	0.75	0.2377943502929065
belling	dwelling	0.75	0.2377943502929065
belling	shelling	0.75	0.2377943502929065
benison	venison	0.8571428571428572	0.22112818235779563
berating	ceratin	0.75	0.22112818235779563
berating	keratin	0.75	0.22112818235779563
berating	boating	0.75	0.2377943502929065
berating	bracing	0.75	0.2377943502929065
berating	grating	0.75	0.2377943502929065
berberis	cerberus	0.75	0.22112818235779563
beriberi	bribery	0.75	0.15024900644805075
berlin	merlin	0.8333333333333334	0.2377943502929065
berliner	jetliner	0.75	0.20541490126145234
berliner	recliner	0.75	0.2377943502929065
berretta	egretta	0.75	0.22112818235779563
bestiary	tertiary	0.75	0.22112818235779563
bicker	kicker	0.8333333333333334	0.22112818235779563
bicker	ticker	0.8333333333333334	0.22112818235779563
bicker	wicker	0.8333333333333334	0.2377943502929065
billing	milling	0.8571428571428572	0.2377943502929065
billing	brisling	0.75	0.2377943502929065
billing	trilling	0.75	0.2377943502929065
billow	willow	0.8333333333333334	0.22112818235779563
bingle	dingle	0.8333333333333334	0.20541490126145234
birchbark	birthmark	0.7777777777777778	0.17645049711225924
birling	brisling	0.75	0.1905514124267734
birling	hireling	0.75	0.22112818235779563
bismarck	bismark	0.875	0.2377943502929065
bitchery	stitchery	0.7777777777777778	0.2377943502929065
bitchery	hatchery	0.75	0.2377943502929065
bitewing	brewing	0.75	0.15024900644805075
bitewing	stewing	0.75	0.20541490126145234
bitewing	viewing	0.75	0.2377943502929065
bittern	cittern	0.8571428571428572	0.20541490126145234
blacking	blocking	0.875	0.1905514124267734
blacking	slacking	0.875	0.22112818235779563
blacking	smacking	0.75	0.1905514124267734
blacking	tacking	0.75	0.20541490126145234
blacking	tracking	0.75	0.20541490126145234
blacking	blazing	0.75	0.22112818235779563
blacking	whacking	0.75	0.22112818235779563
blacking	blaring	0.75	0.2377943502929065
blacking	bracing	0.75	0.2377943502929065
blacking	clucking	0.75	0.2377943502929065
blaring	blazing	0.8571428571428572	0.22112818235779563
blaster	pilaster	0.75	0.2377943502929065
blastoff	blastoma	0.75	0.20541490126145234
blazer	glazer	0.8333333333333334	0.2377943502929065
bleeding	blending	0.875	0.22112818235779563
bleeding	speeding	0.75	0.2377943502929065
blender	blunder	0.8571428571428572	0.20541490126145234
blending	blinking	0.75	0.22112818235779563
blether	fletcher	0.75	0.2377943502929065
blight	slight	0.8333333333333334	0.2377943502929065
blinder	blunder	0.8571428571428572	0.2377943502929065
blinking	blocking	0.75	0.20541490126145234
blinking	bringing	0.75	0.22112818235779563
blizzard	buzzard	0.75	0.1905514124267734
blizzard	gizzard	0.75	0.2377943502929065
blocking	lockring	0.75	0.15024900644805075
blocking	smocking	0.75	0.1905514124267734
blolly	loblolly	0.75	0.20541490126145234
blooming	flooding	0.75	0.20541490126145234
blooper	looper	0.8571428571428572	0.22112818235779563
blower	glower	0.8333333333333334	0.20541490126145234
blowing	plowing	0.8571428571428572	0.22112818235779563
blowing	bluewing	0.75	0.20541490126145234
bludgeon	gudgeon	0.75	0.1905514124267734
bludgeon	dudgeon	0.75	0.20541490126145234
bluewing	brewing	0.75	0.10432457268131029
blunder	flounder	0.75	0.2377943502929065
boating	gloating	0.75	0.22112818235779563
boating	loathing	0.75	0.2377943502929065
bobbin	dobbin	0.8333333333333334	0.16303771126278205
bobble	cobble	0.8333333333333334	0.22112818235779563
boding	boxing	0.8333333333333334	0.2377943502929065
bogeyman	bozeman	0.75	0.1905514124267734
boldface	boniface	0.75	0.22112818235779563
boltonia	kolonia	0.75	0.1905514124267734
bombax	bombay	0.8333333333333334	0.20541490126145234
bonelet	rondelet	0.75	0.20541490126145234
boodle	poodle	0.8333333333333334	0.22112818235779563
boodle	doodle	0.8333333333333334	0.2377943502929065
boogie	bootie	0.8333333333333334	0.2377943502929065
booker	cooker	0.8333333333333334	0.2377943502929065
bootlace	footrace	0.75	0.2377943502929065
boozing	brooding	0.75	0.2377943502929065
boredom	whoredom	0.75	0.20541490126145234
boring	goring	0.8333333333333334	0.20541490126145234
borodino	sordino	0.75	0.20541490126145234
botulism	oculism	0.75	0.22112818235779563
botulism	populism	0.75	0.2377943502929065
botulism	totalism	0.75	0.2377943502929065
bouffe	pouffe	0.8333333333333334	0.22112818235779563
bourgogne	burgoyne	0.7777777777777778	0.20541490126145234
bouvines	bovine	0.75	0.12632891956379272
bowery	dowery	0.8333333333333334	0.22112818235779563
bracing	racing	0.8571428571428572	0.22112818235779563
bracing	branching	0.7777777777777778	0.1905514124267734
bracing	embracing	0.7777777777777778	0.20541490126145234
bracing	braising	0.75	0.20541490126145234
bracing	tracking	0.75	0.20541490126145234
bracing	breaking	0.75	0.22112818235779563
bracing	bragging	0.75	0.2377943502929065
bracing	branding	0.75	0.2377943502929065
bracket	brocket	0.8571428571428572	0.20541490126145234
bragging	braiding	0.75	0.2377943502929065
braiding	braising	0.875	0.20541490126145234
braiding	branding	0.875	0.2377943502929065
braiding	broiling	0.75	0.20541490126145234
braiding	trailing	0.75	0.20541490126145234
braiding	riding	0.75	0.22112818235779563
braiding	grading	0.75	0.2377943502929065
braiding	graining	0.75	0.2377943502929065
braiding	trading	0.75	0.2377943502929065
braising	brisling	0.75	0.20541490126145234
braising	railing	0.75	0.20541490126145234
braising	raisin	0.75	0.20541490126145234
bramble	ramble	0.8571428571428572	0.16303771126278205
bramble	scramble	0.75	0.20541490126145234
bramble	preamble	0.75	0.22112818235779563
brambling	shambling	0.7777777777777778	0.12632891956379272
brambling	gambling	0.7777777777777778	0.16303771126278205
brambling	grumbling	0.7777777777777778	0.16303771126278205
brambling	rumbling	0.7777777777777778	0.16303771126278205
brambling	trampling	0.7777777777777778	0.17645049711225924
brambling	trembling	0.7777777777777778	0.1905514124267734
branching	ranching	0.8888888888888888	0.2377943502929065
brasenia	brasilia	0.75	0.1905514124267734
brasilia	brassia	0.75	0.20541490126145234
breccia	brescia	0.8571428571428572	0.2377943502929065
breviary	brevity	0.75	0.22112818235779563
brewing	forewing	0.75	0.20541490126145234
brewing	screwing	0.75	0.20541490126145234
brewing	strewing	0.75	0.2377943502929065
briefing	brisling	0.75	0.2377943502929065
bringing	ringling	0.75	0.17645049711225924
bringing	brisling	0.75	0.20541490126145234
brioche	britches	0.75	0.22112818235779563
brisling	rifling	0.75	0.1905514124267734
brisling	broiling	0.75	0.20541490126145234
brisling	brushing	0.75	0.20541490126145234
brisling	grilling	0.75	0.20541490126145234
brisling	drilling	0.75	0.22112818235779563
brisling	frisking	0.75	0.2377943502929065
brisling	quisling	0.75	0.2377943502929065
brisling	trifling	0.75	0.2377943502929065
brocket	crocket	0.8571428571428572	0.22112818235779563
brocket	brooklet	0.75	0.17645049711225924
brocket	sprocket	0.75	0.20541490126145234
broiling	railing	0.75	0.20541490126145234
bromberg	romberg	0.875	0.2377943502929065
brooding	flooding	0.75	0.1905514124267734
brooding	grooving	0.75	0.2377943502929065
bruise	cruise	0.8333333333333334	0.1905514124267734
brumaire	brummie	0.75	0.2377943502929065
brumaire	drumfire	0.75	0.2377943502929065
brummagem	rummage	0.7777777777777778	0.22112818235779563
brushing	cushing	0.75	0.16303771126278205
brushing	rusting	0.75	0.2377943502929065
buceros	buckeroo	0.75	0.1905514124267734
bucharest	eucharist	0.7777777777777778	0.17645049711225924
buckler	knuckler	0.75	0.22112818235779563
budding	scudding	0.75	0.2377943502929065
bufferin	buffeting	0.7777777777777778	0.22112818235779563
bugger	rugger	0.8333333333333334	0.1905514124267734
bugger	lugger	0.8333333333333334	0.22112818235779563
buggery	jugglery	0.75	0.22112818235779563
buggery	thuggery	0.75	0.22112818235779563
bullet	pullet	0.8333333333333334	0.20541490126145234
bullet	gullet	0.8333333333333334	0.2377943502929065
bulletin	mullein	0.75	0.22112818235779563
bullring	bullying	0.875	0.2377943502929065
bummer	bumper	0.8333333333333334	0.2377943502929065
bundling	foundling	0.7777777777777778	0.22112818235779563
bundling	cuddling	0.75	0.2377943502929065
bundling	fondling	0.75	0.2377943502929065
bunfight	sunlight	0.75	0.1905514124267734
bunfight	gunsight	0.75	0.20541490126145234
bunting	punting	0.8571428571428572	0.20541490126145234
bunting	stunting	0.75	0.20541490126145234
bunting	taunting	0.75	0.2377943502929065
burette	tourette	0.75	0.20541490126145234
burglary	bursary	0.75	0.2377943502929065
burnish	burrfish	0.75	0.12632891956379272
burnup	turnup	0.8333333333333334	0.2377943502929065
burundi	burunduki	0.7777777777777778	0.1905514124267734
bushing	cushing	0.8571428571428572	0.2377943502929065
bustard	custard	0.8571428571428572	0.20541490126145234
cabernet	cabinet	0.75	0.2377943502929065
cabman	caiman	0.8333333333333334	0.2377943502929065
cabriolet	capriole	0.7777777777777778	0.20541490126145234
cackle	mackle	0.8333333333333334	0.22112818235779563
cadaster	canister	0.75	0.2377943502929065
cadence	clarence	0.75	0.22112818235779563
caduceus	calceus	0.75	0.17645049711225924
caduceus	caucus	0.75	0.2377943502929065
caecilian	castilian	0.7777777777777778	0.16303771126278205
cajolery	caroler	0.75	0.22112818235779563
calaba	calabria	0.75	0.2377943502929065
calabria	malaria	0.75	0.17645049711225924
calabria	calvaria	0.75	0.22112818235779563
calabria	calabura	0.75	0.2377943502929065
caladenia	catamenia	0.7777777777777778	0.22112818235779563
calamint	calamity	0.75	0.22112818235779563
calamint	calming	0.75	0.2377943502929065
calcaneus	calceus	0.7777777777777778	0.2377943502929065
calcination	vaccination	0.8181818181818181	0.2377943502929065
calcination	vaticination	0.75	0.22112818235779563
calderon	chaldron	0.75	0.2377943502929065
caldron	chaldron	0.875	0.20541490126145234
calfskin	calkin	0.75	0.2377943502929065
california	salicornia	0.8	0.20541490126145234
callback	calpack	0.75	0.22112818235779563
calling	catling	0.8571428571428572	0.1905514124267734
calliope	cassiope	0.75	0.22112818235779563
calliper	collier	0.75	0.2377943502929065
calque	casque	0.8333333333333334	0.20541490126145234
calvados	salvador	0.75	0.20541490126145234
calvaria	talaria	0.75	0.22112818235779563
calvinism	galvanism	0.7777777777777778	0.22112818235779563
calypter	clyster	0.75	0.17645049711225924
camarilla	cascarilla	0.8	0.20541490126145234
camarilla	tamarillo	0.7777777777777778	0.22112818235779563
camelina	hamelin	0.75	0.20541490126145234
campaign	campion	0.75	0.1905514124267734
camper	scamper	0.8571428571428572	0.2377943502929065
campfire	samphire	0.75	0.2377943502929065
camping	campong	0.8571428571428572	0.22112818235779563
cananga	kananga	0.8571428571428572	0.20541490126145234
canberra	cranberry	0.7777777777777778	0.22112818235779563
cancan	cancun	0.8333333333333334	0.22112818235779563
cancroid	centroid	0.75	0.1380288800733184
canella	capsella	0.75	0.2377943502929065
canicula	sanicula	0.875	0.22112818235779563
canicule	panicle	0.75	0.20541490126145234
caning	caring	0.8333333333333334	0.2377943502929065
caning	waning	0.8333333333333334	0.2377943502929065
caning	chanting	0.75	0.20541490126145234
caning	cleaning	0.75	0.20541490126145234
canister	canter	0.75	0.20541490126145234
cannibal	carnival	0.75	0.2377943502929065
cannula	clangula	0.75	0.22112818235779563
canonisation	carbonisation	0.8461538461538461	0.2377943502929065
canonisation	carbonization	0.7692307692307692	0.2377943502929065
canonization	carbonization	0.8461538461538461	0.2377943502929065
canonization	carbonisation	0.7692307692307692	0.2377943502929065
canter	chanter	0.8571428571428572	0.16303771126278205
canter	ranter	0.8333333333333334	0.20541490126145234
canter	carter	0.8333333333333334	0.2377943502929065
canticle	panicle	0.75	0.16303771126278205
canticle	sanicle	0.75	0.20541490126145234
canticle	centile	0.75	0.22112818235779563
canticle	pantile	0.75	0.22112818235779563
canticle	cuticle	0.75	0.2377943502929065
canticle	denticle	0.75	0.2377943502929065
cantle	cattle	0.8333333333333334	0.17645049711225924
caplin	chaplain	0.75	0.2377943502929065
capone	capote	0.8333333333333334	0.22112818235779563
caprella	carrell	0.75	0.20541490126145234
caption	cation	0.8571428571428572	0.22112818235779563
carabineer	karabiner	0.8	0.2377943502929065
carabiner	carabinier	0.9	0.2377943502929065
carabiner	carbineer	0.7777777777777778	0.2377943502929065
carabinier	karabiner	0.8	0.2377943502929065
caracal	caracas	0.8571428571428572	0.1380288800733184
caracas	coracias	0.75	0.20541490126145234
carafate	carfare	0.75	0.2377943502929065
caragana	caravan	0.75	0.2377943502929065
carageen	careen	0.75	0.17645049711225924
carangid	paranoid	0.75	0.2377943502929065
carbide	curbside	0.75	0.2377943502929065
carboloy	garbology	0.7777777777777778	0.22112818235779563
carbonisation	colonisation	0.7692307692307692	0.22112818235779563
carbonization	colonization	0.7692307692307692	0.22112818235779563
carcinoid	cardioid	0.7777777777777778	0.2377943502929065
cardhouse	carthorse	0.7777777777777778	0.20541490126145234
cardhouse	carouse	0.7777777777777778	0.22112818235779563
carfare	scarface	0.75	0.1905514124267734
carillon	papillon	0.75	0.2377943502929065
carinate	carnage	0.75	0.1380288800733184
carinate	variate	0.75	0.17645049711225924
carinate	marinade	0.75	0.20541490126145234
caring	carting	0.8571428571428572	0.2377943502929065
carissa	charisma	0.75	0.22112818235779563
carlina	caroling	0.75	0.2377943502929065
carmaker	partaker	0.75	0.2377943502929065
carnage	cartage	0.8571428571428572	0.2377943502929065
carnage	carnegie	0.75	0.17645049711225924
carnage	carthage	0.75	0.17645049711225924
carnage	carriage	0.75	0.2377943502929065
caroling	catling	0.75	0.16303771126278205
caroling	carotin	0.75	0.1905514124267734
caroling	marbling	0.75	0.1905514124267734
carousal	carousel	0.875	0.17645049711225924
carousal	carrousel	0.7777777777777778	0.17645049711225924
carouse	cathouse	0.75	0.20541490126145234
carouse	larousse	0.75	0.20541490126145234
carpal	carpel	0.8333333333333334	0.22112818235779563
carpeting	carting	0.7777777777777778	0.20541490126145234
cartage	carthage	0.875	0.20541490126145234
cartage	cartilage	0.7777777777777778	0.20541490126145234
carthage	cartilage	0.7777777777777778	0.22112818235779563
carthorse	cathouse	0.7777777777777778	0.1905514124267734
