w1	w2	editsim	isrelated
auction	suction	0.8571428571428572	0.0
audible	mandible	0.75	0.0
auteur	hauteur	0.8571428571428572	0.0
aventail	entail	0.75	0.0
aventail	pentail	0.75	0.0
averment	vermont	0.75	0.0
avicenna	vienna	0.75	0.0
awarding	harding	0.75	0.0
awarding	hoarding	0.75	0.0
awning	dawning	0.8571428571428572	0.0
babbling	brambling	0.7777777777777778	0.0
babbling	marbling	0.75	0.0
bacchant	backhand	0.75	0.0
baccharis	saccharin	0.7777777777777778	0.0
backbeat	buckbean	0.75	0.0
backboard	blackbeard	0.8	0.0
backer	bicker	0.8333333333333334	0.0
backlighting	cockfighting	0.75	0.0
backspin	buckskin	0.75	0.0
backyard	bayard	0.75	0.0
baffle	raffle	0.8333333333333334	0.0
bafflement	battlement	0.8	0.0
bagging	beagling	0.75	0.0
bagging	begging	0.8571428571428572	0.0
baguette	banquette	0.7777777777777778	0.0
baguette	barrette	0.75	0.0
bailment	basement	0.75	0.0
bailment	raiment	0.75	0.0
baiting	banting	0.8571428571428572	0.0
baiting	braiding	0.75	0.0
bakery	basketry	0.75	0.0
bakery	fakery	0.8333333333333334	0.0
baking	blacking	0.75	0.0
baksheesh	hasheesh	0.7777777777777778	0.0
bakshish	hashish	0.75	0.0
balder	calder	0.8333333333333334	0.0
baldness	balldress	0.7777777777777778	0.0
balinese	balminess	0.7777777777777778	0.0
balinese	beninese	0.75	0.0
balistes	baluster	0.75	0.0
balistes	balusters	0.7777777777777778	0.0
balistes	banister	0.75	0.0
balkiness	balminess	0.8888888888888888	0.0
ballerina	galleria	0.7777777777777778	0.0
ballet	sallet	0.8333333333333334	0.0
ballista	ballota	0.75	0.0
ballot	fallot	0.8333333333333334	0.0
ballup	gallup	0.8333333333333334	0.0
balminess	bawdiness	0.7777777777777778	0.0
balminess	bulginess	0.7777777777777778	0.0
balminess	bulkiness	0.7777777777777778	0.0
balminess	gaminess	0.7777777777777778	0.0
baluster	fluster	0.75	0.0
baluster	luster	0.75	0.0
banderilla	mandevilla	0.8	0.0
banding	banking	0.8571428571428572	0.0
banding	banning	0.8571428571428572	0.0
banding	blending	0.75	0.0
banding	bundling	0.75	0.0
bandtail	handrail	0.75	0.0
bandung	branding	0.75	0.0
banger	banner	0.8333333333333334	0.0
bangle	bingle	0.8333333333333334	0.0
bangle	wangle	0.8333333333333334	0.0
bangor	tangor	0.8333333333333334	0.0
banking	banting	0.8571428571428572	0.0
banking	blacking	0.75	0.0
banking	blinking	0.75	0.0
banking	nanking	0.8571428571428572	0.0
banning	nanning	0.8571428571428572	0.0
banquet	banquette	0.7777777777777778	0.0
banting	chanting	0.75	0.0
banting	ranting	0.8571428571428572	0.0
banting	taunting	0.75	0.0
barbarisation	carbonisation	0.7692307692307692	0.0
barbarization	carbonization	0.7692307692307692	0.0
baring	barong	0.8333333333333334	0.0
baring	bering	0.8333333333333334	0.0
baring	caring	0.8333333333333334	0.0
barish	boarfish	0.75	0.0
barker	barter	0.8333333333333334	0.0
barnyard	bayard	0.75	0.0
baronage	barong	0.75	0.0
baronage	carnage	0.75	0.0
baronage	parsonage	0.7777777777777778	0.0
baroness	farness	0.75	0.0
baroness	rareness	0.75	0.0
baroness	wariness	0.75	0.0
baroque	barque	0.8571428571428572	0.0
baroque	paroquet	0.75	0.0
barque	marque	0.8333333333333334	0.0
barring	earring	0.8571428571428572	0.0
barter	baster	0.8333333333333334	0.0
barter	batter	0.8333333333333334	0.0
barter	darter	0.8333333333333334	0.0
barter	garter	0.8333333333333334	0.0
basidium	hasidism	0.75	0.0
basset	cabasset	0.75	0.0
basset	tasset	0.8333333333333334	0.0
bastardy	bustard	0.75	0.0
baster	easter	0.8333333333333334	0.0
bastille	pastille	0.875	0.0
basting	feasting	0.75	0.0
basuco	basuto	0.8333333333333334	0.0
bathing	batwing	0.8571428571428572	0.0
bavaria	calvaria	0.75	0.0
bawling	beagling	0.75	0.0
bdellium	belgium	0.75	0.0
beading	beagling	0.75	0.0
beading	beheading	0.7777777777777778	0.0
beading	bleeding	0.75	0.0
beading	blending	0.75	0.0
beagling	belling	0.75	0.0
beagling	healing	0.75	0.0
beagling	yearling	0.75	0.0
beaker	beaner	0.8333333333333334	0.0
beanie	bennie	0.8333333333333334	0.0
beatrice	brattice	0.75	0.0
begging	legging	0.8571428571428572	0.0
belgique	bezique	0.75	0.0
belling	bellini	0.8571428571428572	0.0
belling	bullring	0.75	0.0
belling	dwelling	0.75	0.0
belling	shelling	0.75	0.0
benison	venison	0.8571428571428572	0.0
berating	boating	0.75	0.0
berating	bracing	0.75	0.0
berating	ceratin	0.75	0.0
berating	grating	0.75	0.0
berating	keratin	0.75	0.0
berberis	cerberus	0.75	0.0
beriberi	bribery	0.75	0.0
berlin	merlin	0.8333333333333334	0.0
berliner	jetliner	0.75	0.0
berliner	recliner	0.75	0.0
berretta	egretta	0.75	0.0
bestiary	tertiary	0.75	0.0
bicker	kicker	0.8333333333333334	0.0
bicker	ticker	0.8333333333333334	0.0
bicker	wicker	0.8333333333333334	0.0
billing	brisling	0.75	0.0
billing	milling	0.8571428571428572	0.0
billing	trilling	0.75	0.0
billow	willow	0.8333333333333334	0.0
bingle	dingle	0.8333333333333334	0.0
birchbark	birthmark	0.7777777777777778	0.0
birling	brisling	0.75	0.0
birling	hireling	0.75	0.0
bismarck	bismark	0.875	0.0
bitchery	hatchery	0.75	0.0
bitchery	stitchery	0.7777777777777778	0.0
bitewing	brewing	0.75	0.0
bitewing	stewing	0.75	0.0
bitewing	viewing	0.75	0.0
bittern	cittern	0.8571428571428572	0.0
blacking	blaring	0.75	0.0
blacking	blazing	0.75	0.0
blacking	blocking	0.875	0.0
blacking	bracing	0.75	0.0
blacking	clucking	0.75	0.0
blacking	slacking	0.875	0.0
blacking	smacking	0.75	0.0
blacking	tacking	0.75	0.0
blacking	tracking	0.75	0.0
blacking	whacking	0.75	0.0
blaring	blazing	0.8571428571428572	0.0
blaster	pilaster	0.75	0.0
blastoff	blastoma	0.75	0.0
blazer	glazer	0.8333333333333334	0.0
bleeding	blending	0.875	0.0
bleeding	speeding	0.75	0.0
blender	blunder	0.8571428571428572	0.0
blending	blinking	0.75	0.0
blether	fletcher	0.75	0.0
blight	slight	0.8333333333333334	0.0
blinder	blunder	0.8571428571428572	0.0
blinking	blocking	0.75	0.0
blinking	bringing	0.75	0.0
blizzard	buzzard	0.75	0.0
blizzard	gizzard	0.75	0.0
blocking	lockring	0.75	0.0
blocking	smocking	0.75	0.0
blolly	loblolly	0.75	0.0
blooming	flooding	0.75	0.0
blooper	looper	0.8571428571428572	0.0
blower	glower	0.8333333333333334	0.0
blowing	bluewing	0.75	0.0
blowing	plowing	0.8571428571428572	0.0
bludgeon	dudgeon	0.75	0.0
bludgeon	gudgeon	0.75	0.0
bluewing	brewing	0.75	0.0
blunder	flounder	0.75	0.0
boating	gloating	0.75	0.0
boating	loathing	0.75	0.0
bobbin	dobbin	0.8333333333333334	0.0
bobble	cobble	0.8333333333333334	0.0
boding	boxing	0.8333333333333334	0.0
bogeyman	bozeman	0.75	0.0
boldface	boniface	0.75	0.0
boltonia	kolonia	0.75	0.0
bombax	bombay	0.8333333333333334	0.0
bonelet	rondelet	0.75	0.0
boodle	doodle	0.8333333333333334	0.0
boodle	poodle	0.8333333333333334	0.0
boogie	bootie	0.8333333333333334	0.0
booker	cooker	0.8333333333333334	0.0
bootlace	footrace	0.75	0.0
boozing	brooding	0.75	0.0
boredom	whoredom	0.75	0.0
boring	goring	0.8333333333333334	0.0
borodino	sordino	0.75	0.0
botulism	oculism	0.75	0.0
botulism	populism	0.75	0.0
botulism	totalism	0.75	0.0
bouffe	pouffe	0.8333333333333334	0.0
bourgogne	burgoyne	0.7777777777777778	0.0
bouvines	bovine	0.75	0.0
bowery	dowery	0.8333333333333334	0.0
bracing	bragging	0.75	0.0
bracing	braising	0.75	0.0
bracing	branching	0.7777777777777778	0.0
bracing	branding	0.75	0.0
bracing	breaking	0.75	0.0
bracing	embracing	0.7777777777777778	0.0
bracing	racing	0.8571428571428572	0.0
bracing	tracking	0.75	0.0
bracket	brocket	0.8571428571428572	0.0
bragging	braiding	0.75	0.0
braiding	braising	0.875	0.0
braiding	branding	0.875	0.0
braiding	broiling	0.75	0.0
braiding	grading	0.75	0.0
braiding	graining	0.75	0.0
braiding	riding	0.75	0.0
braiding	trading	0.75	0.0
braiding	trailing	0.75	0.0
braising	brisling	0.75	0.0
braising	railing	0.75	0.0
braising	raisin	0.75	0.0
bramble	preamble	0.75	0.0
bramble	ramble	0.8571428571428572	0.0
bramble	scramble	0.75	0.0
brambling	gambling	0.7777777777777778	0.0
brambling	grumbling	0.7777777777777778	0.0
brambling	rumbling	0.7777777777777778	0.0
brambling	shambling	0.7777777777777778	0.0
brambling	trampling	0.7777777777777778	0.0
brambling	trembling	0.7777777777777778	0.0
branching	ranching	0.8888888888888888	0.0
brasenia	brasilia	0.75	0.0
brasilia	brassia	0.75	0.0
breccia	brescia	0.8571428571428572	0.0
breviary	brevity	0.75	0.0
brewing	forewing	0.75	0.0
brewing	screwing	0.75	0.0
brewing	strewing	0.75	0.0
briefing	brisling	0.75	0.0
bringing	brisling	0.75	0.0
bringing	ringling	0.75	0.0
brioche	britches	0.75	0.0
brisling	broiling	0.75	0.0
brisling	brushing	0.75	0.0
brisling	drilling	0.75	0.0
brisling	frisking	0.75	0.0
brisling	grilling	0.75	0.0
brisling	quisling	0.75	0.0
brisling	rifling	0.75	0.0
brisling	trifling	0.75	0.0
brocket	brooklet	0.75	0.0
brocket	crocket	0.8571428571428572	0.0
brocket	sprocket	0.75	0.0
broiling	railing	0.75	0.0
bromberg	romberg	0.875	0.0
brooding	flooding	0.75	0.0
brooding	grooving	0.75	0.0
bruise	cruise	0.8333333333333334	0.0
brumaire	brummie	0.75	0.0
brumaire	drumfire	0.75	0.0
brummagem	rummage	0.7777777777777778	0.0
brushing	cushing	0.75	0.0
brushing	rusting	0.75	0.0
buceros	buckeroo	0.75	0.0
bucharest	eucharist	0.7777777777777778	0.0
buckler	knuckler	0.75	0.0
budding	scudding	0.75	0.0
bufferin	buffeting	0.7777777777777778	0.0
bugger	lugger	0.8333333333333334	0.0
bugger	rugger	0.8333333333333334	0.0
buggery	jugglery	0.75	0.0
buggery	thuggery	0.75	0.0
bullet	gullet	0.8333333333333334	0.0
bullet	pullet	0.8333333333333334	0.0
bulletin	mullein	0.75	0.0
bullring	bullying	0.875	0.0
bummer	bumper	0.8333333333333334	0.0
bundling	cuddling	0.75	0.0
bundling	fondling	0.75	0.0
bundling	foundling	0.7777777777777778	0.0
bunfight	gunsight	0.75	0.0
bunfight	sunlight	0.75	0.0
bunting	punting	0.8571428571428572	0.0
bunting	stunting	0.75	0.0
bunting	taunting	0.75	0.0
burette	tourette	0.75	0.0
burglary	bursary	0.75	0.0
burnish	burrfish	0.75	0.0
burnup	turnup	0.8333333333333334	0.0
burundi	burunduki	0.7777777777777778	0.0
bushing	cushing	0.8571428571428572	0.0
bustard	custard	0.8571428571428572	0.0
cabernet	cabinet	0.75	0.0
cabman	caiman	0.8333333333333334	0.0
cabriolet	capriole	0.7777777777777778	0.0
cackle	mackle	0.8333333333333334	0.0
cadaster	canister	0.75	0.0
cadence	clarence	0.75	0.0
caduceus	calceus	0.75	0.0
caduceus	caucus	0.75	0.0
caecilian	castilian	0.7777777777777778	0.0
cajolery	caroler	0.75	0.0
calaba	calabria	0.75	0.0
calabria	calabura	0.75	0.0
calabria	calvaria	0.75	0.0
calabria	malaria	0.75	0.0
caladenia	catamenia	0.7777777777777778	0.0
calamint	calamity	0.75	0.0
calamint	calming	0.75	0.0
calcaneus	calceus	0.7777777777777778	0.0
calcination	vaccination	0.8181818181818181	0.0
calcination	vaticination	0.75	0.0
calderon	chaldron	0.75	0.0
caldron	chaldron	0.875	0.0
calfskin	calkin	0.75	0.0
california	salicornia	0.8	0.0
callback	calpack	0.75	0.0
calling	catling	0.8571428571428572	0.0
calliope	cassiope	0.75	0.0
calliper	collier	0.75	0.0
calque	casque	0.8333333333333334	0.0
calvados	salvador	0.75	0.0
calvaria	talaria	0.75	0.0
calvinism	galvanism	0.7777777777777778	0.0
calypter	clyster	0.75	0.0
camarilla	cascarilla	0.8	0.0
camarilla	tamarillo	0.7777777777777778	0.0
camelina	hamelin	0.75	0.0
campaign	campion	0.75	0.0
camper	scamper	0.8571428571428572	0.0
campfire	samphire	0.75	0.0
camping	campong	0.8571428571428572	0.0
cananga	kananga	0.8571428571428572	0.0
canberra	cranberry	0.7777777777777778	0.0
cancan	cancun	0.8333333333333334	0.0
cancroid	centroid	0.75	0.0
canella	capsella	0.75	0.0
canicula	sanicula	0.875	0.0
canicule	panicle	0.75	0.0
caning	caring	0.8333333333333334	0.0
caning	chanting	0.75	0.0
caning	cleaning	0.75	0.0
caning	waning	0.8333333333333334	0.0
canister	canter	0.75	0.0
cannibal	carnival	0.75	0.0
cannula	clangula	0.75	0.0
canonisation	carbonisation	0.8461538461538461	0.0
canonisation	carbonization	0.7692307692307692	0.0
canonization	carbonisation	0.7692307692307692	0.0
canonization	carbonization	0.8461538461538461	0.0
canter	carter	0.8333333333333334	0.0
canter	chanter	0.8571428571428572	0.0
canter	ranter	0.8333333333333334	0.0
canticle	centile	0.75	0.0
canticle	cuticle	0.75	0.0
canticle	denticle	0.75	0.0
canticle	panicle	0.75	0.0
canticle	pantile	0.75	0.0
canticle	sanicle	0.75	0.0
cantle	cattle	0.8333333333333334	0.0
caplin	chaplain	0.75	0.0
capone	capote	0.8333333333333334	0.0
caprella	carrell	0.75	0.0
caption	cation	0.8571428571428572	0.0
carabineer	karabiner	0.8	0.0
carabiner	carabinier	0.9	0.0
carabiner	carbineer	0.7777777777777778	0.0
carabinier	karabiner	0.8	0.0
caracal	caracas	0.8571428571428572	0.0
caracas	coracias	0.75	0.0
carafate	carfare	0.75	0.0
caragana	caravan	0.75	0.0
carageen	careen	0.75	0.0
carangid	paranoid	0.75	0.0
carbide	curbside	0.75	0.0
carboloy	garbology	0.7777777777777778	0.0
carbonisation	colonisation	0.7692307692307692	0.0
carbonization	colonization	0.7692307692307692	0.0
carcinoid	cardioid	0.7777777777777778	0.0
cardhouse	carouse	0.7777777777777778	0.0
cardhouse	carthorse	0.7777777777777778	0.0
carfare	scarface	0.75	0.0
carillon	papillon	0.75	0.0
carinate	carnage	0.75	0.0
carinate	marinade	0.75	0.0
carinate	variate	0.75	0.0
caring	carting	0.8571428571428572	0.0
carissa	charisma	0.75	0.0
carlina	caroling	0.75	0.0
carmaker	partaker	0.75	0.0
carnage	carnegie	0.75	0.0
carnage	carriage	0.75	0.0
carnage	cartage	0.8571428571428572	0.0
carnage	carthage	0.75	0.0
caroling	carotin	0.75	0.0
caroling	catling	0.75	0.0
caroling	marbling	0.75	0.0
carousal	carousel	0.875	0.0
carousal	carrousel	0.7777777777777778	0.0
carouse	cathouse	0.75	0.0
carouse	larousse	0.75	0.0
carpal	carpel	0.8333333333333334	0.0
carpeting	carting	0.7777777777777778	0.0
cartage	carthage	0.875	0.0
cartage	cartilage	0.7777777777777778	0.0
carthage	cartilage	0.7777777777777778	0.0
carthorse	cathouse	0.7777777777777778	0.0
carting	farting	0.8571428571428572	0.0
cartouch	crouch	0.75	0.0
cascara	cashcard	0.75	0.0
casement	easement	0.875	0.0
casing	castling	0.75	0.0
casque	masque	0.8333333333333334	0.0
castanea	castanets	0.7777777777777778	0.0
castilleia	castillian	0.8	0.0
castle	cattle	0.8333333333333334	0.0
castling	catling	0.875	0.0
castling	coastline	0.7777777777777778	0.0
castling	gatling	0.75	0.0
castling	scantling	0.7777777777777778	0.0
castration	masturbation	0.75	0.0
catalectic	cataleptic	0.9	0.0
cataplasia	cataplasm	0.8	0.0
catching	catechin	0.75	0.0
catching	catling	0.75	0.0
catchword	patchcord	0.7777777777777778	0.0
catering	catling	0.75	0.0
cathari	catharsis	0.7777777777777778	0.0
cathari	cathartid	0.7777777777777778	0.0
catharsis	cathartes	0.7777777777777778	0.0
catharsis	cathartid	0.7777777777777778	0.0
cation	vacation	0.75	0.0
catling	caulking	0.75	0.0
catling	crawling	0.75	0.0
catling	rattling	0.75	0.0
cattle	tattle	0.8333333333333334	0.0
cauldron	chaldron	0.75	0.0
caulking	hauling	0.75	0.0
caulking	walking	0.75	0.0
cauterisation	factorisation	0.7692307692307692	0.0
cauterization	factorization	0.7692307692307692	0.0
caviller	chiller	0.75	0.0
ceaselessness	eyelessness	0.7692307692307692	0.0
cellaret	claret	0.75	0.0
cemetery	demeter	0.75	0.0
centare	centaury	0.75	0.0
centaury	century	0.875	0.0
centile	centriole	0.7777777777777778	0.0
centrifugation	gentrification	0.7857142857142857	0.0
cerberus	cereus	0.75	0.0
ceremony	cremona	0.75	0.0
cereus	nereus	0.8333333333333334	0.0
cerulean	cerumen	0.75	0.0
cesarean	cetacean	0.75	0.0
cetraria	etruria	0.75	0.0
chaeta	chahta	0.8333333333333334	0.0
chagatai	chapati	0.75	0.0
chagatai	chapatti	0.75	0.0
chagatai	chigetai	0.75	0.0
chaise	chasse	0.8333333333333334	0.0
chaldron	chamfron	0.75	0.0
chaldron	chanfron	0.75	0.0
chaldron	charon	0.75	0.0
chaldron	hadron	0.75	0.0
chamomile	chamosite	0.7777777777777778	0.0
chancery	chancre	0.75	0.0
chandelier	chandelle	0.8	0.0
chanter	chapter	0.8571428571428572	0.0
chanter	charter	0.8571428571428572	0.0
chanter	chatter	0.8571428571428572	0.0
chanting	panting	0.75	0.0
chanting	shantung	0.75	0.0
charades	rhagades	0.75	0.0
charcot	chariot	0.8571428571428572	0.0
chariness	harness	0.7777777777777778	0.0
charivari	harikari	0.7777777777777778	0.0
chartism	chrism	0.75	0.0
chastening	christening	0.8181818181818181	0.0
cheating	creatin	0.75	0.0
cheating	creatine	0.75	0.0
cheating	eating	0.75	0.0
cheating	heading	0.75	0.0
cheating	sheathing	0.7777777777777778	0.0
cheating	sheeting	0.75	0.0
cheering	cheewink	0.75	0.0
cheering	shearing	0.75	0.0
cheewink	chewing	0.75	0.0
chemakum	chimakum	0.875	0.0
cheremis	pheresis	0.75	0.0
chewing	screwing	0.75	0.0
chicha	chitchat	0.75	0.0
childishness	cliquishness	0.75	0.0
chiller	chiseler	0.75	0.0
chiller	chiseller	0.7777777777777778	0.0
chiller	schiller	0.875	0.0
chiller	thriller	0.75	0.0
chilling	tilling	0.75	0.0
chinchona	chishona	0.7777777777777778	0.0
chirpiness	choppiness	0.8	0.0
chlorate	chorale	0.75	0.0
choline	chopine	0.8571428571428572	0.0
chomping	chopine	0.75	0.0
chomping	coping	0.75	0.0
choppiness	happiness	0.8	0.0
chorale	chordate	0.75	0.0
chungking	chunking	0.8888888888888888	0.0
chungking	clunking	0.7777777777777778	0.0
chyloderma	heloderma	0.8	0.0
chyloderma	hypoderma	0.8	0.0
cisterna	cittern	0.75	0.0
cistron	citron	0.8571428571428572	0.0
cither	dither	0.8333333333333334	0.0
civics	civies	0.8333333333333334	0.0
clabber	clamber	0.8571428571428572	0.0
cladding	plodding	0.75	0.0
clamber	clumber	0.8571428571428572	0.0
clamor	claymore	0.75	0.0
clanger	cleanser	0.75	0.0
clanger	colander	0.75	0.0
clangour	langur	0.75	0.0
clannishness	prankishness	0.75	0.0
clapping	lapwing	0.75	0.0
clarence	florence	0.75	0.0
claret	clarinet	0.75	0.0
clarification	claudication	0.7692307692307692	0.0
classwork	glasswort	0.7777777777777778	0.0
claudication	eradication	0.75	0.0
cleaner	cleaver	0.8571428571428572	0.0
cleanser	cleaver	0.75	0.0
cleanser	leander	0.75	0.0
cleaver	leaver	0.8571428571428572	0.0
cleistes	cloister	0.75	0.0
cleistes	leister	0.75	0.0
clerisy	pleurisy	0.75	0.0
climbing	limning	0.75	0.0
climbing	limping	0.75	0.0
clipping	limping	0.75	0.0
cliquishness	liquidness	0.75	0.0
clocking	cloning	0.75	0.0
clocking	lockring	0.75	0.0
cloister	clyster	0.75	0.0
cloister	glister	0.75	0.0
cloning	clothing	0.75	0.0
cloning	clouding	0.75	0.0
clonus	cronus	0.8333333333333334	0.0
closeout	closet	0.75	0.0
closeout	closeup	0.75	0.0
clouding	flooding	0.75	0.0
clowning	glowing	0.75	0.0
clubbing	curbing	0.75	0.0
clubbing	dubbing	0.75	0.0
clumber	plumbery	0.75	0.0
clumber	slumber	0.8571428571428572	0.0
clumping	limping	0.75	0.0
cluster	custer	0.8571428571428572	0.0
coaching	cochin	0.75	0.0
coalescence	opalescence	0.8181818181818181	0.0
coaming	coaxing	0.8571428571428572	0.0
coaming	coming	0.8571428571428572	0.0
coaming	gloaming	0.75	0.0
coatrack	contract	0.75	0.0
cobble	gobble	0.8333333333333334	0.0
cobbling	codling	0.75	0.0
cobbling	cowling	0.75	0.0
cocaine	cockaigne	0.7777777777777778	0.0
cocker	cooker	0.8333333333333334	0.0
cocker	locker	0.8333333333333334	0.0
codger	conger	0.8333333333333334	0.0
codiaeum	coliseum	0.75	0.0
coding	codling	0.8571428571428572	0.0
codling	cooling	0.8571428571428572	0.0
codling	coupling	0.75	0.0
codling	cowling	0.8571428571428572	0.0
codling	cuddling	0.75	0.0
