w1	w2	editsim
abetalipoproteinemia	hypolipoproteinemia	0.75
abetalipoproteinemia	hyperbetalipoproteinemia	0.7916666666666666
abetalipoproteinemia	hypobetalipoproteinemia	0.8260869565217391
abetment	averment	0.75
abetment	abutment	0.875
abetter	abettor	0.8571428571428572
abetter	abutter	0.8571428571428572
abetter	better	0.8571428571428572
abettor	bettor	0.8571428571428572
abeyance	abidance	0.75
abhorrer	absorber	0.75
abidance	abience	0.75
abidance	ambiance	0.75
abidance	guidance	0.75
abidance	voidance	0.75
abidance	abundance	0.7777777777777778
abidance	avoidance	0.7777777777777778
abience	ambiance	0.75
abience	audience	0.75
abience	patience	0.75
abience	salience	0.75
abience	sapience	0.75
abience	absence	0.8571428571428572
abience	adience	0.8571428571428572
abience	ambience	0.875
ability	debility	0.75
ability	facility	0.75
ability	mobility	0.75
ability	nobility	0.75
ability	rabidity	0.75
ability	arability	0.7777777777777778
ability	inability	0.7777777777777778
ability	liability	0.7777777777777778
ability	stability	0.7777777777777778
ability	usability	0.7777777777777778
ability	viability	0.7777777777777778
ability	agility	0.8571428571428572
abiogenesis	agamogenesis	0.75
abiogenesis	amelogenesis	0.75
abiogenesis	androgenesis	0.75
abiogenesis	caenogenesis	0.75
abiogenesis	cainogenesis	0.75
abiogenesis	haemogenesis	0.75
abiogenesis	kainogenesis	0.75
abiogenesis	palingenesis	0.75
abiogenesis	pathogenesis	0.75
abiogenesis	autogenesis	0.8181818181818181
abiogenesis	angiogenesis	0.8333333333333334
abiogenesis	biogenesis	0.9090909090909091
abiotrophy	amyotrophy	0.8
abjection	advection	0.7777777777777778
abjection	affection	0.7777777777777778
abjection	dejection	0.7777777777777778
abjection	ejection	0.7777777777777778
abjection	injection	0.7777777777777778
abjection	rejection	0.7777777777777778
abjection	abreaction	0.8
abjection	subjection	0.8
abjection	objection	0.8888888888888888
abjuration	objurgation	0.8181818181818181
abjuration	adjuration	0.9
abjurer	labourer	0.75
abkhas	abkhaz	0.8333333333333334
abkhasian	abkhazia	0.7777777777777778
abkhasian	abkhazian	0.8888888888888888
abkhaz	abkhazia	0.75
abkhazia	abkhazian	0.8888888888888888
ablactation	lactation	0.8181818181818181
ablation	ablative	0.75
ablation	abortion	0.75
ablation	abrasion	0.75
ablation	aeration	0.75
ablation	agnation	0.75
ablation	aviation	0.75
ablation	dilation	0.75
ablation	elation	0.75
ablation	illation	0.75
ablation	relation	0.75
ablation	abolition	0.7777777777777778
ablation	acylation	0.7777777777777778
ablation	adulation	0.7777777777777778
ablation	lallation	0.7777777777777778
ablation	ambulation	0.8
ablation	tabulation	0.8
ablation	ablution	0.875
ablation	oblation	0.875
ablative	abrasive	0.75
ablative	relative	0.75
ableism	ablism	0.8571428571428572
ablism	cabalism	0.75
ablution	abortion	0.75
ablution	abutilon	0.75
ablution	allusion	0.75
ablution	alluvion	0.75
ablution	dilution	0.75
ablution	elution	0.75
ablution	oblation	0.75
ablution	solution	0.75
ablution	volution	0.75
ablution	abolition	0.7777777777777778
ablution	abruption	0.7777777777777778
ablution	absolution	0.8
abnegation	abnegator	0.8
abnegation	abrogation	0.8
abnegation	allegation	0.8
abnegation	annexation	0.8
abnegation	negation	0.8
abnegator	abrogator	0.7777777777777778
abnormalcy	normalcy	0.8
abnormalcy	abnormality	0.8181818181818181
abnormality	normality	0.8181818181818181
abnormality	subnormality	0.8333333333333334
abocclusion	occlusion	0.8181818181818181
abocclusion	malocclusion	0.8333333333333334
abolishment	admonishment	0.75
abolishment	astonishment	0.75
abolition	abolitionism	0.75
abolition	abolitionist	0.75
abolition	abortion	0.7777777777777778
abolition	volition	0.7777777777777778
abolition	absolution	0.8
abolitionism	abortionist	0.75
abolitionism	evolutionism	0.75
abolitionism	isolationism	0.75
abolitionism	abolitionist	0.9166666666666666
abolitionist	evolutionist	0.75
abolitionist	isolationist	0.75
abolitionist	abortionist	0.8333333333333334
abomasum	omasum	0.75
abomination	denomination	0.75
abomination	abominator	0.8181818181818181
abomination	atomisation	0.8181818181818181
abomination	atomization	0.8181818181818181
abomination	bombination	0.8181818181818181
abomination	domination	0.8181818181818181
abomination	nomination	0.8181818181818181
abominator	nominator	0.8
aboriginal	aborigine	0.8
aboriginal	original	0.8
abortion	adoption	0.75
abortion	portion	0.75
abortion	adoration	0.7777777777777778
abortion	absorption	0.8
abortionist	accordionist	0.75
abortionist	extortionist	0.75
aboulia	abulia	0.8571428571428572
abrachia	agraphia	0.75
abrachia	arachis	0.75
abrachia	branchia	0.75
abrachia	batrachia	0.7777777777777778
abrader	abridger	0.75
abrader	labrador	0.75
abrasion	abrasive	0.75
abrasion	aeration	0.75
abrasion	afrasian	0.75
abrasiveness	adhesiveness	0.75
abrasiveness	allusiveness	0.75
abrasiveness	amativeness	0.75
abrasiveness	braveness	0.75
abrasiveness	evasiveness	0.75
abrasiveness	obtrusiveness	0.7692307692307692
abrasiveness	pervasiveness	0.7692307692307692
abreaction	reaction	0.8
abridgement	abridgment	0.9090909090909091
abridger	bridge	0.75
abridger	bridges	0.75
abridger	bridget	0.75
abrocoma	acrocomia	0.7777777777777778
abrocoma	abrocome	0.875
abrocome	acrosome	0.75
abrogation	abrogator	0.8
abrogation	derogation	0.8
abrogation	rogation	0.8
abrogation	subrogation	0.8181818181818181
abrogation	arrogation	0.9
abrogator	astrogator	0.8
abrogator	arrogator	0.8888888888888888
abronia	ambrosia	0.75
abruption	eruption	0.7777777777777778
abruption	irruption	0.7777777777777778
abscess	abscissa	0.75
abscission	rescission	0.8
abscission	scission	0.8
absconder	ascender	0.7777777777777778
abseil	abseiler	0.75
absence	absentee	0.75
absence	ambience	0.75
absentee	absinthe	0.75
absentee	assenter	0.75
absinth	absinthe	0.875
absolute	solute	0.75
absoluteness	abstruseness	0.75
absoluteness	astuteness	0.75
absoluteness	dissoluteness	0.7692307692307692
absoluteness	obsoleteness	0.8333333333333334
absoluteness	resoluteness	0.8333333333333334
absolution	absolutism	0.8
absolution	absolutist	0.8
absolution	absorption	0.8
absolution	resolution	0.8
absolution	solution	0.8
absolutism	absolutist	0.9
absolver	absorber	0.75
absolver	solver	0.75
absorbance	absorbate	0.8
absorbance	absorbency	0.8
absorbance	absorptance	0.8181818181818181
absorbate	sorbate	0.7777777777777778
absorbate	adsorbate	0.8888888888888888
absorbency	nonabsorbency	0.7692307692307692
absorbency	absorbent	0.8
absorbent	absorber	0.7777777777777778
absorbent	sorbent	0.7777777777777778
absorbent	adsorbent	0.8888888888888888
absorption	malabsorption	0.7692307692307692
absorption	desorption	0.8
absorption	resorption	0.8
absorption	sorption	0.8
absorption	reabsorption	0.8333333333333334
absorption	adsorption	0.9
abstainer	stainer	0.7777777777777778
abstainer	sustainer	0.7777777777777778
abstention	attention	0.8
abstention	distention	0.8
abstention	obtention	0.8
abstinence	abstinent	0.8
abstinence	obstinance	0.8
abstract	abstracter	0.8
abstract	abstractor	0.8
abstractedness	abstractness	0.8571428571428572
abstracter	abstractness	0.75
abstracter	attracter	0.8
abstracter	obstructer	0.8
abstracter	abstractor	0.9
abstraction	abstractionism	0.7857142857142857
abstraction	abstractionist	0.7857142857142857
abstraction	abstractor	0.8181818181818181
abstraction	attraction	0.8181818181818181
abstraction	distraction	0.8181818181818181
abstraction	obstruction	0.8181818181818181
abstractionism	obstructionist	0.7857142857142857
abstractionism	obstructionism	0.8571428571428572
abstractionism	abstractionist	0.9285714285714286
abstractionist	obstructionism	0.7857142857142857
abstractionist	obstructionist	0.8571428571428572
abstractness	abstruseness	0.75
abstractness	strictness	0.75
abstractor	attractor	0.8
abstractor	obstructor	0.8
abstruseness	astuteness	0.75
abstruseness	obtuseness	0.75
absurdness	assuredness	0.8181818181818181
abulia	apulia	0.8333333333333334
abuser	ambusher	0.75
abutment	hutment	0.75
abutter	rebutter	0.75
abutter	butter	0.8571428571428572
abyssinia	abyssinian	0.9
acacia	acadia	0.8333333333333334
academe	academia	0.75
academe	academic	0.75
academe	academy	0.8571428571428572
academia	academy	0.75
academia	acadia	0.75
academia	anaemia	0.75
academia	academism	0.7777777777777778
academia	macadamia	0.7777777777777778
academia	academic	0.875
academia	acidemia	0.875
academic	academy	0.75
academic	acidemia	0.75
academic	academism	0.7777777777777778
academician	academicism	0.8181818181818181
academicism	academism	0.8181818181818181
acadia	arcadian	0.75
acadia	acedia	0.8333333333333334
acadia	acadian	0.8571428571428572
acadia	acardia	0.8571428571428572
acadia	arcadia	0.8571428571428572
acadian	akkadian	0.75
acadian	ascidian	0.75
acadian	canadian	0.75
acadian	arcadian	0.875
acantha	acanthus	0.75
acantha	acanthoma	0.7777777777777778
acanthaceae	loranthaceae	0.75
acanthaceae	amaranthaceae	0.7692307692307692
acanthaceae	hyacinthaceae	0.7692307692307692
acanthaceae	calycanthaceae	0.7857142857142857
acanthisitta	acanthisittidae	0.8
acanthocephala	acanthocephalan	0.9333333333333333
acanthocytosis	acantholysis	0.7857142857142857
acantholysis	acanthophis	0.75
acantholysis	acanthosis	0.8333333333333334
acanthoma	xanthoma	0.7777777777777778
acanthophis	acanthosis	0.8181818181818181
acanthopterygian	acanthopterygii	0.875
acanthosis	xanthosis	0.8
acanthurus	acanthus	0.8
acanthus	anthus	0.75
acanthus	dianthus	0.75
acanthus	ailanthus	0.7777777777777778
acanthus	oecanthus	0.7777777777777778
acanthus	canthus	0.875
acaracide	acaricide	0.8888888888888888
acardia	hazardia	0.75
acardia	ascaridia	0.7777777777777778
acardia	cardia	0.8571428571428572
acariasis	acaridiasis	0.8181818181818181
acariasis	acariosis	0.8888888888888888
acariasis	ascariasis	0.9
acaricide	scabicide	0.7777777777777778
acarid	acaridae	0.75
acaridae	acarina	0.75
acaridae	acarine	0.75
acaridae	agamidae	0.75
acaridae	akeridae	0.75
acaridae	anatidae	0.75
acaridae	canidae	0.75
acaridae	laridae	0.75
acaridae	paridae	0.75
acaridae	sparidae	0.75
acaridae	sciaridae	0.7777777777777778
acaridae	scaridae	0.875
acaridae	ascaridae	0.8888888888888888
acarina	acarine	0.8571428571428572
acarina	carina	0.8571428571428572
acarina	ocarina	0.8571428571428572
acarine	atabrine	0.75
acariosis	anabiosis	0.7777777777777778
acariosis	ascariasis	0.8
acarophobia	ailurophobia	0.75
acarophobia	satanophobia	0.75
acarophobia	androphobia	0.8181818181818181
acarophobia	acrophobia	0.9090909090909091
acarus	acorus	0.8333333333333334
acarus	icarus	0.8333333333333334
acaryote	caryota	0.75
acaryote	eucaryote	0.7777777777777778
acaryote	akaryote	0.875
acatalectic	cataleptic	0.8181818181818181
acatalectic	catalectic	0.9090909090909091
acataphasia	cataplasia	0.8181818181818181
acataphasia	cataphasia	0.9090909090909091
acathexia	cachexia	0.7777777777777778
acathexia	cathexis	0.7777777777777778
acathexia	acathexis	0.8888888888888888
acathexis	cathexis	0.8888888888888888
accelerando	acceleration	0.75
acceleration	accentuation	0.75
acceleration	acceptation	0.75
acceleration	acclamation	0.75
acceleration	acclimation	0.75
acceleration	asseveration	0.75
acceleration	celebration	0.75
acceleration	acculturation	0.7692307692307692
acceleration	accelerator	0.8333333333333334
acceleration	deceleration	0.8333333333333334
accelerometer	sclerometer	0.7692307692307692
accent	accentor	0.75
accent	accident	0.75
accent	ascent	0.8333333333333334
accenting	ascending	0.7777777777777778
accenting	assenting	0.7777777777777778
accenting	accounting	0.8
accentor	ancestor	0.75
accentor	acceptor	0.875
accentuation	actuation	0.75
accentuation	attenuation	0.75
accentuation	acculturation	0.7692307692307692
accentuation	acceptation	0.8333333333333334
acceptability	accessibility	0.7692307692307692
acceptability	adaptability	0.7692307692307692
acceptability	accountability	0.7857142857142857
acceptability	unacceptability	0.8666666666666667
acceptableness	unacceptableness	0.875
acceptance	nonacceptance	0.7692307692307692
acceptation	disceptation	0.75
acceptation	accreditation	0.7692307692307692
acceptor	ancestor	0.75
acceptor	receptor	0.75
accessary	necessary	0.7777777777777778
accessary	accessory	0.8888888888888888
accessibility	admissibility	0.7692307692307692
accessibility	inaccessibility	0.8666666666666667
accession	ascension	0.7777777777777778
accession	cession	0.7777777777777778
accession	recession	0.7777777777777778
accession	secession	0.7777777777777778
accession	succession	0.8
accidence	accident	0.7777777777777778
accidence	incidence	0.7777777777777778
accident	ancient	0.75
accident	incident	0.75
accident	accidental	0.8
accident	occident	0.875
accidental	incidental	0.8
accidental	occidental	0.9
acclamation	amalgamation	0.75
acclamation	proclamation	0.75
acclamation	declamation	0.8181818181818181
acclamation	exclamation	0.8181818181818181
acclamation	reclamation	0.8181818181818181
acclamation	acclimation	0.9090909090909091
acclimation	facilitation	0.75
acclimatisation	acclimatization	0.9333333333333333
acclivity	activity	0.7777777777777778
acclivity	declivity	0.7777777777777778
accommodation	accommodator	0.8461538461538461
accompaniment	accompanist	0.7692307692307692
accompanist	accompanyist	0.9166666666666666
accomplishment	nonaccomplishment	0.8235294117647058
accordion	accordionist	0.75
accouchement	accouterment	0.75
accouchement	accruement	0.75
accouchement	avouchment	0.75
accouchement	accoutrement	0.8333333333333334
accoucheur	accoucheuse	0.8181818181818181
accountancy	accountant	0.8181818181818181
accountant	accounting	0.8
accounting	counting	0.8
accounting	recounting	0.8
accouterment	accruement	0.75
accouterment	accoutrement	0.8333333333333334
accoutrement	accruement	0.75
accoutrement	acquirement	0.75
accreditation	crepitation	0.7692307692307692
accreditation	decrepitation	0.7692307692307692
accretion	excretion	0.7777777777777778
accretion	secretion	0.7777777777777778
acculturation	accumulation	0.7692307692307692
acculturation	adulteration	0.7692307692307692
acculturation	occultation	0.7692307692307692
acculturation	enculturation	0.8461538461538461
accumulation	accusation	0.75
accumulation	accumulator	0.8333333333333334
accumulation	cumulation	0.8333333333333334
accuracy	curacy	0.75
accuracy	inaccuracy	0.8
accusation	accusative	0.8
accusation	actuation	0.8
accusation	causation	0.8
accusation	occupation	0.8
accusation	recusation	0.8
accused	accuser	0.8571428571428572
acephalia	anencephalia	0.75
acephalia	acephaly	0.7777777777777778
acephalia	acephalism	0.8
aceraceae	araceae	0.7777777777777778
aceraceae	arecaceae	0.7777777777777778
aceraceae	asteraceae	0.8
aceraceae	acoraceae	0.8888888888888888
acetal	acetyl	0.8333333333333334
acetanilid	acetanilide	0.9090909090909091
acetonemia	acetonuria	0.8
acetonemia	ketonemia	0.8
acetonuria	alcaptonuria	0.75
acetonuria	ketonuria	0.8
acetophenetidin	acetphenetidin	0.9333333333333333
acetylation	acylation	0.8181818181818181
acetylene	oxyacetylene	0.75
achaea	actaea	0.8333333333333334
achaea	achaean	0.8571428571428572
achaean	achaian	0.8571428571428572
achene	athene	0.8333333333333334
acheron	acheson	0.8571428571428572
acheson	adhesion	0.75
achievability	believability	0.7692307692307692
achievement	nonachievement	0.7857142857142857
achiever	cheever	0.75
achillea	chiller	0.75
achillea	schiller	0.75
achillea	achilles	0.875
achilles	antilles	0.75
achilles	chiller	0.75
achilles	schiller	0.75
achimenes	archimedes	0.8
aching	catching	0.75
aching	coaching	0.75
aching	hatching	0.75
aching	leaching	0.75
aching	marching	0.75
aching	patching	0.75
aching	poaching	0.75
aching	ranching	0.75
aching	reaching	0.75
aching	teaching	0.75
aching	watching	0.75
aching	yachting	0.75
aching	acting	0.8333333333333334
acholia	achromia	0.75
acholia	achylia	0.8571428571428572
acholia	scholia	0.8571428571428572
achondrite	chondrite	0.9
achondroplasia	achondroplasty	0.8571428571428572
achromasia	achromatin	0.8
achromasia	achromia	0.8
achromaticity	chromaticity	0.9230769230769231
achromatin	lachrymation	0.75
achromatin	achromycin	0.8
achromatin	chromatid	0.8
achromatin	achromatism	0.8181818181818181
achromatin	chromatin	0.9
achromatism	dichromatism	0.8333333333333334
achromatism	chromatism	0.9090909090909091
achromia	chroma	0.75
achromia	ochroma	0.75
achromia	dichromia	0.7777777777777778
achromycin	azithromycin	0.75
acicula	auricula	0.75
acicula	canicula	0.75
acicula	sanicula	0.75
acidification	amplification	0.7692307692307692
acidification	edification	0.7692307692307692
acidification	modification	0.7692307692307692
acidification	pacification	0.7692307692307692
acidification	vilification	0.7692307692307692
acidification	vinification	0.7692307692307692
acidification	vivification	0.7692307692307692
acidification	rigidification	0.7857142857142857
acidification	solidification	0.7857142857142857
acidification	codification	0.8461538461538461
acidity	activity	0.75
acidity	algidity	0.75
acidity	facility	0.75
acidity	lucidity	0.75
acidity	rabidity	0.75
acidity	rapidity	0.75
acidity	sapidity	0.75
acidity	validity	0.75
acidity	vapidity	0.75
acidity	placidity	0.7777777777777778
acidity	rancidity	0.7777777777777778
acidity	aridity	0.8571428571428572
acidity	avidity	0.8571428571428572
acidity	acridity	0.875
acidophil	acidophilus	0.8181818181818181
acidophil	acidophile	0.9
acidophile	acidophilus	0.8181818181818181
acidosis	adiposis	0.75
acidosis	amitosis	0.75
acidulousness	arduousness	0.7692307692307692
acidulousness	assiduousness	0.7692307692307692
acidulousness	credulousness	0.7692307692307692
acidulousness	sedulousness	0.7692307692307692
acinos	acinus	0.8333333333333334
acknowledgement	acknowledgment	0.9333333333333333
aclant	saclant	0.8571428571428572
acnidosporidia	cnidosporidia	0.9285714285714286
acocanthera	acokanthera	0.9090909090909091
aconite	aconitum	0.75
aconite	ammonite	0.75
aconite	jacobite	0.75
aconite	masonite	0.75
aconite	taconite	0.875
aconitum	aeonium	0.75
aconitum	conium	0.75
acoraceae	aloeaceae	0.7777777777777778
acoraceae	araceae	0.7777777777777778
acoraceae	cornaceae	0.7777777777777778
acoraceae	moraceae	0.7777777777777778
acoraceae	mucoraceae	0.8
acorea	acores	0.8333333333333334
acores	acorus	0.8333333333333334
acores	azores	0.8333333333333334
acores	scores	0.8333333333333334
acoustic	acrostic	0.75
acoustic	caustic	0.75
acoustic	acoustics	0.8888888888888888
acquaintance	acquaintanceship	0.75
acquaintance	acquittance	0.8333333333333334
acquiescence	quiescency	0.75
acquiescence	quiescence	0.8333333333333334
acquirement	requirement	0.8181818181818181
acquirer	aquifer	0.75
acquirer	enquirer	0.75
acquirer	inquirer	0.75
acquiring	inquiring	0.7777777777777778
acquisition	disquisition	0.75
acquisition	inquisition	0.8181818181818181
acquisition	requisition	0.8181818181818181
acquisitiveness	inquisitiveness	0.8666666666666667
acquittance	quittance	0.8181818181818181
acridid	acridity	0.75
acridid	acrididae	0.7777777777777778
acrididae	aphididae	0.7777777777777778
acrididae	ariidae	0.7777777777777778
acridity	activity	0.75
acridity	algidity	0.75
acridity	avidity	0.75
acridity	crudity	0.75
acridity	viridity	0.75
acridity	aridity	0.875
acridness	airiness	0.7777777777777778
acridness	avidness	0.7777777777777778
acridness	luridness	0.7777777777777778
acridness	sacredness	0.8
acridness	aridness	0.8888888888888888
acrimony	alimony	0.75
acrimony	antimony	0.75
acrimony	matrimony	0.7777777777777778
acrimony	patrimony	0.7777777777777778
acrimony	agrimony	0.875
acroanaesthesia	cryoanesthesia	0.8
acroanaesthesia	cryoanaesthesia	0.8666666666666667
acroanaesthesia	acroanesthesia	0.9333333333333333
acroanesthesia	cryaesthesia	0.7857142857142857
acroanesthesia	cryoanaesthesia	0.8
acroanesthesia	cryoanesthesia	0.8571428571428572
acrobat	microbat	0.75
acrobat	acrobates	0.7777777777777778
acrobates	xerobates	0.7777777777777778
acrobates	acrobatics	0.8
acrobatics	macrobiotics	0.75
acrobatics	aerobatics	0.9
acrocarp	ascocarp	0.75
acrocarp	acrocarpus	0.8
acrocarpus	ariocarpus	0.8
acrocarpus	artocarpus	0.8
acrocarpus	dacrycarpus	0.8181818181818181
acrocarpus	afrocarpus	0.9
acrocephalus	cynocephalus	0.75
acrocephalus	macrocephaly	0.75
acrocephalus	myxocephalus	0.75
acrocephalus	chirocephalus	0.7692307692307692
acrocephalus	hydrocephalus	0.7692307692307692
acrocephalus	macrocephalon	0.7692307692307692
acrocephalus	sarcocephalus	0.7692307692307692
acrocephalus	acrocephaly	0.8333333333333334
acrocephalus	acromphalus	0.8333333333333334
acrocephalus	pyrocephalus	0.8333333333333334
acrocephalus	arctocephalus	0.8461538461538461
acrocephalus	microcephalus	0.8461538461538461
acrocephaly	hydrocephaly	0.75
acrocephaly	macrencephaly	0.7692307692307692
acrocephaly	macrocephalon	0.7692307692307692
acrocephaly	microcephaly	0.8333333333333334
acrocephaly	macrocephaly	0.9166666666666666
acrocyanosis	macrocytosis	0.75
acrogen	acrolein	0.75
acrogen	androgen	0.75
acrogen	lactogen	0.75
acromegalia	acromegaly	0.8181818181818181
acromicria	acromikria	0.9
acromyotonia	amyotonia	0.75
acronym	patronym	0.75
acrophobia	ailurophobia	0.75
acrophobia	algophobia	0.8
acrophobia	cryophobia	0.8
acrophobia	pyrophobia	0.8
acrophobia	androphobia	0.8181818181818181
acrophony	cacophony	0.7777777777777778
acropolis	necropolis	0.8
acrosome	autosome	0.75
acrosome	microsome	0.7777777777777778
acrostic	agnostic	0.75
acrostic	agrostis	0.75
actias	activase	0.75
actinaria	actinia	0.7777777777777778
actinaria	actinidia	0.7777777777777778
actinaria	actiniarian	0.8181818181818181
actinaria	actiniaria	0.9
acting	yachting	0.75
actinia	actinide	0.75
actinia	actinism	0.75
actinia	actinium	0.75
actinia	actinoid	0.75
actinia	vaccinia	0.75
actinia	actinidia	0.7777777777777778
actinia	actinian	0.875
actinian	actinide	0.75
actinian	actinism	0.75
actinian	actinium	0.75
actinian	actinon	0.75
actinian	arminian	0.75
actinian	tactician	0.7777777777777778
actiniaria	actinidia	0.8
actiniaria	actiniarian	0.9090909090909091
actinide	actinism	0.75
actinide	actinium	0.75
actinide	actinoid	0.75
actinide	antinode	0.75
actinide	actinidia	0.7777777777777778
actiniopteris	actinomeris	0.7692307692307692
actinism	actitis	0.75
actinism	activist	0.75
actinism	albinism	0.75
actinism	alpinism	0.75
actinism	latinism	0.75
actinism	actinium	0.875
actinism	activism	0.875
actinium	actium	0.75
actinium	activism	0.75
actinium	vaccinium	0.7777777777777778
actinoid	actinon	0.75
actinoid	crinoid	0.75
actinoid	actinopod	0.7777777777777778
actinometer	actinomycete	0.75
actinometer	declinometer	0.75
actinometer	inclinometer	0.75
actinometer	actinometry	0.8181818181818181
actinometer	clinometer	0.8181818181818181
actinomyces	actinomycosis	0.7692307692307692
actinomyces	actinomycin	0.8181818181818181
actinomyces	actinomycete	0.8333333333333334
actinomycetaceae	actinomycete	0.75
actinomycetaceae	actinomycetales	0.8125
actinomycetales	actinomycete	0.8
actinomycete	actinomycin	0.75
actinomycin	actinomycosis	0.7692307692307692
actinomycin	spectinomycin	0.7692307692307692
actinomyxidia	actinomyxidian	0.9285714285714286
actinon	action	0.8571428571428572
actinopod	actinozoa	0.7777777777777778
actinopod	actinopoda	0.9
actinopoda	actinozoa	0.8
actinozoa	actinozoan	0.9
action	coaction	0.75
action	exaction	0.75
action	fraction	0.75
action	inaction	0.75
action	reaction	0.75
action	sanction	0.75
action	traction	0.75
action	vacation	0.75
action	auction	0.8571428571428572
action	faction	0.8571428571428572
actitis	activism	0.75
actitis	activist	0.75
actitis	aortitis	0.75
actitis	arctotis	0.75
actitis	mastitis	0.75
actitis	rachitis	0.75
actitis	arctictis	0.7777777777777778
actium	arctium	0.8571428571428572
activase	active	0.75
activase	activism	0.75
activase	activist	0.75
activating	activation	0.8
activating	motivating	0.8
activation	activator	0.8
activation	actuation	0.8
activation	estivation	0.8
activation	motivation	0.8
activation	titivation	0.8
activation	aestivation	0.8181818181818181
activation	captivation	0.8181818181818181
activation	jactitation	0.8181818181818181
activation	deactivation	0.8333333333333334
activation	inactivation	0.8333333333333334
activator	actuator	0.7777777777777778
activator	motivator	0.7777777777777778
activeness	aliveness	0.8
activeness	nativeness	0.8
activeness	amativeness	0.8181818181818181
activeness	inactiveness	0.8333333333333334
activism	activity	0.75
activism	atavism	0.75
activism	nativism	0.75
activism	activist	0.875
activist	activity	0.75
activist	atavist	0.75
activist	nativist	0.75
activist	archivist	0.7777777777777778
activity	motivity	0.75
activity	nativity	0.75
activity	captivity	0.7777777777777778
activity	tactility	0.7777777777777778
activity	inactivity	0.8
activity	reactivity	0.8
actress	mattress	0.75
actress	waitress	0.75
actualisation	animalisation	0.7692307692307692
actualisation	canalisation	0.7692307692307692
actualisation	equalisation	0.7692307692307692
actualisation	vacuolisation	0.7692307692307692
actualisation	visualisation	0.7692307692307692
actualisation	vitalisation	0.7692307692307692
actualisation	naturalisation	0.7857142857142857
actualisation	actualization	0.9230769230769231
actuality	mutuality	0.7777777777777778
actuality	factuality	0.9
actualization	animalization	0.7692307692307692
actualization	canalization	0.7692307692307692
actualization	equalization	0.7692307692307692
actualization	tantalization	0.7692307692307692
actualization	vacuolization	0.7692307692307692
actualization	visualization	0.7692307692307692
actualization	vitalization	0.7692307692307692
actualization	naturalization	0.7857142857142857
actuary	sanctuary	0.7777777777777778
actuation	actuator	0.7777777777777778
actuation	acylation	0.7777777777777778
actuation	jactation	0.7777777777777778
actuation	lactation	0.7777777777777778
actuation	situation	0.7777777777777778
acuity	vacuity	0.8571428571428572
acular	ocular	0.8333333333333334
acuteness	muteness	0.7777777777777778
acuteness	astuteness	0.8
acuteness	cuteness	0.8888888888888888
acylation	adulation	0.7777777777777778
acylation	maculation	0.8
adactylia	adactyly	0.7777777777777778
adactylia	dactylis	0.7777777777777778
adactylia	adactylism	0.8
adactylism	syndactylism	0.75
adactylism	dactylis	0.8
adactyly	dactyl	0.75
adalia	alalia	0.8333333333333334
adalia	aralia	0.8333333333333334
adamance	adamant	0.75
adamance	advance	0.75
