w1	w2	over_ft23
abstraksiyonizm	aksiyon	0.800000011920929
abstraksiyonizm	atraksiyon	0.761904776096344
abstraksiyonizm	siyonizm	0.8823529481887817
abstraksiyonizm	traksiyon	0.7894737124443054
abukluk	çabukluk	0.8571428656578064
abullabutluk	tabutluk	0.7647058963775635
abıkevser	kevser	0.8461538553237915
acembuselik	buselik	0.8666666746139526
acente	acentelik	0.8461538553237915
acizlik	tacizlik	0.8666666746139526
acyocu	acyoculuk	0.8461538553237915
acıbalık	acılık	0.7692307829856873
acılık	acımasızlık	0.7692307829856873
acılık	adcılık	0.7692307829856873
acılık	aktarmacılık	0.9230769276618958
acılık	aktarıcılık	0.7692307829856873
acılık	akıcılık	0.7692307829856873
acılık	akılcılık	0.7692307829856873
acılık	akıncılık	0.7692307829856873
acılık	akışkanlaştırıcılık	0.7692307829856873
acılık	akşamcılık	0.7692307829856873
acılık	alaycılık	0.7692307829856873
acılık	aldatıcılık	0.7692307829856873
acılık	algıcılık	0.7692307829856873
acılık	almancılık	0.7692307829856873
acılık	alçıcılık	0.7692307829856873
acılık	alıcılık	0.7692307829856873
acılık	alımcılık	0.7692307829856873
acılık	ambalajcılık	0.7692307829856873
acılık	ambarcılık	0.7692307829856873
acılık	anahtarcılık	0.7692307829856873
acılık	anamalcılık	0.7692307829856873
acılık	anayasacılık	0.9230769276618958
acılık	anlatımcılık	0.7692307829856873
acılık	antikacılık	0.9230769276618958
acılık	arabacılık	0.9230769276618958
acılık	aracılık	0.9230769276618958
acılık	araştırıcılık	0.7692307829856873
acılık	arpacılık	0.9230769276618958
acılık	arıcılık	0.7692307829856873
acılık	arıtıcılık	0.7692307829856873
acılık	askıcılık	0.7692307829856873
acılık	atacılık	0.9230769276618958
acılık	atıcılık	0.7692307829856873
acılık	atımcılık	0.7692307829856873
acılık	avantacılık	0.9230769276618958
acılık	avcılık	0.7692307829856873
acılık	ayakkabıcılık	0.7692307829856873
acılık	ayartıcılık	0.7692307829856873
acılık	aynacılık	0.9230769276618958
acılık	ayrancılık	0.7692307829856873
acılık	ayıcılık	0.7692307829856873
acılık	ayıngacılık	0.9230769276618958
acılık	ayırıcılık	0.7692307829856873
acılık	açkıcılık	0.7692307829856873
acılık	açmacılık	0.9230769276618958
acılık	ağcılık	0.7692307829856873
acılık	aşkıncılık	0.7692307829856873
acılık	aşıcılık	0.7692307829856873
acılık	aşırmacılık	0.9230769276618958
acılık	aşırıcılık	0.7692307829856873
acılık	babacılık	0.8461538553237915
acılık	badanacılık	0.8461538553237915
acılık	baklavacılık	0.8461538553237915
acılık	baltacılık	0.8461538553237915
acılık	bankacılık	0.8461538553237915
acılık	basmacılık	0.8461538553237915
acılık	bağdaştırmacılık	0.8461538553237915
acılık	bağlamacılık	0.8461538553237915
acılık	başeczacılık	0.8461538553237915
acılık	bedavacılık	0.8461538553237915
acılık	biracılık	0.8461538553237915
acılık	bohçacılık	0.8461538553237915
acılık	bombacılık	0.8461538553237915
acılık	borsacılık	0.8461538553237915
acılık	boyacılık	0.8461538553237915
acılık	bozacılık	0.8461538553237915
acılık	cakacılık	0.8461538553237915
acılık	cilacılık	0.8461538553237915
acılık	coğrafyacılık	0.8461538553237915
acılık	dadacılık	0.8461538553237915
acılık	damgacılık	0.8461538553237915
acılık	darbukacılık	0.8461538553237915
acılık	dayanışmacılık	0.8461538553237915
acılık	dayatmacılık	0.8461538553237915
acılık	dogmacılık	0.8461538553237915
acılık	dokumacılık	0.8461538553237915
acılık	dolmacılık	0.8461538553237915
acılık	dondurmacılık	0.8461538553237915
acılık	doğacılık	0.8461538553237915
acılık	doğramacılık	0.8461538553237915
acılık	dubaracılık	0.8461538553237915
acılık	dünyacılık	0.8461538553237915
acılık	eczacılık	0.8461538553237915
acılık	entrikacılık	0.8461538553237915
acılık	fabrikacılık	0.8461538553237915
acılık	faydacılık	0.8461538553237915
acılık	filikacılık	0.8461538553237915
acılık	francalacılık	0.8461538553237915
acılık	fıkracılık	0.8461538553237915
acılık	fırkacılık	0.8461538553237915
acılık	fırçacılık	0.8461538553237915
acılık	gaydacılık	0.8461538553237915
acılık	hacılık	0.8461538553237915
acılık	hapazlamacılık	0.8461538553237915
acılık	haritacılık	0.8461538553237915
acılık	havacılık	0.8461538553237915
acılık	helvacılık	0.8461538553237915
acılık	hurdacılık	0.8461538553237915
acılık	iftiracılık	0.8461538553237915
acılık	ispritizmacılık	0.8461538553237915
acılık	işportacılık	0.8461538553237915
acılık	kabalacılık	0.8461538553237915
acılık	kakmacılık	0.8461538553237915
acılık	kamacılık	0.8461538553237915
acılık	kampanyacılık	0.8461538553237915
acılık	kaplamacılık	0.8461538553237915
acılık	kaportacılık	0.8461538553237915
acılık	karaborsacılık	0.8461538553237915
acılık	karacılık	0.8461538553237915
acılık	kargaşacılık	0.8461538553237915
acılık	karmanyolacılık	0.8461538553237915
acılık	kavgacılık	0.8461538553237915
acılık	kayracılık	0.8461538553237915
acılık	kaytarmacılık	0.8461538553237915
acılık	kazmacılık	0.8461538553237915
acılık	kimyacılık	0.8461538553237915
acılık	kiracılık	0.8461538553237915
acılık	kolacılık	0.8461538553237915
acılık	komitacılık	0.8461538553237915
acılık	kopyacılık	0.8461538553237915
acılık	korumacılık	0.8461538553237915
acılık	kozacılık	0.8461538553237915
acılık	kuklacılık	0.8461538553237915
acılık	kumanyacılık	0.8461538553237915
acılık	kunduracılık	0.8461538553237915
acılık	kurmacılık	0.8461538553237915
acılık	kurtarmacılık	0.8461538553237915
acılık	kıskacılık	0.8461538553237915
acılık	kışkırtmacılık	0.8461538553237915
acılık	lakacılık	0.8461538553237915
acılık	lamacılık	0.8461538553237915
acılık	lapacılık	0.8461538553237915
acılık	latifundiacılık	0.8461538553237915
acılık	lavantacılık	0.8461538553237915
acılık	lavtacılık	0.8461538553237915
acılık	levhacılık	0.8461538553237915
acılık	limonatacılık	0.8461538553237915
acılık	lokantacılık	0.8461538553237915
acılık	lokmacılık	0.8461538553237915
acılık	loncacılık	0.8461538553237915
acılık	lotaryacılık	0.8461538553237915
acılık	maceracılık	0.8461538553237915
acılık	mafyacılık	0.8461538553237915
acılık	mahyacılık	0.8461538553237915
acılık	makarnacılık	0.8461538553237915
acılık	mandacılık	0.8461538553237915
acılık	mandıracılık	0.8461538553237915
acılık	manifaturacılık	0.8461538553237915
acılık	manitacılık	0.8461538553237915
acılık	manyetizmacılık	0.8461538553237915
acılık	marabacılık	0.8461538553237915
acılık	marinacılık	0.8461538553237915
acılık	matbaacılık	0.8461538553237915
acılık	mavnacılık	0.8461538553237915
acılık	mağazacılık	0.8461538553237915
acılık	maşacılık	0.8461538553237915
acılık	mecmuacılık	0.8461538553237915
acılık	mobilyacılık	0.8461538553237915
acılık	modacılık	0.8461538553237915
acılık	murabahacılık	0.8461538553237915
acılık	muskacılık	0.8461538553237915
acılık	mübalağacılık	0.8461538553237915
acılık	nişastacılık	0.8461538553237915
acılık	noktacılık	0.8461538553237915
acılık	numaracılık	0.8461538553237915
acılık	odacılık	0.8461538553237915
acılık	oltacılık	0.8461538553237915
acılık	ortaklaşacılık	0.8461538553237915
acılık	osmanlıcacılık	0.8461538553237915
acılık	otacılık	0.8461538553237915
acılık	oyacılık	0.8461538553237915
acılık	oymacılık	0.8461538553237915
acılık	palavracılık	0.8461538553237915
acılık	pantuflacılık	0.8461538553237915
acılık	parçacılık	0.8461538553237915
acılık	pastacılık	0.8461538553237915
acılık	pastırmacılık	0.8461538553237915
acılık	pazarlamacılık	0.8461538553237915
acılık	paçacılık	0.8461538553237915
acılık	paçavracılık	0.8461538553237915
acılık	pizzacılık	0.8461538553237915
acılık	plakacılık	0.8461538553237915
acılık	planlamacılık	0.8461538553237915
acılık	plaçkacılık	0.8461538553237915
acılık	politikacılık	0.8461538553237915
acılık	postacılık	0.8461538553237915
acılık	poğaçacılık	0.8461538553237915
acılık	pragmacılık	0.8461538553237915
acılık	propagandacılık	0.8461538553237915
acılık	safsatacılık	0.8461538553237915
acılık	salamuracılık	0.8461538553237915
acılık	savmacılık	0.8461538553237915
acılık	sayacılık	0.8461538553237915
acılık	sendikacılık	0.8461538553237915
acılık	seracılık	0.8461538553237915
acılık	sigortacılık	0.8461538553237915
acılık	sinemacılık	0.8461538553237915
acılık	sobacılık	0.8461538553237915
acılık	sondalamacılık	0.8461538553237915
acılık	soruşturmacılık	0.8461538553237915
acılık	stoacılık	0.8461538553237915
acılık	sıracılık	0.8461538553237915
acılık	sıvacılık	0.8461538553237915
acılık	tabelacılık	0.8461538553237915
acılık	takacılık	0.8461538553237915
acılık	takatukacılık	0.8461538553237915
acılık	taklacılık	0.8461538553237915
acılık	takunyacılık	0.8461538553237915
acılık	tanıtmacılık	0.8461538553237915
acılık	tavernacılık	0.8461538553237915
acılık	taşlamacılık	0.8461538553237915
acılık	taşımacılık	0.8461538553237915
acılık	tombalacılık	0.8461538553237915
acılık	tornacılık	0.8461538553237915
acılık	tulumbacılık	0.8461538553237915
acılık	turfandacılık	0.8461538553237915
acılık	tuğlacılık	0.8461538553237915
acılık	uydurmacılık	0.8461538553237915
acılık	uymacılık	0.8461538553237915
acılık	uzlaşmacılık	0.8461538553237915
acılık	vardacılık	0.8461538553237915
acılık	vesikacılık	0.8461538553237915
acılık	viyolacılık	0.8461538553237915
acılık	yamacılık	0.8461538553237915
acılık	yanıltmacılık	0.8461538553237915
acılık	yaygaracılık	0.8461538553237915
acılık	yaylacılık	0.8461538553237915
acılık	yaymacılık	0.8461538553237915
acılık	yayılmacılık	0.8461538553237915
acılık	yazmacılık	0.8461538553237915
acılık	yağmacılık	0.8461538553237915
acılık	yufkacılık	0.8461538553237915
acılık	yumurtacılık	0.8461538553237915
acılık	yıkmacılık	0.8461538553237915
acılık	zurnacılık	0.8461538553237915
acılık	çantacılık	0.8461538553237915
acılık	çapacılık	0.8461538553237915
acılık	çapulacılık	0.8461538553237915
acılık	çatanacılık	0.8461538553237915
acılık	çatmacılık	0.8461538553237915
acılık	çatışmacılık	0.8461538553237915
acılık	çikolatacılık	0.8461538553237915
acılık	çorbacılık	0.8461538553237915
acılık	çuhacılık	0.8461538553237915
acılık	çımacılık	0.8461538553237915
acılık	çırpmacılık	0.8461538553237915
acılık	ıstampacılık	0.8461538553237915
acılık	şakacılık	0.8461538553237915
acılık	şapkacılık	0.8461538553237915
acılık	şıracılık	0.8461538553237915
acılık	şırıngacılık	0.8461538553237915
acımasızlık	acımık	0.7692307829856873
acıçiğdem	çiğdem	0.8461538553237915
adabımuaşeret	muaşeret	0.8823529481887817
adacık	adamcık	0.7692307829856873
adacık	dadacılık	0.7692307829856873
adalet	adaletlilik	0.8461538553237915
adalet	adaletsizlik	0.8461538553237915
adaletlilik	adilik	0.7692307829856873
adaletlilik	baletlik	0.7647058963775635
adamsendeci	adamsendecilik	0.9130434989929199
adamsendecilik	adilik	0.7692307829856873
adatavşanı	amerikatavşanı	0.761904776096344
adaşlık	anlamdaşlık	0.800000011920929
adaşlık	arkadaşlık	0.9333333373069763
adaşlık	kafadaşlık	0.8666666746139526
adembaba	âdembaba	0.75
ademcilik	adilik	0.7692307829856873
ademcilik	akademicilik	0.7894737124443054
ademcilik	âdemcilik	0.7894737124443054
ademelması	âdemelması	0.8095238208770752
ademimerkeziyet	ademimerkeziyetçi	0.9354838728904724
ademimerkeziyet	ademimerkeziyetçilik	0.9354838728904724
ademimerkeziyet	ademiyet	0.9411764740943909
ademimerkeziyet	eziyet	0.8461538553237915
ademimerkeziyet	merkeziyet	0.9047619104385376
ademimerkeziyet	meziyet	0.800000011920929
ademimerkeziyetçi	ademimerkeziyetçilik	0.9428571462631226
ademimerkeziyetçi	ademiyet	0.8235294222831726
ademimerkeziyetçi	merkeziyet	0.8095238208770752
ademimerkeziyetçi	merkeziyetçi	0.9200000166893005
ademimerkeziyetçilik	ademiyet	0.8235294222831726
ademimerkeziyetçilik	adilik	0.7692307829856873
ademimerkeziyetçilik	etçilik	0.8666666746139526
ademimerkeziyetçilik	merkeziyet	0.8095238208770752
ademimerkeziyetçilik	merkeziyetçi	0.8399999737739563
ademimerkeziyetçilik	merkeziyetçilik	0.9354838728904724
ademimerkeziyetçilik	niyetçilik	0.8095238208770752
ademiyet	âdemiyet	0.7647058963775635
ademoğlu	âdemoğlu	0.7647058963775635
adilik	kadirbilirlik	0.7692307829856873
adilik	kadirilik	0.7692307829856873
adilik	maddilik	0.7692307829856873
adisyon	tradisyon	0.8666666746139526
adlandırma	akıllandırma	0.761904776096344
adlandırma	alacalandırma	0.761904776096344
adlandırma	ayrıntılandırma	0.761904776096344
adlandırma	bandırma	0.7647058963775635
adlandırma	kandırma	0.7647058963775635
adlandırılabilme	adlandırılış	0.7599999904632568
adlandırılabilme	adlandırım	0.8095238208770752
adlandırılabilme	adlandırış	0.8095238208770752
adlandırılabilme	andırı	0.7692307829856873
adlandırılış	adlandırım	0.8095238208770752
adlandırılış	adlandırış	0.9523809552192688
adlandırılış	andırı	0.7692307829856873
adlandırılış	andırış	0.8666666746139526
adlandırım	adlandırış	0.8095238208770752
adlandırım	andırı	0.7692307829856873
adlandırış	andırı	0.7692307829856873
adlandırış	andırış	0.9333333373069763
adliye	adliyeci	0.8461538553237915
adsızparmak	parmak	0.8461538553237915
adıyaman	adıyamanlı	0.8823529481887817
aerodinamik	dinamik	0.8666666746139526
aeroloji	gastroenteroloji	0.7647058963775635
aeroloji	kanseroloji	0.7647058963775635
aeroloji	karakteroloji	0.7647058963775635
aeroloji	mineroloji	0.7647058963775635
aeroloji	sümeroloji	0.7647058963775635
afacan	afacanlık	0.8461538553237915
afakan	hafakan	0.8461538553237915
afakilik	ikilik	0.75
affediliş	affediş	0.9333333373069763
affedilme	edilme	0.8461538553237915
afganistan	afganistanlı	0.8999999761581421
afganistanlı	afganlı	1.0
afiyet	izafiyet	0.8461538553237915
afiyet	kemaliafiyet	0.8461538553237915
afiyet	muafiyet	0.8461538553237915
afiyet	safiyet	0.8461538553237915
afiyet	zafiyet	0.8461538553237915
afişleme	işleme	0.8461538553237915
afişçi	afişçilik	0.8461538553237915
afişçilik	dişçilik	0.7647058963775635
afişçilik	işçilik	0.8666666746139526
aflatoksin	toksin	0.8461538553237915
aforizm	aforizma	0.8666666746139526
aforizma	laforizma	0.8823529481887817
afrika	afrikalı	0.8461538553237915
afsuncu	afsunculuk	0.8666666746139526
afsunculuk	efsunculuk	0.8095238208770752
afsunculuk	unculuk	0.8666666746139526
afyonkarahisar	afyonkarahisarlı	0.9285714030265808
afyonkeş	afyonkeşlik	0.8823529481887817
aglütinasyon	aglütinin	0.7777777910232544
agnosi	agnostisizm	0.7692307829856873
agnostik	agnostisizm	0.7647058963775635
agnotoloji	totoloji	0.8125
agrafi	anjiyografi	0.7692307829856873
ahenksizlik	renksizlik	0.8095238208770752
ahilik	ahlakilik	0.7692307829856873
ahilik	cahillik	0.7692307829856873
ahilik	cevahircilik	0.7692307829856873
ahilik	dahilik	0.8461538553237915
ahilik	kahillik	0.7692307829856873
ahilik	maderşahilik	0.8461538553237915
ahilik	namütenahilik	0.8461538553237915
ahilik	pederşahilik	0.8461538553237915
ahilik	sipahilik	0.8461538553237915
ahlakilik	ikilik	0.75
ahlaklılık	ahlakçılık	0.800000011920929
ahlaksızlık	haksızlık	0.7894737124443054
ahlakçı	ahlakçılık	0.8666666746139526
ahlakçılık	akçıllık	0.7647058963775635
ahlakçılık	aylakçılık	0.761904776096344
ahlakçılık	lakçılık	0.8823529481887817
ahlakçılık	plakçılık	0.7894737124443054
akademi	akademici	0.9333333373069763
akademi	akademicilik	0.8666666746139526
akademi	akademisyen	0.8666666746139526
akademi	akademisyenlik	0.8666666746139526
akademici	akademicilik	0.8947368264198303
akademicilik	gemicilik	0.7894737124443054
akademisyen	akademisyenlik	0.9130434989929199
akamber	akaramber	0.9333333373069763
akamber	kamber	0.8461538553237915
akamet	sakamet	0.8461538553237915
akanyıldız	yıldız	0.8461538553237915
akapunktur	akupunktur	0.761904776096344
akaramber	kamber	0.7692307829856873
akarca	yakarca	0.8461538553237915
akaret	hakaret	0.8461538553237915
akaryakıt	akaryakıtçı	0.8888888955116272
akaryakıtçı	yakıtçı	0.8666666746139526
akasma	akbasma	0.7692307829856873
akaçlama	aklama	0.7692307829856873
akaçlama	amaçlama	0.8571428656578064
akaçlama	merkezkaçlama	0.7647058963775635
akağaç	akçaağaç	0.7692307829856873
akbaba	akbabagiller	0.8333333134651184
akbabagiller	ballıbabagiller	0.75
akbalık	akbalıkçıl	0.8666666746139526
akbalık	akrabalık	0.800000011920929
akbalıkçıl	alacabalıkçıl	0.761904776096344
akbalıkçıl	balıkçıl	0.8823529481887817
akbalıkçıl	ılıkçıl	0.7857142686843872
akburçak	burçak	0.8461538553237915
akbuğday	buğday	0.8461538553237915
akciğer	akciğerliler	1.0
akdeniz	akdenizli	0.8666666746139526
akdenizli	denizli	0.8666666746139526
akgünlük	günlük	0.8461538553237915
akhardal	hardal	0.8461538553237915
akhaşhaş	haşhaş	0.800000011920929
akkaraman	karaman	0.8666666746139526
akkarınca	akkarıncalar	0.8947368264198303
akkarınca	karınca	0.8666666746139526
akkarıncalar	karıncalar	0.8999999761581421
akkavak	akçakavak	0.7857142686843872
akkelebek	kelebek	0.8666666746139526
akkorluk	korluk	0.8461538553237915
akkuyruk	dikkuyruk	0.7647058963775635
akkuyruk	kuyruk	0.8461538553237915
aklama	aklanma	0.7692307829856873
aklama	araklama	0.9230769276618958
aklama	ayıklama	0.7692307829856873
aklama	açıklama	0.7692307829856873
aklama	bıçaklama	0.8461538553237915
aklama	duraklama	0.8461538553237915
aklama	fıştaklama	0.8461538553237915
aklama	koçaklama	0.8461538553237915
aklama	kuşaklama	0.8461538553237915
aklama	saklama	0.8461538553237915
aklama	savsaklama	0.8461538553237915
aklama	tabaklama	0.8461538553237915
aklama	taraklama	0.8461538553237915
aklama	topraklama	0.8461538553237915
aklama	yasaklama	0.8461538553237915
aklanma	ardaklanma	0.9333333373069763
aklanma	ayaklanma	0.9333333373069763
aklanma	ayıklanma	0.800000011920929
aklanma	duvaklanma	0.8666666746139526
aklanma	odaklanma	0.8666666746139526
aklanma	uzaklanma	0.8666666746139526
aklanma	yaltaklanma	0.8666666746139526
aklevrek	levrek	0.8461538553237915
akliyat	bakliyat	0.8666666746139526
akliyat	nakliyat	0.8666666746139526
akliye	akliyeci	0.8461538553237915
akliye	akliyecilik	0.8461538553237915
akliye	nakliye	0.8461538553237915
akliye	vesaitinakliye	0.8461538553237915
akliyeci	akliyecilik	0.8823529481887817
akliyeci	nakliyeci	0.8823529481887817
akliyeci	nakliyecilik	0.7647058963775635
akliyecilik	nakliyecilik	0.9090909361839294
akmantar	cıvıkmantarlar	0.7647058963775635
akmantar	kökmantar	0.7647058963775635
akmantar	mantar	0.8461538553237915
akordeon	akordeoncu	0.8823529481887817
akordeoncu	akordiyoncu	0.761904776096344
akordiyon	akordiyoncu	0.8947368264198303
akortçu	akortçuluk	0.8666666746139526
akortçu	başakortçu	0.8666666746139526
akortçuluk	başakortçuluk	0.9047619104385376
akraba	akrabalar	0.8461538553237915
akraba	akrabalık	0.8461538553237915
akrabalık	alabalık	0.75
akrabalık	arabalık	0.8235294222831726
akrabalık	babalık	0.7857142686843872
akreditasyon	meditasyon	0.8095238208770752
akrobat	akrobatlık	0.8666666746139526
akromatin	kromatin	0.8823529481887817
aksaklık	saklık	0.8461538553237915
aksama	duraksama	0.8461538553237915
aksama	uzaksama	0.8461538553237915
aksama	ıraksama	0.8461538553237915
aksaray	aksaraylı	0.8666666746139526
aksesuar	aksesuarcı	0.8823529481887817
aksilik	asilik	0.7692307829856873
aksilik	sililik	0.75
aksilik	taksicilik	0.800000011920929
aksiyom	aksiyomatik	0.8666666746139526
aksiyon	aksiyoner	0.8666666746139526
aksiyon	antefleksiyon	0.800000011920929
aksiyon	atefleksiyon	0.800000011920929
aksiyon	atraksiyon	0.9333333373069763
aksiyon	difraksiyon	0.8666666746139526
aksiyon	fraksiyon	0.8666666746139526
aksiyon	kontraksiyon	0.8666666746139526
aksiyon	reaksiyon	0.8666666746139526
aksiyon	redaksiyon	0.8666666746139526
aksiyon	traksiyon	0.8666666746139526
aksungur	sungur	0.8461538553237915
aksülümen	sülümen	0.8666666746139526
aksırabilme	aksırtabilme	0.8695651888847351
aktarlık	aktarmacılık	0.8235294222831726
aktarlık	aktarıcılık	0.8235294222831726
aktarlık	bayraktarlık	0.8823529481887817
aktarma	aktarmacı	0.8666666746139526
aktarma	aktarmacılık	0.8666666746139526
aktarma	aktartma	0.800000011920929
aktarma	aktarılma	0.800000011920929
aktarmacı	aktarmacılık	0.8947368264198303
aktarmacılık	aktarıcılık	0.782608687877655
aktarmacılık	aracılık	0.7647058963775635
aktarmacılık	atacılık	0.7647058963775635
aktarmacılık	kaytarmacılık	0.7599999904632568
aktarmacılık	kurtarmacılık	0.7599999904632568
aktartma	tartma	0.8461538553237915
aktarıcı	aktarıcılık	0.8823529481887817
aktarıcılık	akıcılık	0.8235294222831726
aktarıcılık	alıcılık	0.75
aktarıcılık	arıcılık	0.9411764740943909
aktarıcılık	arılık	0.8461538553237915
aktarıcılık	sarıcılık	0.7894737124443054
aktarıcılık	yarıcılık	0.7894737124443054
aktarım	kanaktarım	0.8666666746139526
aktavşan	tavşan	0.8461538553237915
aktifleşme	lifleşme	0.7647058963775635
aktifleşme	radyoaktifleştirme	0.761904776096344
aktiflik	objektiflik	0.7647058963775635
aktinoloji	sinoloji	0.7647058963775635
aktinyum	protaktinyum	0.8823529481887817
aktivist	konstrüktivist	0.7647058963775635
aktivist	objektivist	0.7647058963775635
aktivist	subjektivist	0.7647058963775635
aktivite	konjonktivite	0.7647058963775635
aktivite	objektivite	0.7647058963775635
aktivite	prodüktivite	0.7647058963775635
aktivite	radyoaktivite	0.8823529481887817
aktivizm	kolektivizm	0.7647058963775635
aktivizm	konstrüktivizm	0.7647058963775635
aktivizm	objektivizm	0.7647058963775635
aktivizm	subjektivizm	0.7647058963775635
aktivizm	sübjektivizm	0.7647058963775635
aktris	başaktris	0.8461538553237915
aktöre	aktöreci	0.8461538553237915
aktöre	aktörecilik	0.8461538553237915
aktöreci	aktörecilik	0.8823529481887817
aktöreci	töreci	0.8461538553237915
aktörecilik	görecilik	0.7894737124443054
aktörlük	başaktörlük	0.8823529481887817
aktörlük	direktörlük	0.7647058963775635
aktörlük	kondüktörlük	0.7647058963775635
aktörlük	lektörlük	0.7647058963775635
aktörlük	prodüktörlük	0.7647058963775635
aktörlük	redaktörlük	0.8823529481887817
aktörlük	rektörlük	0.7647058963775635
aktüalizm	entelektüalizm	0.7894737124443054
aktüelleştirme	eleştirme	0.8421052694320679
aktüelleştirme	özelleştirme	0.7599999904632568
aktüelleştirme	üleştirme	0.7894737124443054
aktüellik	entelektüellik	0.7894737124443054
aktüer	aktüerya	0.8461538553237915
akupunktur	akupunkturcu	0.9047619104385376
akupunktur	akupunkturculuk	0.9047619104385376
akupunkturcu	akupunkturculuk	0.9200000166893005
akvaryum	akvaryumcu	0.8823529481887817
akvaryum	akvaryumculuk	0.8823529481887817
akvaryumcu	akvaryumculuk	0.9047619104385376
akvaryumculuk	mumculuk	0.7647058963775635
akyurt	sulakyurt	0.8461538553237915
akzambak	zambak	0.8461538553237915
akçaağaç	akçaağaçgiller	0.8823529481887817
akçöpleme	çöpleme	0.8666666746139526
akçıllık	arakçılık	0.7647058963775635
akçıllık	aylakçılık	0.7647058963775635
akıcılık	akılcılık	0.8235294222831726
akıcılık	akıncılık	0.8235294222831726
akıcılık	akışkanlaştırıcılık	0.9411764740943909
akıcılık	alıcılık	0.75
akıcılık	askıcılık	0.8235294222831726
akıcılık	ayakkabıcılık	0.7647058963775635
akıcılık	açkıcılık	0.8235294222831726
akıcılık	bakıcılık	0.8823529481887817
akıcılık	baskıcılık	0.7647058963775635
akıcılık	bıçkıcılık	0.7647058963775635
akıcılık	hastabakıcılık	0.8823529481887817
akıcılık	rakıcılık	0.8823529481887817
akıcılık	yakıcılık	0.8823529481887817
akıcılık	şarkıcılık	0.7647058963775635
akılcılık	akıllılık	0.7647058963775635
akılcılık	akıncılık	0.7777777910232544
akılcılık	akışkanlaştırıcılık	0.7777777910232544
akılcılık	âkılcılık	0.7777777910232544
akıllandırma	bandırma	0.7647058963775635
akıllandırma	kandırma	0.7647058963775635
akıllılık	çakıllık	0.7647058963775635
akılsallaştırma	ulaştırma	0.7894737124443054
akılsallaştırma	ussallaştırma	0.7777777910232544
akılsızlık	kızlık	0.7692307829856873
akımcı	bakımcı	0.8461538553237915
akımcı	yakımcı	0.8461538553237915
akıncı	akıncılar	0.8461538553237915
akıncı	akıncılık	0.8461538553237915
akıncılık	aşkıncılık	0.8421052694320679
akıntı	akıntıölçer	0.8461538553237915
akıntı	bakıntı	0.8461538553237915
akıntı	kakıntı	0.8461538553237915
akıntı	sakıntı	0.8461538553237915
akıntı	takıntı	0.8461538553237915
akıntı	yakıntı	0.8461538553237915
akıntı	çakıntı	0.8461538553237915
akışkanlaşma	akışkanlaştırma	0.8799999952316284
akışkanlaşma	akışkanlaştırıcı	0.7599999904632568
akışkanlaşma	akışkanlaştırıcılık	0.7599999904632568
